Rank,Player,Team,Opp,Position,Rush,Rush Yds,Rush TDs,0-9 RushTDs,10-19 RushTDs,20-29 RushTDs,30-39 RushTDs,40-49 RushTDs,50+ RushTDs,Rec,Rec Yds,Rec TDs,>= 50yds,>= 100yds,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Elliott, Ezekiel",DAL,SEA,RB,20.2,101.4,0.8,0.6,0.1,0.,0.,0.,0.1,2.3,20.8,0.,0.1,0.,0.,0.5,0.1,2.8,17.1
2,"Johnson, David",ARZ,NYG,RB,15.1,62.3,0.8,0.6,0.1,0.,0.,0.,0.,4.2,44.8,0.2,0.2,0.1,0.,3.6,0.2,2.9,16.3
3,"Bell, Le'Veon",PIT,@HOU,RB,18.3,87.5,0.5,0.5,0.,0.,0.,0.,0.,3.7,28.4,0.1,0.1,0.1,0.,0.,0.1,2.6,15.3
4,"Freeman, Devonta",ATL,@NOR,RB,14.8,68.3,0.6,0.5,0.,0.,0.,0.,0.1,3.9,34.9,0.2,0.1,0.1,0.,0.,0.1,4.5,14.9
5,"Howard, Jordan",CHI,CLE,RB,17.1,86.9,0.5,0.5,0.,0.,0.,0.,0.,2.,20.1,0.1,0.1,0.,0.,0.,0.1,2.,14.
6,"Hunt, Kareem",KCC,MIA,RB,14.9,64.4,0.4,0.3,0.,0.,0.,0.,0.,2.3,22.9,0.2,0.1,0.,0.,0.3,0.1,3.9,12.2
7,"Gordon, Melvin",LAC,@NYJ,RB,17.9,67.,0.4,0.4,0.,0.,0.,0.,0.,3.4,29.7,0.1,0.1,0.1,0.,0.,0.3,3.,11.9
8,"Murray, DeMarco",TEN,LAR,RB,15.9,65.6,0.4,0.3,0.,0.,0.,0.,0.1,2.8,20.4,0.1,0.1,0.,0.,1.1,0.1,2.2,11.8
9,"McCoy, LeSean",BUF,@NEP,RB,12.4,63.,0.5,0.3,0.1,0.1,0.,0.,0.,2.6,20.1,0.1,0.1,0.,0.,0.,0.1,2.9,11.6
10,"Anderson, C.J.",DEN,@WAS,RB,14.4,58.5,0.5,0.4,0.1,0.,0.,0.,0.,2.5,20.4,0.1,0.1,0.,0.,2.4,0.2,2.1,11.2
11,"Ajayi, Jay",MIA,@KCC,RB,16.9,73.1,0.4,0.2,0.1,0.,0.,0.,0.,2.2,15.,0.,0.1,0.,0.,0.,0.,1.4,11.2
12,"Lynch, Marshawn",OAK,@PHI,RB,11.3,51.2,0.6,0.4,0.,0.2,0.,0.,0.,2.4,20.,0.,0.1,0.,0.9,0.,0.,2.1,11.2
