Rank,Player,Team,Opp,Position,XP,XPA,FG,Att,10-19,20-29,30-39,40-49,50+,Miss,Pts
1,"Tucker, Justin",BAL,@CLE,K,2.4,2.4,2.3,2.4,0.,0.3,0.8,0.8,0.4,0.1,10.7
2,"Lutz, Wil",NOR,WAS,K,3.6,3.7,2.,2.3,0.,0.6,0.4,0.7,0.3,0.2,10.3
3,"Prater, Matt",DET,GBP,K,2.3,2.4,2.,2.3,0.1,0.5,0.5,0.5,0.5,0.3,9.
4,"Gould, Robbie",SFO,ARZ,K,1.8,2.,2.,2.1,0.,0.4,0.6,0.8,0.2,0.1,8.7
5,"Zuerlein, Greg",LAR,@SEA,K,2.4,2.5,1.8,2.,0.,0.4,0.7,0.4,0.3,0.1,8.5
6,"Butker, Harrison",KCC,JAC,K,2.2,2.2,2.2,2.5,0.,0.5,1.,0.4,0.2,0.4,8.4
7,"Succop, Ryan",TEN,@BUF,K,2.3,2.5,1.9,2.1,0.,0.5,0.5,0.8,0.2,0.2,8.4
8,"Hauschka, Steven",BUF,TEN,K,1.9,2.1,2.,2.2,0.,0.5,0.8,0.4,0.3,0.2,8.3
9,"Elliott, Jake",PHI,MIN,K,2.3,2.6,1.8,2.1,0.,0.5,0.4,0.6,0.3,0.2,8.2
10,"Boswell, Chris",PIT,ATL,K,2.3,2.5,1.8,2.,0.,0.4,0.7,0.5,0.2,0.2,8.
11,"Gano, Graham",CAR,NYG,K,2.,2.2,1.9,2.1,0.,0.5,0.6,0.7,0.1,0.2,7.9
12,"Vinatieri, Adam",IND,@NEP,K,1.9,2.,1.7,2.,0.,0.5,0.5,0.5,0.3,0.3,7.4
13,"Maher, Brett",DAL,@HOU,K,2.7,2.8,1.6,2.,0.1,0.4,0.5,0.5,0.2,0.4,7.4
14,"Hopkins, Dustin",WAS,@NOR,K,2.4,2.6,1.8,2.2,0.,0.8,0.5,0.4,0.1,0.4,7.3
15,"Bryant, Matt",ATL,@PIT,K,2.,2.1,1.6,1.8,0.,0.4,0.4,0.4,0.4,0.2,7.2
16,"Gostkowski, Stephen",NEP,IND,K,2.3,2.5,1.6,1.8,0.,0.6,0.4,0.5,0.1,0.3,6.9
17,"Lambo, Josh",JAC,@KCC,K,2.2,2.4,1.5,1.7,0.,0.2,0.6,0.5,0.2,0.3,6.8
18,"Dawson, Phil",ARZ,@SFO,K,1.6,1.8,1.8,2.3,0.1,0.4,0.6,0.5,0.2,0.4,6.8
19,"McManus, Brandon",DEN,@NYJ,K,1.8,1.8,1.6,2.,0.,0.4,0.7,0.4,0.2,0.4,6.2
20,"Myers, Jason",NYJ,DEN,K,1.7,1.8,1.7,2.2,0.,0.5,0.3,0.7,0.1,0.5,6.1
21,"Bullock, Randy",CIN,MIA,K,2.1,2.2,1.3,1.4,0.,0.5,0.5,0.3,0.,0.2,5.7
22,"Carlson, Daniel",MIN,@PHI,K,1.8,2.,1.4,1.8,0.,0.4,0.5,0.3,0.2,0.4,5.6
23,"Crosby, Mason",GBP,@DET,K,2.3,2.5,1.2,1.5,0.,0.4,0.4,0.3,0.1,0.3,5.6
24,"Sanders, Jason",MIA,@CIN,K,2.1,2.2,1.1,1.3,0.,0.4,0.4,0.3,0.,0.2,5.3
25,"Nugent, Mike",OAK,@LAC,K,1.7,1.9,1.2,1.4,0.,0.3,0.4,0.4,0.1,0.3,4.9
26,"Rosas, Aldrick",NYG,@CAR,K,1.3,1.6,1.1,1.5,0.,0.5,0.2,0.3,0.2,0.3,4.3
27,"Sturgis, Caleb",LAC,OAK,K,1.7,2.,1.1,1.5,0.,0.5,0.3,0.2,0.1,0.4,4.2
28,"Gonzalez, Zane",CLE,BAL,K,1.5,1.6,1.,1.2,0.,0.3,0.3,0.3,0.1,0.2,4.2
29,"Janikowski, Sebastian",SEA,LAR,K,1.7,1.8,0.8,1.1,0.,0.2,0.3,0.3,0.,0.3,3.6
30,"Fairbairn, Ka'imi",HOU,DAL,K,1.2,1.3,0.9,1.4,0.,0.2,0.3,0.2,0.1,0.5,3.
