Rank,Player,Team,Opp,Position,GAMES_WON,GAMES_LOST,POINTS_SCORED,POINTS_DIFF,Pts
1,"Harbaugh, John",BAL,@CLE,HC,1.,0.,34.,24.,28.2
2,"Lynn, Anthony",LAC,OAK,HC,1.,0.,35.,15.,26.
3,"Payton, Sean",NOR,WAS,HC,1.,0.,32.,10.,23.
4,"Patricia, Matt",DET,GBP,HC,1.,0.,31.,8.,21.9
5,"Garrett, Jason",DAL,@HOU,HC,1.,0.,29.,10.,21.5
6,"Belichick, Bill",NEP,IND,HC,1.,0.,30.,8.,21.4
7,"Rivera, Ron",CAR,NYG,HC,1.,0.,27.,10.,20.5
8,"Lewis, Marvin",CIN,MIA,HC,1.,0.,28.,8.,20.4
9,"McVay, Sean",LAR,@SEA,HC,1.,0.,27.,8.,19.9
10,"Shanahan, Kyle",SFO,ARZ,HC,1.,0.,24.,7.,18.1
11,"Joseph, Vance",DEN,@NYJ,HC,1.,0.,25.,5.,18.
12,"McDermott, Sean",BUF,TEN,HC,1.,0.,24.,6.,17.8
13,"Campbell, Dan",MIA,@CIN,HC,1.,0.,25.,2.,17.1
14,"Bowles, Todd",NYJ,DEN,HC,1.,0.,21.,1.,14.8
15,"Quinn, Dan",ATL,@PIT,HC,0.,1.,25.,-2.,11.9
16,"Pederson, Doug",PHI,MIN,HC,0.,1.,24.,-1.,11.7
17,"Marrone, Doug",JAC,@KCC,HC,0.,1.,23.,-1.,11.2
18,"Reid, Andy",KCC,JAC,HC,0.,1.,23.,-1.,11.2
19,"Carroll, Pete",SEA,LAR,HC,0.,1.,23.,-4.,10.3
20,"McCarthy, Mike",GBP,@DET,HC,0.,1.,23.,-6.,9.7
21,"Tomlin, Mike",PIT,ATL,HC,0.,1.,22.,-5.,9.5
22,"Vrabel, Mike",TEN,@BUF,HC,0.,1.,18.,-4.,7.8
23,"Shurmer, Pat",NYG,@CAR,HC,0.,1.,19.,-8.,7.1
24,"Wilks, Steve",ARZ,@SFO,HC,0.,1.,17.,-6.,6.7
25,"Zimmer, Mike",MIN,@PHI,HC,0.,1.,19.,-11.,6.2
26,"O'Brien, Bill",HOU,DAL,HC,0.,1.,18.,-11.,5.7
27,"Gruden, Jay",WAS,@NOR,HC,0.,1.,20.,-15.,5.5
28,"Reich, Frank",IND,@NEP,HC,0.,1.,17.,-13.,4.6
29,"Jackson, Hue",CLE,BAL,HC,0.,1.,18.,-16.,4.2
30,"Gruden, Jon",OAK,@LAC,HC,0.,1.,14.,-21.,0.7
