Rank,Player,Team,Opp,Position,Rush,Rush Yds,Rush TDs,0-9 RushTDs,10-19 RushTDs,20-29 RushTDs,30-39 RushTDs,40-49 RushTDs,50+ RushTDs,Rec,Rec Yds,Rec TDs,>= 50yds,>= 100yds,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Elliott, Ezekiel",DAL,@HOU,RB,22.,101.8,0.8,0.5,0.2,0.,0.,0.,0.1,2.6,28.,0.1,0.1,0.1,0.,0.,0.,1.9,18.6
2,"Gurley, Todd",LAR,@SEA,RB,19.1,83.,0.7,0.6,0.,0.,0.,0.,0.1,4.1,41.1,0.2,0.2,0.1,0.1,0.1,0.1,2.4,18.1
3,"Johnson, David",ARZ,@SFO,RB,16.6,69.6,0.7,0.6,0.,0.1,0.,0.,0.,4.1,42.1,0.1,0.2,0.1,0.1,1.,0.2,2.,15.9
4,"Kamara, Alvin",NOR,WAS,RB,10.8,55.6,0.7,0.4,0.,0.1,0.,0.,0.,4.9,48.5,0.3,0.2,0.1,0.,26.3,0.1,2.1,15.8
5,"Bell, Le'Veon",PIT,ATL,RB,15.3,66.1,0.5,0.4,0.1,0.,0.,0.,0.,4.2,33.8,0.2,0.1,0.1,0.,0.,0.1,1.4,13.5
6,"Fournette, Leonard",JAC,@KCC,RB,17.9,69.3,0.7,0.5,0.,0.,0.,0.,0.1,2.7,22.1,0.1,0.1,0.,0.,1.4,0.,1.5,13.4
7,"Ingram, Mark",NOR,WAS,RB,13.4,61.5,0.6,0.4,0.,0.1,0.,0.,0.,3.6,27.6,0.1,0.1,0.1,0.,4.,0.1,1.5,12.9
8,"Hunt, Kareem",KCC,JAC,RB,15.5,71.,0.4,0.3,0.,0.,0.1,0.,0.1,2.9,22.3,0.1,0.1,0.,0.,0.,0.1,1.6,12.7
9,"Mixon, Joe",CIN,MIA,RB,17.8,66.9,0.5,0.4,0.1,0.,0.,0.,0.,3.3,30.6,0.,0.1,0.1,0.,0.,0.1,1.6,12.3
10,"Freeman, Devonta",ATL,@PIT,RB,13.1,54.,0.6,0.5,0.,0.,0.1,0.,0.,2.8,26.5,0.2,0.1,0.1,0.,0.,0.1,1.8,12.2
11,"Williams, Jamaal",GBP,@DET,RB,15.4,60.8,0.4,0.4,0.,0.,0.,0.,0.,2.5,23.3,0.2,0.1,0.,0.,0.,0.,1.3,12.2
12,"Barkley, Saquon",NYG,@CAR,RB,16.2,71.2,0.3,0.2,0.,0.,0.,0.,0.1,4.3,27.,0.1,0.1,0.1,0.,1.2,0.1,1.2,12.1
13,"Cook, Dalvin",MIN,@PHI,RB,13.,57.6,0.5,0.5,0.,0.,0.,0.,0.,3.2,25.,0.1,0.1,0.,0.,1.,0.1,1.6,11.8
14,"Michel, Sony",NEP,IND,RB,10.1,41.5,0.7,0.6,0.1,0.,0.,0.,0.,2.5,20.1,0.2,0.1,0.,0.,5.6,0.,1.8,11.5
15,"McCaffrey, Christian",CAR,NYG,RB,9.5,36.5,0.3,0.2,0.,0.,0.,0.,0.,4.8,43.,0.3,0.2,0.1,7.3,2.3,0.1,1.2,11.3
16,"Drake, Kenyan",MIA,@CIN,RB,14.6,69.1,0.3,0.2,0.,0.,0.,0.1,0.1,2.7,19.9,0.1,0.1,0.,0.,0.,0.1,1.1,11.2
17,"Gordon, Melvin",LAC,OAK,RB,13.7,54.4,0.4,0.4,0.1,0.,0.,0.,0.,2.5,23.1,0.1,0.1,0.,0.,0.,0.1,1.5,10.9
18,"Henry, Derrick",TEN,@BUF,RB,13.9,58.8,0.5,0.3,0.1,0.,0.,0.,0.1,1.2,13.5,0.1,0.1,0.,0.,0.1,0.,1.5,10.6
19,"Lynch, Marshawn",OAK,@LAC,RB,13.6,61.5,0.5,0.3,0.,0.2,0.,0.,0.1,1.9,15.1,0.,0.1,0.,0.3,0.,0.1,1.3,10.6
20,"McCoy, LeSean",BUF,TEN,RB,12.6,56.9,0.4,0.2,0.,0.1,0.,0.,0.,2.7,20.9,0.1,0.1,0.,0.,0.,0.,1.4,10.5
21,"Lewis, Dion",TEN,@BUF,RB,11.7,53.4,0.4,0.4,0.,0.,0.,0.,0.,1.9,14.8,0.2,0.1,0.,0.,22.1,0.,1.4,10.5
22,"Collins, Alex",BAL,@CLE,RB,13.3,57.,0.4,0.3,0.1,0.,0.,0.,0.,2.5,17.4,0.,0.1,0.,0.,1.6,0.1,1.1,10.1
23,"Coleman, Tevin",ATL,@PIT,RB,10.9,45.9,0.3,0.3,0.,0.,0.,0.,0.,2.,18.8,0.3,0.1,0.,0.,0.,0.,1.1,10.
24,"Johnson, Kerryon",DET,GBP,RB,9.4,33.6,0.4,0.4,0.,0.,0.,0.,0.,3.5,29.3,0.2,0.1,0.1,0.,2.6,0.,1.,10.
25,"Ajayi, Jay",PHI,MIN,RB,16.3,70.7,0.1,0.1,0.,0.,0.,0.,0.,2.2,19.3,0.1,0.1,0.,0.2,0.,0.3,0.8,9.9
26,"Burkhead, Rex",NEP,IND,RB,6.1,26.,0.6,0.5,0.1,0.,0.,0.,0.,2.5,24.9,0.2,0.1,0.,0.,2.1,0.,1.5,9.8
27,"Miller, Lamar",HOU,DAL,RB,15.5,58.8,0.3,0.3,0.,0.,0.,0.,0.,2.1,16.2,0.1,0.1,0.,0.,0.,0.,0.9,9.7
28,"Peterson, Adrian",WAS,@NOR,RB,14.2,50.8,0.2,0.2,0.,0.,0.,0.,0.,2.7,22.7,0.1,0.1,0.,0.,5.5,0.2,0.7,9.
29,"Mack, Marlon",IND,@NEP,RB,11.2,43.2,0.3,0.2,0.,0.,0.,0.,0.,1.8,17.4,0.2,0.1,0.,0.,2.,0.,1.,8.7
30,"Bernard, Giovani",CIN,MIA,RB,8.9,36.9,0.2,0.1,0.,0.,0.,0.,0.,3.6,30.8,0.1,0.1,0.1,0.,0.2,0.,0.6,8.4
31,"Hyde, Carlos",CLE,BAL,RB,10.5,43.5,0.4,0.3,0.,0.,0.,0.,0.,2.8,20.,0.,0.1,0.,0.,0.,0.1,1.3,8.4
32,"Booker, Devontae",DEN,@NYJ,RB,11.7,43.1,0.2,0.1,0.1,0.,0.,0.,0.,2.5,24.,0.1,0.1,0.,0.,13.9,0.,0.7,8.4
33,"Penny, Rashaad",SEA,LAR,RB,7.6,50.2,0.1,0.1,0.,0.,0.,0.,0.,2.6,21.9,0.1,0.1,0.,0.,0.8,0.,0.7,8.2
34,"Anderson, C.J.",CAR,NYG,RB,14.4,55.7,0.2,0.2,0.,0.,0.,0.,0.,1.8,13.,0.,0.1,0.,0.8,1.5,0.1,0.9,8.1
35,"Morris, Alfred",SFO,ARZ,RB,11.9,50.,0.3,0.3,0.,0.,0.,0.,0.,2.,12.2,0.,0.,0.,0.,0.,0.1,1.3,8.
36,"Johnson, Duke",CLE,BAL,RB,4.9,19.9,0.2,0.1,0.1,0.,0.,0.,0.,4.2,38.3,0.2,0.2,0.1,1.,8.7,0.1,0.7,7.9
37,"Powell, Bilal",NYJ,DEN,RB,11.6,48.4,0.3,0.2,0.,0.,0.,0.,0.1,1.8,13.3,0.,0.1,0.,0.,0.8,0.1,1.,7.8
38,"Allen, Javorius",BAL,@CLE,RB,9.2,34.7,0.3,0.2,0.1,0.,0.,0.,0.,2.8,17.3,0.1,0.1,0.,0.,0.,0.,1.3,7.7
39,"Murray, Latavius",MIN,@PHI,RB,11.2,43.1,0.4,0.3,0.,0.,0.,0.,0.,1.3,10.2,0.,0.,0.,0.,0.,0.,1.1,7.7
40,"White, James",NEP,IND,RB,3.3,14.8,0.3,0.2,0.,0.1,0.,0.,0.,3.2,23.7,0.3,0.1,0.,0.,3.2,0.,1.1,7.
41,"Carson, Chris",SEA,LAR,RB,9.7,35.6,0.1,0.1,0.,0.,0.,0.,0.,2.5,20.6,0.1,0.1,0.,0.,0.,0.,0.7,6.7
42,"Gore, Frank",MIA,@CIN,RB,11.6,43.7,0.1,0.1,0.,0.,0.,0.,0.,1.9,14.4,0.,0.1,0.,0.,1.7,0.,0.2,6.5
43,"Crowell, Isaiah",NYJ,DEN,RB,8.6,38.6,0.1,0.1,0.,0.,0.,0.,0.,1.7,12.3,0.,0.,0.,0.,0.,0.,0.6,6.1
44,"Ware, Spencer",KCC,JAC,RB,8.2,31.2,0.2,0.1,0.,0.,0.1,0.,0.,2.,14.3,0.,0.1,0.,0.,6.5,0.,0.8,5.9
45,"Perine, Samaje",WAS,@NOR,RB,12.2,40.4,0.,0.,0.,0.,0.,0.,0.,1.6,13.5,0.1,0.1,0.,0.,2.1,0.1,0.5,5.8
46,"Thompson, Chris",WAS,@NOR,RB,4.5,20.6,0.1,0.1,0.,0.,0.,0.,0.,2.6,22.5,0.2,0.1,0.,0.,16.,0.1,0.5,5.8
47,"Montgomery, Ty",GBP,@DET,RB,6.9,28.8,0.3,0.1,0.,0.1,0.1,0.,0.,1.7,9.9,0.,0.,0.,0.,1.1,0.,0.8,5.6
48,"Smith, Rod",DAL,@HOU,RB,5.2,22.9,0.3,0.2,0.1,0.,0.,0.,0.,1.4,12.6,0.1,0.1,0.,0.,1.3,0.,0.8,5.6
49,"Freeman, Royce",DEN,@NYJ,RB,8.6,34.3,0.2,0.2,0.,0.,0.,0.,0.,1.8,11.,0.,0.,0.,0.,13.3,0.1,0.5,5.6
50,"Clement, Corey",PHI,MIN,RB,5.3,25.5,0.2,0.,0.1,0.,0.,0.,0.,1.5,15.4,0.1,0.1,0.,0.,3.8,0.,0.9,5.6
51,"Martin, Doug",OAK,@LAC,RB,9.3,29.9,0.2,0.2,0.,0.,0.,0.,0.,1.8,13.3,0.,0.1,0.,3.9,5.,0.2,0.7,5.6
52,"Jones, Aaron",GBP,@DET,RB,6.9,33.6,0.3,0.1,0.,0.1,0.,0.,0.,1.1,3.7,0.,0.,0.,0.,0.,0.,0.5,5.4
53,"Chubb, Nick",CLE,BAL,RB,4.9,43.1,0.,0.,0.,0.,0.,0.,0.,1.6,9.2,0.,0.,0.,1.2,0.4,0.,0.4,5.4
54,"Yeldon, T.J.",JAC,@KCC,RB,5.8,22.9,0.2,0.1,0.,0.,0.,0.,0.,2.6,20.6,0.,0.1,0.,0.,0.,0.1,0.5,5.3
55,"Stewart, Jonathan",NYG,@CAR,RB,9.4,31.8,0.2,0.2,0.,0.,0.,0.,0.,1.,6.2,0.,0.,0.,0.,2.,0.,0.9,5.1
56,"Abdullah, Ameer",DET,GBP,RB,9.1,27.9,0.2,0.2,0.,0.,0.,0.,0.,1.3,8.8,0.1,0.,0.,0.,10.9,0.1,0.8,5.1
57,"Breida, Matt",SFO,ARZ,RB,6.7,28.4,0.2,0.,0.,0.,0.1,0.,0.,1.2,10.6,0.,0.,0.,0.5,6.1,0.,0.4,5.
58,"Ekeler, Austin",LAC,OAK,RB,4.,20.7,0.1,0.,0.,0.1,0.,0.,0.,1.6,15.9,0.1,0.1,0.,0.,2.8,0.,0.7,4.7
59,"Riddick, Theo",DET,GBP,RB,4.5,15.2,0.1,0.1,0.,0.,0.,0.,0.,2.4,19.,0.1,0.1,0.,0.,1.6,0.,0.4,4.6
60,"Turbin, Robert",IND,@NEP,RB,4.3,14.6,0.3,0.3,0.,0.,0.,0.,0.,1.6,11.3,0.,0.,0.,0.,0.9,0.,0.9,4.5
61,"Blue, Alfred",HOU,DAL,RB,8.3,32.,0.1,0.1,0.,0.,0.,0.,0.,1.,6.2,0.,0.,0.,1.1,1.6,0.1,0.7,4.4
62,"Sproles, Darren",PHI,MIN,RB,5.7,21.7,0.1,0.1,0.,0.,0.,0.,0.,1.3,10.9,0.,0.,0.,4.,5.,0.1,0.8,4.3
63,"Wilkins, Jordan",IND,@NEP,RB,5.6,20.6,0.1,0.1,0.,0.,0.,0.,0.,1.7,13.8,0.,0.1,0.,0.,1.7,0.,0.5,4.3
64,"Kelley, Rob",WAS,@NOR,RB,7.,22.9,0.2,0.2,0.,0.,0.,0.,0.,0.6,4.6,0.,0.,0.,0.,2.1,0.,0.8,4.
65,"Ivory, Chris",BUF,TEN,RB,7.4,27.7,0.1,0.1,0.,0.,0.,0.,0.,1.2,9.5,0.,0.,0.,0.,0.,0.1,0.7,3.9
66,"Dixon, Kenneth",BAL,@CLE,RB,4.9,24.8,0.1,0.,0.,0.,0.,0.,0.,1.4,8.9,0.,0.,0.,0.6,7.4,0.1,0.4,3.7
67,"Conner, James",PIT,ATL,RB,3.8,29.2,0.1,0.1,0.,0.,0.,0.,0.,0.3,1.7,0.,0.,0.,0.,9.1,0.,0.2,3.6
68,"Edmonds, Chase",ARZ,@SFO,RB,7.1,21.1,0.1,0.1,0.,0.,0.,0.,0.,1.1,9.7,0.,0.,0.,0.,5.5,0.,0.3,3.6
69,"Richard, Jalen",OAK,@LAC,RB,3.7,18.4,0.,0.,0.,0.,0.,0.,0.,1.7,12.,0.1,0.,0.,13.1,14.3,0.2,0.2,3.4
70,"Blount, LeGarrette",DET,GBP,RB,7.3,26.1,0.1,0.,0.,0.,0.,0.,0.,0.5,2.8,0.,0.,0.,0.,7.7,0.,0.7,3.4
71,"Gallman, Wayne",NYG,@CAR,RB,5.6,23.,0.,0.,0.,0.,0.,0.,0.,1.7,9.3,0.,0.,0.,0.,3.3,0.1,0.3,3.3
72,"Grant, Corey",JAC,@KCC,RB,3.1,15.9,0.1,0.,0.,0.,0.,0.,0.1,0.5,7.1,0.1,0.,0.,0.4,10.9,0.,0.4,3.2
73,"Prosise, C.J.",SEA,LAR,RB,2.9,10.2,0.,0.,0.,0.,0.,0.,0.,1.2,15.8,0.,0.1,0.,0.,0.4,0.,0.4,2.9
74,"Davis, Mike",SEA,LAR,RB,4.6,14.5,0.,0.,0.,0.,0.,0.,0.,1.1,10.1,0.,0.,0.,0.,0.,0.,0.4,2.6
75,"Scott, Boston",NOR,WAS,RB,2.9,10.4,0.1,0.1,0.,0.,0.,0.,0.,0.7,4.,0.1,0.,0.,0.,0.,0.,0.4,2.6
76,"Brown, Malcolm",LAR,@SEA,RB,4.,15.7,0.,0.,0.,0.,0.,0.,0.,0.7,4.9,0.,0.,0.,0.,4.9,0.,0.3,2.3
77,"Washington, DeAndre",OAK,@LAC,RB,2.8,7.5,0.1,0.1,0.,0.,0.,0.,0.,1.4,7.5,0.,0.,0.,0.,3.1,0.,0.2,2.1
78,"Gillislee, Mike",NOR,WAS,RB,3.2,12.2,0.1,0.1,0.,0.,0.,0.,0.,0.1,0.9,0.,0.,0.,0.,1.2,0.,0.3,1.8
79,"Smallwood, Wendell",PHI,MIN,RB,2.9,9.9,0.,0.,0.,0.,0.,0.,0.,0.6,4.3,0.,0.,0.,3.7,13.,0.,0.1,1.5
80,"Williams, Damien",KCC,JAC,RB,1.8,8.3,0.,0.,0.,0.,0.,0.,0.,0.6,4.9,0.,0.,0.,0.,0.8,0.,0.1,1.3
81,"Lindsay, Phillip",DEN,@NYJ,RB,2.7,8.3,0.,0.,0.,0.,0.,0.,0.,0.6,4.5,0.,0.,0.,0.,0.,0.,0.2,1.2
82,"Logan, T.J.",ARZ,@SFO,RB,1.4,4.4,0.,0.,0.,0.,0.,0.,0.,0.6,4.9,0.,0.,0.,3.7,11.2,0.,0.1,0.9
83,"Hill, Jeremy",NEP,IND,RB,2.,6.6,0.,0.,0.,0.,0.,0.,0.,0.2,1.1,0.,0.,0.,0.,1.1,0.,0.,0.8
84,"Artis-Payne, Cameron",CAR,NYG,RB,2.,6.3,0.,0.,0.,0.,0.,0.,0.,0.2,1.1,0.,0.,0.,0.,6.4,0.,0.3,0.8
85,"Mostert, Raheem",SFO,ARZ,RB,1.2,3.7,0.,0.,0.,0.,0.,0.,0.,0.5,3.7,0.,0.,0.,1.,7.2,0.,0.1,0.7
86,"Michael, Christine",IND,@NEP,RB,1.5,3.9,0.,0.,0.,0.,0.,0.,0.,0.1,0.9,0.,0.,0.,0.,7.2,0.,0.,0.7
87,"Cannon, Trenton",NYJ,DEN,RB,3.,7.4,0.,0.,0.,0.,0.,0.,0.,0.1,0.5,0.,0.,0.,0.5,7.,0.1,0.3,0.7
88,"Ervin, Tyler",HOU,DAL,RB,1.,2.6,0.,0.,0.,0.,0.,0.,0.,0.6,3.4,0.,0.,0.,8.7,9.7,0.,0.1,0.6
89,"Hines, Nyheim",IND,@NEP,RB,0.8,2.8,0.,0.,0.,0.,0.,0.,0.,0.4,2.9,0.,0.,0.,0.,11.,0.,0.1,0.6
90,"Ridley, Stevan",PIT,ATL,RB,1.5,4.6,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.,0.,0.,0.,5.2,0.,0.,0.5
91,"Walton, Mark",CIN,MIA,RB,1.,3.4,0.,0.,0.,0.,0.,0.,0.,0.2,1.5,0.,0.,0.,0.,2.7,0.,0.,0.5
92,"Marshall, Byron",WAS,@NOR,RB,1.1,3.5,0.,0.,0.,0.,0.,0.,0.,0.2,0.9,0.,0.,0.,0.,4.,0.,0.,0.4
93,"Olawale, Jamize",DAL,@HOU,RB,0.3,1.7,0.,0.,0.,0.,0.,0.,0.,0.3,2.4,0.,0.,0.,0.,0.,0.,0.,0.4
94,"Boone, Mike",MIN,@PHI,RB,0.8,1.5,0.,0.,0.,0.,0.,0.,0.,0.4,2.6,0.,0.,0.,0.,0.,0.,0.1,0.4
95,"Ballage, Kalen",MIA,@CIN,RB,0.8,1.9,0.,0.,0.,0.,0.,0.,0.,0.3,1.5,0.,0.,0.,0.,12.8,0.,0.1,0.3
96,"Smith, Ito",ATL,@PIT,RB,0.5,1.2,0.,0.,0.,0.,0.,0.,0.,0.2,1.7,0.,0.,0.,0.,0.,0.,0.1,0.3
97,"Murphy, Marcus",BUF,TEN,RB,0.4,0.7,0.,0.,0.,0.,0.,0.,0.,0.4,2.1,0.,0.,0.,0.,1.4,0.,0.1,0.3
98,"Newsome, Detrez",LAC,OAK,RB,0.8,1.7,0.,0.,0.,0.,0.,0.,0.,0.1,1.,0.,0.,0.,1.1,4.,0.,0.1,0.3
99,"Jones, Taiwan",BUF,TEN,RB,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.1,1.5,0.,0.,0.,0.,4.,0.,0.,0.2
100,"Martin, Robert",NYG,@CAR,RB,0.3,1.4,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.3,0.,0.,0.1
101,"Kelly, John",LAR,@SEA,RB,0.5,1.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1
102,"Pope, Troymaine",HOU,DAL,RB,0.2,1.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,1.7,0.,0.,0.1
103,"Thomas, Roc",MIN,@PHI,RB,0.4,0.5,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.2,0.,0.,0.1
104,"Coleman, Derrick",ARZ,@SFO,RB,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.4,0.,0.,0.,0.,0.,0.,0.1,0.
105,"Fluellen, David",TEN,@BUF,RB,0.1,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.5,0.,0.,0.
106,"Williams, Darrel",KCC,JAC,RB,0.2,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,26.9,0.,0.,0.
107,"Davis, Justin",LAR,@SEA,RB,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,4.1,0.,0.,0.
