"Rank","Player","Team","Opp","Position","XP","XPA","FG","Att","10-19","20-29","30-39","40-49","50+","Miss","Pts"
1,"Zuerlein, Greg","LAR","@ARZ","K",2.8,3.,2.3,2.7,0.,0.8,0.7,0.4,0.4,0.4,9.9
2,"Gould, Robbie","SFO","@BAL","K",1.7,1.8,2.2,2.2,0.,0.5,0.8,0.7,0.2,0.1,9.
3,"Tucker, Justin","BAL","SFO","K",2.2,2.2,2.,2.3,0.,0.6,0.7,0.5,0.3,0.3,8.5
4,"Bryant, Matt","ATL","NOS","K",2.4,2.4,1.7,1.9,0.,0.4,0.5,0.5,0.4,0.1,8.5
5,"Butker, Harrison","KCC","OAK","K",3.1,3.3,1.7,1.9,0.,0.4,0.7,0.4,0.2,0.2,8.3
6,"Lutz, Wil","NOS","@ATL","K",2.8,2.9,1.7,1.9,0.,0.4,0.5,0.6,0.2,0.2,8.1
7,"Boswell, Chris","PIT","CLE","K",2.8,3.,1.6,1.9,0.,0.4,0.6,0.5,0.1,0.3,7.5
8,"Prater, Matt","DET","CHI","K",2.1,2.1,1.7,2.,0.1,0.4,0.6,0.4,0.3,0.2,7.5
9,"Myers, Jason","SEA","MIN","K",2.2,2.4,1.6,1.8,0.,0.2,0.6,0.5,0.3,0.2,7.3
10,"Lambo, Josh","JAC","TBB","K",1.9,2.,1.6,1.8,0.,0.3,0.7,0.4,0.2,0.2,7.
11,"Gostkowski, Stephen","NEP","@HOU","K",2.7,2.7,1.6,1.9,0.,0.6,0.5,0.4,0.1,0.3,7.
12,"Vinatieri, Adam","IND","TEN","K",2.3,2.5,1.5,1.7,0.,0.5,0.4,0.3,0.3,0.2,6.9
13,"Fairbairn, Ka'imi","HOU","NEP","K",2.,2.1,1.6,1.9,0.,0.3,0.5,0.5,0.2,0.3,6.8
14,"Bullock, Randy","CIN","NYJ","K",2.5,2.6,1.4,1.5,0.,0.3,0.5,0.4,0.1,0.1,6.8
15,"Catanzaro, Chandler","Ret","Bye","K",1.9,2.3,1.5,1.7,0.,0.4,0.6,0.2,0.3,0.2,6.5
16,"Hauschka, Steven","BUF","@DAL","K",1.7,1.8,1.6,1.9,0.,0.3,0.6,0.4,0.3,0.3,6.5
17,"Elliott, Jake","PHI","@MIA","K",2.,2.2,1.4,1.6,0.,0.3,0.4,0.5,0.2,0.2,6.4
18,"Rosas, Aldrick","NYG","GBP","K",1.7,1.8,1.5,1.7,0.,0.5,0.5,0.3,0.2,0.2,6.4
19,"Slye, Joey","CAR","WAS","K",2.,2.3,1.3,1.3,0.,0.4,0.5,0.3,0.2,0.1,6.3
20,"Badgley, Mike","LAC","@DEN","K",2.1,2.3,1.4,1.7,0.,0.4,0.4,0.5,0.1,0.3,6.3
21,"Hopkins, Dustin","WAS","@CAR","K",1.5,1.6,1.4,1.7,0.,0.4,0.3,0.5,0.1,0.2,5.9
22,"Succop, Ryan","TEN","@IND","K",1.6,1.8,1.5,1.8,0.,0.3,0.6,0.5,0.1,0.3,5.9
23,"Bailey, Dan","MIN","@SEA","K",2.3,2.4,1.5,2.,0.,0.4,0.7,0.2,0.1,0.5,5.7
24,"Carlson, Daniel","OAK","@KCC","K",1.6,1.6,1.2,1.4,0.,0.2,0.2,0.6,0.2,0.2,5.4
25,"Sanders, Jason","MIA","PHI","K",2.,2.1,1.1,1.2,0.,0.4,0.2,0.4,0.,0.1,5.2
26,"Crosby, Mason","GBP","@NYG","K",1.7,1.8,1.1,1.4,0.,0.3,0.3,0.4,0.1,0.3,5.
27,"Janikowski, Sebastian","Ret","Bye","K",2.1,2.2,1.,1.3,0.,0.2,0.3,0.4,0.2,0.3,4.9
28,"Maher, Brett","DAL","BUF","K",1.8,1.9,1.2,1.8,0.,0.5,0.3,0.3,0.2,0.5,4.7
29,"McManus, Brandon","DEN","LAC","K",1.8,1.8,1.2,1.6,0.,0.3,0.4,0.3,0.1,0.4,4.6
30,"Gay, Matt","TBB","@JAC","K",1.9,2.,1.2,1.7,0.,0.3,0.6,0.3,0.1,0.5,4.4
31,"Gonzalez, Zane","ARZ","LAR","K",1.1,1.3,1.1,1.5,0.,0.2,0.4,0.3,0.2,0.4,4.
32,"Seibert, Austin","CLE","@PIT","K",1.6,1.9,0.9,1.2,0.,0.2,0.4,0.3,0.1,0.3,3.8
33,"Pineiro, Eddy","CHI","@DET","K",1.5,1.6,0.9,1.2,0.,0.2,0.3,0.3,0.,0.3,3.4
"","","","","","","","","","","","","","","",""
