"Rank","Player","Team","Opp","Position","Rush","Rush Yds","Rush TDs","0-9 RushTDs","10-19 RushTDs","20-29 RushTDs","30-39 RushTDs","40-49 RushTDs","50+ RushTDs","Tgt","RZTgt","Rec","Rec Yds","Rec TDs",">= 50yds",">= 100yds","Punt Ret Yds","Kick Ret Yds","Fum Lost","Scoring Opps","Pts"
1,"Gurley, Todd","LAR","@ARZ","RB",15.8,81.,0.9,0.7,0.2,0.,0.1,0.,0.,5.2,0.9,3.4,32.,0.2,0.1,0.1,0.,0.,0.1,2.7,17.7
2,"Barkley, Saquon","NYG","GBP","RB",16.9,83.,0.6,0.4,0.,0.,0.,0.,0.2,7.4,0.7,5.2,38.,0.2,0.2,0.1,0.,0.,0.,2.3,17.3
3,"Hunt, Kareem","CLE","@PIT","RB",15.5,70.,0.6,0.5,0.1,0.,0.1,0.,0.,3.6,0.7,2.6,34.,0.5,0.1,0.1,0.,15.,0.,2.7,17.3
4,"Gordon, Melvin","LAC","@DEN","RB",16.5,71.,0.8,0.4,0.2,0.1,0.,0.,0.,4.9,0.7,3.4,32.,0.2,0.1,0.1,0.,0.,0.,2.4,16.
5,"Elliott, Ezekiel","DAL","BUF","RB",19.8,88.,0.5,0.4,0.1,0.1,0.,0.,0.,5.2,0.7,3.9,30.,0.1,0.1,0.1,0.,0.,0.1,1.9,15.5
6,"Conner, James","PIT","CLE","RB",15.9,73.,0.7,0.5,0.1,0.1,0.,0.,0.,5.,0.6,4.,35.,0.1,0.1,0.1,0.,0.,0.2,2.,15.4
7,"Kamara, Alvin","NOS","@ATL","RB",11.7,53.,0.6,0.5,0.1,0.1,0.,0.,0.,6.8,1.4,5.2,49.,0.2,0.2,0.1,3.,24.,0.,2.5,15.4
8,"McCaffrey, Christian","CAR","WAS","RB",10.7,49.,0.3,0.3,0.,0.,0.,0.,0.,7.7,0.9,6.,50.,0.4,0.2,0.1,4.,2.,0.,1.9,13.9
9,"Williams, Damien","KCC","OAK","RB",12.1,58.,0.7,0.6,0.1,0.,0.,0.,0.,4.1,0.9,3.3,19.,0.3,0.1,0.1,0.,0.,0.1,2.3,13.6
10,"Chubb, Nick","CLE","@PIT","RB",14.6,70.,0.6,0.4,0.,0.,0.,0.,0.1,3.3,0.4,2.3,19.,0.1,0.1,0.,0.,0.,0.1,1.5,13.
11,"Fournette, Leonard","JAC","TBB","RB",17.3,63.,0.6,0.5,0.,0.,0.,0.,0.1,4.,0.3,3.1,26.,0.1,0.1,0.1,0.,1.,0.,1.7,13.
12,"Cook, Dalvin","MIN","@SEA","RB",13.9,65.,0.4,0.2,0.1,0.1,0.,0.,0.,4.8,0.5,3.7,30.,0.2,0.1,0.1,0.,1.,0.1,1.4,13.
13,"Michel, Sony","NEP","@HOU","RB",14.9,68.,0.7,0.5,0.2,0.,0.,0.,0.,1.7,0.3,1.4,11.,0.1,0.1,0.,0.,3.,0.,2.1,12.9
14,"Howard, Jordan","PHI","@MIA","RB",15.3,61.,0.6,0.5,0.1,0.,0.,0.,0.,2.9,0.7,2.2,21.,0.1,0.1,0.,1.,1.,0.,2.,12.8
15,"Lindsay, Phillip","DEN","LAC","RB",14.1,69.,0.5,0.4,0.,0.1,0.,0.1,0.,4.4,0.5,3.2,22.,0.1,0.1,0.,1.,8.,0.,1.2,12.7
16,"Henry, Derrick","TEN","@IND","RB",14.4,69.,0.7,0.5,0.1,0.,0.,0.,0.1,1.7,0.2,1.2,11.,0.,0.1,0.,0.,0.,0.1,1.8,12.5
17,"Jones, Aaron","GBP","@NYG","RB",12.7,62.,0.6,0.4,0.,0.1,0.1,0.,0.,3.9,0.4,2.7,20.,0.1,0.1,0.,0.,1.,0.1,1.3,12.2
18,"Mixon, Joe","CIN","NYJ","RB",15.5,70.,0.5,0.4,0.1,0.,0.,0.,0.,3.5,0.4,2.8,22.,0.,0.1,0.,0.,0.,0.1,1.6,12.1
19,"Singletary, Devin","BUF","@DAL","RB",17.5,66.,0.3,0.2,0.,0.1,0.,0.,0.,4.8,0.4,3.4,27.,0.1,0.1,0.1,0.,1.,0.,1.1,11.6
20,"Ingram, Mark","BAL","SFO","RB",12.7,63.,0.6,0.4,0.2,0.,0.,0.,0.,2.6,0.2,2.,13.,0.1,0.1,0.,0.,0.,0.1,1.8,11.6
21,"Mack, Marlon","IND","TEN","RB",14.5,65.,0.5,0.5,0.,0.,0.,0.,0.,2.8,0.4,1.8,11.,0.1,0.,0.,0.,1.,0.1,1.3,11.1
22,"Jacobs, Josh","OAK","@KCC","RB",13.,63.,0.4,0.3,0.,0.1,0.,0.,0.1,3.9,0.2,3.,25.,0.,0.1,0.1,0.,0.,0.2,1.3,11.
23,"Johnson, David","ARZ","LAR","RB",15.2,57.,0.3,0.3,0.,0.,0.,0.,0.,5.1,0.6,3.1,27.,0.1,0.1,0.1,0.1,0.,0.1,1.3,11.
24,"Montgomery, David","CHI","@DET","RB",10.,44.,0.5,0.4,0.1,0.,0.,0.,0.,3.5,0.6,2.6,23.,0.2,0.1,0.1,9.,2.,0.1,1.3,10.7
25,"Johnson, Kerryon","DET","CHI","RB",10.1,50.,0.4,0.4,0.,0.,0.,0.,0.,3.,0.5,2.5,19.,0.1,0.1,0.,0.,1.,0.1,1.1,9.8
26,"Carson, Chris","SEA","MIN","RB",13.3,58.,0.4,0.4,0.,0.,0.,0.,0.,2.,0.2,1.6,12.,0.1,0.1,0.,0.,0.,0.1,1.4,9.7
27,"Freeman, Devonta","ATL","NOS","RB",11.4,53.,0.3,0.2,0.,0.,0.1,0.,0.,3.1,0.5,2.2,17.,0.1,0.1,0.,0.,0.,0.1,1.5,9.7
28,"Barber, Peyton","TBB","@JAC","RB",16.9,62.,0.4,0.4,0.,0.,0.,0.,0.,2.4,0.3,1.7,9.,0.,0.,0.,0.,0.,0.1,2.,9.6
29,"Coleman, Tevin","SFO","@BAL","RB",10.4,54.,0.3,0.1,0.,0.1,0.,0.1,0.,2.5,0.5,1.9,17.,0.1,0.1,0.,0.,0.,0.,1.2,9.4
