Rank,Player,Team,Opp,Position,XP,XPA,FG,Att,10-19,20-29,30-39,40-49,50+,Miss,Pts
1,"Tucker, Justin",BAL,@GBP,K,1.7,1.7,2.3,2.5,0.,0.4,0.6,0.7,0.5,0.2,9.6
2,"Bailey, Dan",DAL,PHI,K,2.6,2.6,1.9,2.1,0.,0.5,0.6,0.4,0.3,0.2,8.6
3,"McManus, Brandon",DEN,CIN,K,2.1,2.2,2.1,2.4,0.,0.7,0.7,0.4,0.2,0.3,8.4
4,"Prater, Matt",DET,@CHI,K,2.,2.1,1.8,2.1,0.,0.4,0.4,0.5,0.5,0.2,8.3
5,"Hauschka, Steven",BUF,@LAC,K,2.2,2.7,1.9,2.1,0.,0.7,0.7,0.5,0.1,0.2,8.
6,"Gostkowski, Stephen",NEP,@OAK,K,2.6,2.8,1.8,2.,0.,0.4,0.6,0.7,0.1,0.2,8.
7,"Hopkins, Dustin",WAS,@NOR,K,2.5,2.7,1.8,2.3,0.,0.7,0.6,0.4,0.2,0.4,7.4
8,"Bryant, Matt",ATL,@SEA,K,3.,3.1,1.5,1.7,0.,0.5,0.4,0.3,0.2,0.2,7.4
9,"Forbath, Kai",MIN,LAR,K,1.9,2.2,1.7,1.9,0.,0.5,0.6,0.5,0.2,0.2,7.4
10,"Lutz, Wil",NOR,WAS,K,2.9,3.,1.6,1.9,0.1,0.4,0.6,0.4,0.1,0.4,7.2
11,"Sturgis, Caleb",PHI,@DAL,K,2.,2.1,1.8,2.1,0.,0.5,0.6,0.4,0.2,0.3,7.1
12,"Rosas, Aldrick",NYG,KCC,K,2.5,2.7,1.4,1.5,0.,0.4,0.5,0.5,0.,0.1,7.1
13,"Crosby, Mason",GBP,BAL,K,2.7,2.8,1.4,1.7,0.,0.4,0.5,0.2,0.2,0.2,6.9
14,"Koo, Younghoe",LAC,BUF,K,2.4,2.6,1.6,2.,0.,0.4,0.7,0.5,0.1,0.4,6.9
15,"Boswell, Chris",PIT,TEN,K,1.7,1.7,1.7,1.8,0.,0.3,0.6,0.6,0.,0.2,6.8
16,"Fairbairn, Ka'imi",HOU,ARZ,K,1.6,1.8,1.8,2.1,0.1,0.6,0.6,0.4,0.1,0.4,6.5
17,"Walsh, Blair",SEA,ATL,K,1.8,2.,1.6,1.9,0.,0.4,0.6,0.4,0.2,0.3,6.3
18,"Folk, Nick",TBB,@MIA,K,1.7,1.8,1.6,2.,0.,0.6,0.7,0.2,0.1,0.4,5.9
19,"Myers, Jason",JAC,@CLE,K,1.6,1.9,1.4,1.9,0.,0.4,0.3,0.5,0.3,0.4,5.8
20,"Bullock, Randy",CIN,@DEN,K,1.9,2.1,1.5,1.9,0.,0.7,0.4,0.4,0.,0.4,5.8
21,"Succop, Ryan",TEN,@PIT,K,1.9,2.,1.1,1.2,0.,0.2,0.3,0.4,0.1,0.1,5.6
22,"Santos, Cairo",KCC,@NYG,K,1.8,1.9,1.4,1.7,0.,0.3,0.6,0.3,0.1,0.3,5.5
23,"Gonzalez, Zane",CLE,JAC,K,1.4,1.5,1.4,1.7,0.,0.5,0.5,0.4,0.,0.3,5.4
24,"Janikowski, Sebastian",OAK,NEP,K,1.9,2.,1.3,1.6,0.,0.4,0.3,0.4,0.1,0.4,5.2
25,"Barth, Connor",CHI,DET,K,1.9,2.,1.2,1.5,0.,0.5,0.4,0.2,0.1,0.4,4.7
26,"Dawson, Phil",ARZ,@HOU,K,2.1,2.2,1.,1.4,0.,0.2,0.3,0.4,0.1,0.4,4.7
27,"Zuerlein, Greg",LAR,@MIN,K,1.6,1.6,1.2,1.5,0.,0.2,0.6,0.2,0.1,0.3,4.6
28,"Parkey, Cody",MIA,TBB,K,1.7,1.7,1.,1.4,0.,0.4,0.4,0.2,0.,0.4,3.9
