Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Pts
1,"Watt, J.J.",HOU,ARZ,DL,3.1,1.6,0.9,0.3,0.,0.1,0.1,0.,5.4
2,"Edwards, Mario",OAK,NEP,DL,3.7,0.9,0.4,0.1,0.,0.2,0.1,0.,5.1
3,"Bosa, Joey",LAC,BUF,DL,3.3,1.,0.8,0.2,0.,0.,0.,0.,4.8
4,"Lawrence, Demarcus",DAL,PHI,DL,2.9,0.9,1.,0.1,0.,0.3,0.1,0.,4.8
5,"Dunlap, Carlos",CIN,@DEN,DL,2.3,1.4,0.7,0.7,0.,0.2,0.,0.,4.6
6,"Hunter, Danielle",MIN,LAR,DL,2.6,1.5,0.9,0.1,0.,0.1,0.1,0.,4.5
7,"Bryant, Armonty",DET,@CHI,DL,3.,0.9,0.7,0.1,0.,0.1,0.1,0.,4.4
8,"Wake, Cameron",MIA,TBB,DL,2.3,0.8,0.7,0.3,0.1,0.3,0.,0.,4.2
9,"Vernon, Olivier",NYG,KCC,DL,2.8,1.1,0.6,0.,0.,0.,0.,0.,4.2
10,"Suh, Ndamukong",MIA,TBB,DL,2.6,1.5,0.4,0.3,0.,0.,0.,0.,4.1
11,"Campbell, Calais",JAC,@CLE,DL,2.4,1.,0.6,0.3,0.,0.1,0.1,0.,4.1
12,"Griffen, Everson",MIN,LAR,DL,2.4,0.9,0.8,0.1,0.,0.1,0.1,0.,3.9
13,"Pierre-Paul, Jason",NYG,KCC,DL,2.3,1.1,0.3,0.5,0.,0.1,0.1,0.,3.9
14,"Nkemdiche, Robert",ARZ,@HOU,DL,2.4,0.9,0.5,0.2,0.,0.1,0.1,0.,3.8
15,"Hughes, Jerry",BUF,@LAC,DL,2.6,1.,0.4,0.1,0.,0.,0.,0.,3.7
16,"Joseph, Linval",MIN,LAR,DL,2.5,1.8,0.2,0.,0.,0.1,0.,0.,3.7
17,"Atkins, Geno",CIN,@DEN,DL,2.3,1.,0.9,0.,0.,0.,0.,0.,3.7
18,"Jordan, Cameron",NOR,WAS,DL,2.3,1.,0.5,0.4,0.,0.,0.,0.,3.7
19,"Hicks, Akiem",CHI,DET,DL,2.3,1.2,0.5,0.2,0.,0.1,0.1,0.,3.6
20,"Heyward, Cameron",PIT,TEN,DL,2.3,1.1,0.5,0.2,0.,0.,0.,0.,3.5
21,"Richardson, Sheldon",SEA,ATL,DL,2.3,1.7,0.2,0.1,0.,0.,0.,0.,3.5
22,"McCoy, Gerald",TBB,@MIA,DL,2.2,0.8,0.6,0.2,0.,0.1,0.,0.,3.4
23,"Gholston, William",TBB,@MIA,DL,2.7,0.9,0.3,0.,0.,0.,0.,0.,3.4
24,"Clayborn, Adrian",ATL,@SEA,DL,2.3,0.6,0.6,0.1,0.,0.1,0.1,0.,3.4
25,"Cox, Fletcher",PHI,@DAL,DL,2.1,1.2,0.4,0.2,0.,0.1,0.1,0.,3.4
26,"Allen, Jonathan",WAS,@NOR,DL,2.2,1.,0.5,0.1,0.,0.1,0.,0.,3.4
27,"Garrett, Myles",CLE,JAC,DL,2.3,1.4,0.2,0.1,0.,0.,0.,0.,3.4
28,"Graham, Brandon",PHI,@DAL,DL,2.4,1.2,0.3,0.1,0.,0.,0.,0.,3.4
29,"Casey, Jurrell",TEN,@PIT,DL,2.1,1.1,0.4,0.3,0.,0.,0.,0.,3.3
30,"Spence, Noah",TBB,@MIA,DL,1.9,1.,0.6,0.1,0.,0.2,0.,0.,3.3
31,"Branch, Andre",MIA,TBB,DL,2.,1.4,0.3,0.2,0.,0.1,0.,0.,3.2
32,"Clark, Frank",SEA,ATL,DL,1.7,1.,0.7,0.,0.,0.2,0.1,0.,3.1
33,"Flowers, Trey",NEP,@OAK,DL,1.7,1.6,0.4,0.2,0.,0.,0.,0.,3.1
34,"Ansah, Ezekiel",DET,@CHI,DL,2.,0.9,0.5,0.,0.,0.1,0.1,0.,3.1
35,"Johnson, Michael",CIN,@DEN,DL,2.1,0.9,0.3,0.2,0.,0.1,0.,0.,3.
36,"Hayes, William",MIA,TBB,DL,2.1,0.8,0.4,0.,0.,0.,0.,0.,3.
37,"Wolfe, Derek",DEN,CIN,DL,2.1,0.6,0.3,0.2,0.,0.,0.,0.,3.
38,"Harrison, Damon",NYG,KCC,DL,2.2,1.2,0.1,0.,0.,0.,0.,0.,2.9
39,"Tuitt, Stephon",PIT,TEN,DL,1.9,0.9,0.2,0.2,0.,0.,0.,0.,2.9
40,"Allen, Beau",PHI,@DAL,DL,2.1,1.,0.2,0.,0.,0.1,0.1,0.,2.9
41,"Ayers, Robert",TBB,@MIA,DL,1.9,0.7,0.5,0.1,0.,0.,0.,0.,2.9
42,"Donald, Aaron",LAR,@MIN,DL,1.8,0.8,0.4,0.2,0.,0.1,0.,0.,2.9
43,"Daniels, Mike",GBP,BAL,DL,2.,0.9,0.2,0.1,0.,0.,0.,0.,2.9
44,"Williams, Brandon",BAL,@GBP,DL,2.1,1.1,0.1,0.1,0.,0.,0.,0.,2.8
45,"Rankins, Sheldon",NOR,WAS,DL,1.7,1.,0.4,0.1,0.,0.1,0.,0.,2.8
46,"Bennett, Michael",SEA,ATL,DL,1.7,0.8,0.4,0.1,0.,0.1,0.,0.,2.7
47,"Robinson, A'Shawn",DET,@CHI,DL,1.8,0.6,0.2,0.4,0.,0.,0.,0.,2.7
48,"Urban, Brent",BAL,@GBP,DL,1.7,1.1,0.2,0.1,0.,0.,0.,0.,2.7
49,"Dareus, Marcell",BUF,@LAC,DL,1.9,1.2,0.1,0.,0.,0.,0.,0.,2.7
50,"Jackson, Malik",JAC,@CLE,DL,1.7,0.4,0.4,0.3,0.,0.,0.,0.,2.6
51,"Brown, Malcolm",NEP,@OAK,DL,1.6,1.5,0.3,0.,0.,0.,0.,0.,2.6
52,"Brockers, Michael",LAR,@MIN,DL,1.7,0.6,0.2,0.3,0.,0.,0.,0.,2.6
53,"Jones, Chris",KCC,@NYG,DL,1.7,0.5,0.2,0.4,0.,0.1,0.,0.,2.5
54,"Ingram, Melvin",LAC,BUF,DL,1.6,1.1,0.3,0.,0.,0.,0.,0.,2.5
55,"Ward, Jihad",OAK,NEP,DL,1.9,0.7,0.1,0.2,0.,0.,0.,0.,2.5
56,"Avril, Cliff",SEA,ATL,DL,1.3,0.8,0.5,0.1,0.,0.2,0.,0.,2.5
57,"Reed, Brooks",ATL,@SEA,DL,1.8,0.6,0.3,0.,0.,0.1,0.,0.,2.5
58,"Meder, Jamie",CLE,JAC,DL,1.7,1.3,0.1,0.,0.,0.,0.,0.,2.4
59,"Charlton, Taco",DAL,PHI,DL,1.4,1.1,0.2,0.,0.,0.1,0.1,0.,2.4
60,"Williams, Kyle",BUF,@LAC,DL,1.7,1.,0.2,0.,0.,0.,0.,0.,2.4
61,"Wise, Deatrich",NEP,@OAK,DL,1.4,1.3,0.2,0.,0.,0.1,0.,0.,2.4
62,"Ogbah, Emmanuel",CLE,JAC,DL,1.7,1.,0.1,0.,0.,0.,0.,0.,2.4
63,"Liuget, Corey",LAC,BUF,DL,1.8,0.5,0.,0.2,0.,0.,0.,0.,2.3
64,"Fairley, Nick",NOR,WAS,DL,1.6,0.8,0.3,0.,0.,0.,0.,0.,2.3
65,"Washington, Cornelius",DET,@CHI,DL,1.7,0.8,0.1,0.1,0.,0.1,0.,0.,2.3
66,"Ngakoue, Yannick",JAC,@CLE,DL,1.3,0.3,0.4,0.1,0.,0.2,0.,0.,2.3
67,"Jarrett, Grady",ATL,@SEA,DL,1.1,1.7,0.3,0.,0.,0.,0.,0.,2.3
68,"Irving, David",DAL,PHI,DL,1.2,0.8,0.2,0.2,0.,0.2,0.,0.,2.2
69,"Shelton, Danny",CLE,JAC,DL,1.5,1.2,0.1,0.,0.,0.,0.,0.,2.2
70,"Branch, Alan",NEP,@OAK,DL,1.2,1.1,0.1,0.2,0.,0.,0.,0.,2.1
71,"Crick, Jared",DEN,CIN,DL,1.3,0.9,0.1,0.3,0.,0.,0.,0.,2.1
72,"Jordan, Dion",SEA,ATL,DL,1.3,0.7,0.3,0.,0.,0.1,0.,0.,2.1
73,"Ngata, Haloti",DET,@CHI,DL,1.2,1.,0.1,0.2,0.,0.,0.,0.,2.1
74,"Mauro, Josh",ARZ,@HOU,DL,1.6,0.8,0.,0.,0.,0.,0.,0.,2.1
75,"Westbrooks, Ethan",LAR,@MIN,DL,1.6,0.4,0.2,0.,0.,0.,0.,0.,2.1
76,"Attaochu, Jeremiah",LAC,BUF,DL,1.6,0.3,0.3,0.,0.,0.,0.,0.,2.
77,"Pierce, Michael",BAL,@GBP,DL,1.4,1.1,0.1,0.,0.,0.,0.,0.,2.
78,"Barnett, Derek",PHI,@DAL,DL,1.3,0.8,0.2,0.1,0.,0.,0.,0.,2.
79,"Crawford, Tyrone",DAL,PHI,DL,1.2,0.8,0.4,0.,0.,0.,0.,0.,2.
80,"Wynn, Kerry",NYG,KCC,DL,1.1,1.,0.2,0.1,0.,0.,0.,0.,1.9
81,"Mebane, Brandon",LAC,BUF,DL,1.4,0.4,0.1,0.1,0.1,0.,0.,0.,1.9
82,"Collins, Maliek",DAL,PHI,DL,1.2,0.7,0.2,0.,0.,0.1,0.,0.,1.9
83,"Floyd, Sharrif",MIN,LAR,DL,1.2,1.1,0.2,0.,0.,0.,0.,0.,1.9
84,"Unrein, Mitch",CHI,DET,DL,1.3,0.9,0.1,0.,0.,0.,0.,0.,1.9
85,"Clark, Kenny",GBP,BAL,DL,1.3,0.7,0.,0.2,0.,0.,0.,0.,1.9
86,"Long, Chris",PHI,@DAL,DL,1.1,0.7,0.2,0.1,0.,0.1,0.,0.,1.9
87,"Moore, Damontre",DAL,PHI,DL,1.1,0.7,0.2,0.1,0.,0.1,0.1,0.,1.8
88,"Jones, Abry",JAC,@CLE,DL,1.7,0.3,0.,0.,0.,0.,0.,0.,1.8
89,"Lawson, Shaq",BUF,@LAC,DL,1.1,0.9,0.2,0.,0.,0.,0.,0.,1.8
90,"Autry, Denico",OAK,NEP,DL,1.3,0.4,0.2,0.1,0.,0.,0.,0.,1.8
91,"Willis, Jordan",CIN,@DEN,DL,1.,1.,0.2,0.1,0.,0.,0.,0.,1.8
92,"Peters, Corey",ARZ,@HOU,DL,1.2,1.1,0.1,0.,0.,0.,0.,0.,1.8
93,"McKinley, Takkarist",ATL,@SEA,DL,1.2,0.8,0.1,0.,0.,0.,0.,0.,1.7
94,"Robison, Brian",MIN,LAR,DL,0.9,0.5,0.4,0.1,0.,0.1,0.,0.,1.7
95,"Sims, Pat",CIN,@DEN,DL,0.9,1.3,0.1,0.1,0.,0.,0.,0.,1.7
96,"Peko, Domata",DEN,CIN,DL,1.,1.,0.,0.2,0.,0.,0.,0.,1.7
97,"Curry, Vinny",PHI,@DAL,DL,1.2,0.5,0.2,0.,0.,0.,0.,0.,1.7
98,"Fowler, Dante",JAC,@CLE,DL,1.,0.5,0.2,0.2,0.,0.,0.,0.,1.7
99,"Baker, Chris",TBB,@MIA,DL,1.,0.7,0.2,0.1,0.,0.,0.,0.,1.6
100,"Nassib, Carl",CLE,JAC,DL,1.,0.6,0.1,0.2,0.,0.,0.,0.,1.6
101,"Poe, Dontari",ATL,@SEA,DL,1.,0.6,0.1,0.2,0.,0.1,0.,0.,1.6
102,"Bailey, Allen",KCC,@NYG,DL,1.2,0.6,0.1,0.1,0.,0.,0.,0.,1.6
103,"Ellis, Justin",OAK,NEP,DL,1.2,0.5,0.,0.1,0.,0.,0.,0.,1.6
104,"Zettel, Anthony",DET,@CHI,DL,1.3,0.4,0.1,0.,0.,0.,0.,0.,1.6
