Rank,Player,Team,Opp,Position,Rush,Rush Yds,Rush TDs,0-9 RushTDs,10-19 RushTDs,20-29 RushTDs,30-39 RushTDs,40-49 RushTDs,50+ RushTDs,Rec,Rec Yds,Rec TDs,>= 50yds,>= 100yds,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Johnson, David",ARZ,@HOU,RB,16.2,67.,0.8,0.7,0.1,0.,0.,0.,0.,4.5,48.2,0.2,0.2,0.1,0.,3.9,0.2,3.2,17.6
2,"Elliott, Ezekiel",DAL,PHI,RB,17.5,88.,0.7,0.5,0.1,0.,0.,0.,0.1,2.,18.3,0.,0.1,0.,0.,0.7,0.1,2.4,14.7
3,"Bell, Le'Veon",PIT,TEN,RB,16.3,78.,0.5,0.4,0.,0.,0.,0.,0.,3.3,25.3,0.1,0.1,0.1,0.,0.,0.1,2.3,13.6
4,"Gordon, Melvin",LAC,BUF,RB,19.8,74.3,0.4,0.4,0.,0.,0.,0.,0.,3.8,33.,0.1,0.1,0.1,0.,0.,0.3,3.4,13.3
5,"Howard, Jordan",CHI,DET,RB,16.3,82.3,0.5,0.5,0.,0.,0.,0.,0.,1.9,19.2,0.1,0.1,0.,0.,0.,0.1,2.,13.3
6,"McCoy, LeSean",BUF,@LAC,RB,13.4,68.2,0.5,0.3,0.1,0.1,0.,0.,0.,2.8,21.6,0.1,0.1,0.,0.,0.,0.1,3.2,12.5
7,"Freeman, Devonta",ATL,@SEA,RB,12.7,57.5,0.5,0.4,0.,0.,0.,0.,0.,3.4,29.6,0.1,0.1,0.1,0.,0.,0.1,3.8,12.5
8,"Martin, Doug",TBB,@MIA,RB,19.5,78.3,0.4,0.4,0.,0.,0.,0.,0.,2.1,18.1,0.,0.1,0.,0.,0.,0.2,4.3,11.7
9,"Ingram, Mark",NOR,WAS,RB,12.4,61.8,0.4,0.3,0.1,0.,0.,0.,0.,3.1,22.6,0.1,0.1,0.,0.,0.,0.,3.3,11.7
10,"Gillislee, Mike",NEP,@OAK,RB,12.3,55.7,0.8,0.6,0.,0.,0.,0.1,0.,0.9,8.2,0.1,0.,0.,0.,2.2,0.,1.9,11.2
11,"Miller, Lamar",HOU,ARZ,RB,18.9,70.4,0.4,0.3,0.,0.,0.,0.,0.,2.3,13.9,0.,0.1,0.,0.,0.,0.1,1.7,11.1
12,"Ajayi, Jay",MIA,TBB,RB,16.7,72.6,0.4,0.2,0.1,0.,0.,0.,0.,2.2,14.8,0.,0.1,0.,0.,0.,0.,1.4,11.1
13,"Gurley, Todd",LAR,@MIN,RB,16.9,63.4,0.5,0.4,0.,0.,0.,0.,0.,2.3,18.1,0.,0.1,0.,0.,0.3,0.1,2.7,10.9
14,"Fournette, Leonard",JAC,@CLE,RB,10.2,40.9,0.8,0.4,0.1,0.1,0.,0.,0.1,3.,22.8,0.1,0.1,0.,0.,0.,0.1,2.2,10.9
15,"Cook, Dalvin",MIN,LAR,RB,12.8,53.8,0.5,0.3,0.1,0.,0.,0.,0.,2.9,20.,0.1,0.1,0.,0.,0.,0.1,3.4,10.8
16,"Montgomery, Ty",GBP,BAL,RB,11.5,53.3,0.3,0.2,0.,0.,0.,0.1,0.,2.5,19.4,0.3,0.1,0.,0.,3.5,0.1,2.4,10.7
17,"Murray, DeMarco",TEN,@PIT,RB,14.1,58.2,0.4,0.3,0.,0.,0.,0.,0.1,2.5,18.1,0.1,0.1,0.,0.,1.,0.1,2.,10.5
18,"Anderson, C.J.",DEN,CIN,RB,13.3,54.1,0.5,0.3,0.1,0.,0.,0.,0.,2.3,18.9,0.1,0.1,0.,0.,2.2,0.2,1.9,10.3
19,"Abdullah, Ameer",DET,@CHI,RB,12.4,50.9,0.3,0.2,0.1,0.,0.,0.,0.,3.5,28.2,0.1,0.1,0.1,0.,39.5,0.1,2.2,10.2
20,"Crowell, Isaiah",CLE,JAC,RB,13.6,59.6,0.4,0.3,0.1,0.,0.,0.,0.,2.4,19.,0.,0.1,0.,0.,0.,0.1,2.6,10.
21,"Hunt, Kareem",KCC,@NYG,RB,12.3,53.2,0.3,0.2,0.,0.,0.,0.,0.,1.9,18.9,0.2,0.1,0.,0.,0.3,0.1,3.2,10.
22,"Lynch, Marshawn",OAK,NEP,RB,10.1,45.4,0.6,0.4,0.,0.2,0.,0.,0.,2.1,17.8,0.,0.1,0.,0.8,0.,0.,1.9,9.9
23,"Mixon, Joe",CIN,@DEN,RB,18.6,57.6,0.5,0.5,0.,0.,0.,0.,0.,1.2,9.8,0.,0.,0.,0.,4.7,0.1,3.,9.7
24,"Blount, LeGarrette",PHI,@DAL,RB,11.1,44.1,0.7,0.6,0.,0.,0.,0.1,0.,0.9,7.1,0.,0.,0.,1.6,0.,0.1,1.8,9.2
25,"Kelley, Rob",WAS,@NOR,RB,12.,50.,0.4,0.2,0.,0.1,0.,0.,0.,1.8,15.3,0.,0.1,0.,0.,0.,0.,2.,8.8
26,"Woodhead, Danny",BAL,@GBP,RB,9.9,42.3,0.1,0.,0.,0.,0.,0.,0.,3.9,38.4,0.,0.1,0.,0.,0.,0.,0.5,8.6
27,"West, Terrance",BAL,@GBP,RB,11.5,45.5,0.3,0.2,0.1,0.,0.,0.,0.,2.7,18.,0.1,0.1,0.,0.,0.,0.,1.4,8.5
28,"Coleman, Tevin",ATL,@SEA,RB,8.7,39.5,0.3,0.2,0.,0.,0.,0.,0.1,1.,7.5,0.3,0.1,0.,0.,0.,0.1,2.1,8.2
29,"Henry, Derrick",TEN,@PIT,RB,10.1,43.6,0.5,0.4,0.1,0.,0.,0.,0.,1.3,11.3,0.,0.,0.,1.5,3.9,0.,2.1,8.1
