Rank,Player,Team,Opp,Position,Att,Comp,Pass Yds,Pass TDs,0-9 PassTDs,10-19 PassTDs,20-29 PassTDs,30-39 PassTDs,40-49 PassTDs,50+ PassTDs,Int,Sacked,Rush,Rush Yds,Rush TDs,Fum Lost,Scoring Opps,Pts
29,"Goff, Jared",LAR,@MIN,QB,32.8,18.3,186.,0.7,0.3,0.2,0.1,0.,0.1,0.1,1.1,3.2,1.6,2.8,0.1,0.2,4.2,11.6
30,"Fitzpatrick, Ryan",TBB,@MIA,QB,9.,4.8,56.7,0.2,0.1,0.1,0.,0.,0.,0.,0.5,0.3,0.7,2.9,0.,0.,1.1,3.6
31,"Kessler, Cody",CLE,JAC,QB,7.1,4.3,49.9,0.2,0.,0.1,0.,0.,0.,0.,0.2,1.,0.6,1.,0.,0.,1.,3.
32,"Keenum, Case",MIN,LAR,QB,7.5,4.4,47.,0.1,0.,0.1,0.,0.,0.,0.,0.2,0.4,0.6,0.5,0.,0.,0.6,2.8
33,"Moore, Matt",MIA,TBB,QB,6.9,4.6,56.8,0.2,0.2,0.,0.,0.,0.,0.,0.2,0.9,0.2,0.3,0.,0.3,0.7,2.7
34,"Bridgewater, Teddy",MIN,LAR,QB,5.6,3.7,38.2,0.1,0.,0.,0.,0.,0.,0.,0.1,0.6,0.8,1.2,0.,0.,1.2,2.4
35,"Foles, Nick",PHI,@DAL,QB,6.5,4.1,40.1,0.1,0.,0.,0.,0.,0.,0.,0.3,0.2,0.2,0.2,0.,0.,2.4,2.1
36,"McCarron, AJ",CIN,@DEN,QB,3.3,2.2,27.6,0.2,0.1,0.,0.,0.,0.,0.1,0.3,0.4,0.6,0.8,0.,0.,0.5,2.
37,"Cassel, Matt",TEN,@PIT,QB,5.2,2.8,27.4,0.2,0.,0.1,0.,0.,0.,0.,0.4,0.6,0.4,0.9,0.,0.,0.9,1.9
38,"Watson, Deshaun",HOU,ARZ,QB,5.2,2.8,28.,0.,0.,0.,0.,0.,0.,0.,0.4,0.4,0.2,1.2,0.,0.,0.8,1.1
39,"Smith, Geno",NYG,KCC,QB,0.7,0.5,6.5,0.1,0.,0.,0.,0.,0.,0.1,0.,0.2,0.1,0.5,0.,0.,0.1,0.8
40,"Osweiler, Brock",DEN,CIN,QB,1.7,1.,9.7,0.,0.,0.,0.,0.,0.,0.,0.1,0.1,0.1,0.4,0.,0.,0.2,0.7
41,"Rush, Cooper",DAL,PHI,QB,2.1,1.2,11.7,0.,0.,0.,0.,0.,0.,0.,0.1,0.,0.5,1.4,0.,0.,0.4,0.7
42,"Trubisky, Mitchell",CHI,DET,QB,3.1,1.7,18.2,0.,0.,0.,0.,0.,0.,0.,0.2,0.1,0.1,-0.1,0.,0.,0.,0.7
43,"Jones, Landry",PIT,TEN,QB,2.2,1.1,15.,0.1,0.,0.,0.,0.,0.,0.,0.3,0.2,0.6,0.2,0.,0.,0.6,0.6
44,"Manuel, E.J.",OAK,NEP,QB,2.3,1.,10.8,0.,0.,0.,0.,0.,0.,0.,0.,0.2,0.9,1.9,0.,0.1,0.1,0.6
45,"Davis, Austin",SEA,ATL,QB,1.,0.7,8.3,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.5,0.6,0.,0.,0.1,0.5
46,"McCoy, Colt",WAS,@NOR,QB,0.6,0.4,5.1,0.1,0.,0.,0.,0.,0.,0.1,0.,0.,0.1,-0.1,0.,0.,0.1,0.4
47,"Gabbert, Blaine",ARZ,@HOU,QB,0.7,0.4,4.3,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.1,0.5,0.,0.,0.,0.3
48,"Peterman, Nathan",BUF,@LAC,QB,1.8,0.8,7.6,0.,0.,0.,0.,0.,0.,0.,0.,0.2,0.6,1.3,0.,0.1,0.1,0.3
49,"Mallett, Ryan",BAL,@GBP,QB,1.6,0.9,8.1,0.,0.,0.,0.,0.,0.,0.,0.1,0.,0.7,-0.8,0.,0.,0.1,0.2
50,"Schaub, Matt",ATL,@SEA,QB,0.8,0.3,3.3,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.3,-0.2,0.,0.,0.1,0.2
51,"Mannion, Sean",LAR,@MIN,QB,2.3,1.4,8.2,0.,0.,0.,0.,0.,0.,0.,0.2,0.,0.2,-0.2,0.,0.,0.4,0.2
52,"Hundley, Brett",GBP,BAL,QB,1.2,0.2,1.8,0.,0.,0.,0.,0.,0.,0.,0.1,0.,0.5,1.1,0.,0.,0.,0.1
53,"Stanton, Drew",ARZ,@HOU,QB,3.2,1.4,12.4,0.,0.,0.,0.,0.,0.,0.,0.5,0.1,0.9,-0.9,0.,0.,0.3,0.1
54,"Hogan, Kevin",CLE,JAC,QB,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.3,0.3,0.,0.,0.,0.
55,"Sanchez, Mark",CHI,DET,QB,0.,0.,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
56,"Daniel, Chase",NOR,WAS,QB,0.1,0.1,0.3,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.2,-0.2,0.,0.,0.,0.
57,"Jones, Cardale",LAC,BUF,QB,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,-0.1,0.,0.,0.,0.
58,"Mahomes, Patrick",KCC,@NYG,QB,0.1,0.1,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.2,-0.2,0.,0.,0.,0.
59,"Garoppolo, Jimmy",NEP,@OAK,QB,0.6,0.2,0.9,0.,0.,0.,0.,0.,0.,0.,0.,0.2,0.7,-0.7,0.,0.,0.2,0.
60,"Henne, Chad",JAC,@CLE,QB,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.3,-0.5,0.,0.,0.,-0.1
