Rank,Player,Team,Opp,Position,Att,Comp,Pass Yds,Pass TDs,0-9 PassTDs,10-19 PassTDs,20-29 PassTDs,30-39 PassTDs,40-49 PassTDs,50+ PassTDs,Int,Sacked,Rush,Rush Yds,Rush TDs,Fum Lost,Scoring Opps,Pts
1,"Rodgers, Aaron",GBP,BAL,QB,41.,25.5,289.9,2.5,1.3,0.5,0.3,0.2,0.1,0.1,0.5,2.5,3.4,19.4,0.1,0.2,8.6,26.6
2,"Brady, Tom",NEP,@OAK,QB,40.2,25.8,308.5,2.2,0.9,0.8,0.1,0.2,0.,0.3,0.4,1.8,2.4,5.3,0.1,0.,8.5,25.2
3,"Brees, Drew",NOR,WAS,QB,42.4,28.6,328.2,2.2,1.,0.5,0.2,0.1,0.1,0.3,0.7,1.6,1.3,0.8,0.1,0.2,7.7,24.8
4,"Cousins, Kirk",WAS,@NOR,QB,39.6,26.8,317.2,1.8,0.7,0.4,0.2,0.1,0.1,0.2,0.6,1.5,1.8,4.7,0.4,0.2,9.4,24.7
5,"Wilson, Russell",SEA,ATL,QB,33.,21.4,259.8,1.8,0.7,0.4,0.2,0.3,0.2,0.1,0.8,2.6,5.,23.6,0.1,0.1,6.1,22.2
6,"Ryan, Matt",ATL,@SEA,QB,32.8,22.2,285.8,2.,1.1,0.4,0.1,0.1,0.1,0.2,0.6,2.4,2.3,5.7,0.,0.2,8.1,22.
7,"Winston, Jameis",TBB,@MIA,QB,37.7,22.5,278.8,1.7,0.6,0.5,0.2,0.1,0.2,0.,1.1,2.,3.3,12.4,0.2,0.3,8.6,21.8
8,"Stafford, Matthew",DET,@CHI,QB,38.4,25.1,274.1,1.6,1.,0.3,0.2,0.1,0.,0.1,0.6,2.4,2.4,10.9,0.1,0.1,7.5,21.2
9,"Bortles, Blake",JAC,@CLE,QB,38.4,22.5,254.2,1.7,0.8,0.5,0.2,0.1,0.1,0.1,0.9,2.1,3.1,18.9,0.2,0.3,7.7,21.
10,"Prescott, Dak",DAL,PHI,QB,30.6,20.5,239.9,1.6,0.7,0.3,0.3,0.1,0.1,0.1,0.4,1.6,3.3,16.5,0.3,0.2,4.5,21.
11,"Roethlisberger, Ben",PIT,TEN,QB,37.3,24.4,287.1,1.8,0.7,0.2,0.5,0.2,0.,0.2,1.3,1.7,1.2,1.4,0.,0.1,6.5,20.9
12,"Bradford, Sam",MIN,LAR,QB,42.6,28.8,302.1,1.5,0.8,0.3,0.3,0.,0.,0.1,0.3,2.,1.2,4.1,0.,0.3,5.1,20.7
13,"Rivers, Philip",LAC,BUF,QB,37.5,23.4,277.3,2.,0.8,0.6,0.2,0.1,0.2,0.2,1.2,2.3,1.,2.,0.,0.2,7.7,20.4
14,"Mariota, Marcus",TEN,@PIT,QB,31.7,19.3,236.3,1.7,0.9,0.3,0.1,0.2,0.,0.1,0.7,2.4,3.9,22.9,0.1,0.4,6.9,20.2
15,"Carr, Derek",OAK,NEP,QB,36.5,22.6,254.4,1.9,0.7,0.5,0.3,0.3,0.,0.2,1.,2.2,2.6,6.4,0.,0.2,8.9,20.1
16,"Wentz, Carson",PHI,@DAL,QB,44.5,28.,277.5,1.2,0.6,0.2,0.1,0.1,0.1,0.1,1.,2.2,2.9,10.1,0.1,0.2,5.3,19.3
17,"Palmer, Carson",ARZ,@HOU,QB,33.5,20.6,254.6,1.7,0.9,0.3,0.2,0.1,0.1,0.1,0.9,2.4,1.1,1.8,0.,0.2,7.5,18.5
18,"Dalton, Andy",CIN,@DEN,QB,30.2,19.6,227.5,1.3,0.5,0.4,0.1,0.,0.1,0.1,0.6,2.6,4.1,13.9,0.2,0.2,6.7,18.
19,"Smith, Alex",KCC,@NYG,QB,29.8,19.8,213.,1.1,0.4,0.3,0.,0.1,0.1,0.1,0.5,1.9,4.2,20.6,0.2,0.1,6.6,17.9
20,"Taylor, Tyrod",BUF,@LAC,QB,25.2,15.8,185.6,1.1,0.3,0.2,0.2,0.1,0.1,0.1,0.5,2.9,4.8,27.3,0.3,0.1,5.9,17.7
21,"Manning, Eli",NYG,KCC,QB,35.8,22.3,245.8,1.7,0.6,0.4,0.2,0.1,0.1,0.2,1.1,1.6,1.5,2.1,0.,0.3,7.3,17.6
22,"Kizer, DeShone",CLE,JAC,QB,35.6,21.4,234.9,1.,0.4,0.3,0.1,0.1,0.,0.1,0.7,3.2,3.4,20.4,0.2,0.4,7.2,17.4
23,"Cutler, Jay",MIA,TBB,QB,29.1,18.7,224.8,1.7,0.6,0.3,0.3,0.1,0.,0.3,1.2,2.3,1.8,7.9,0.,0.2,3.1,17.3
24,"Savage, Tom",HOU,ARZ,QB,39.6,23.5,237.5,1.,0.4,0.3,0.2,0.,0.1,0.,0.8,1.8,2.5,8.8,0.2,0.2,4.6,16.8
25,"Flacco, Joe",BAL,@GBP,QB,37.,24.,242.5,1.2,0.5,0.3,0.1,0.1,0.,0.1,1.1,2.,1.,2.4,0.1,0.2,7.,16.6
26,"Glennon, Mike",CHI,DET,QB,30.5,19.3,229.,1.2,0.6,0.2,0.2,0.1,0.,0.1,1.,1.7,1.6,5.1,0.,0.3,6.6,15.6
27,"Lynch, Paxton",DEN,CIN,QB,31.6,18.9,220.4,1.,0.6,0.1,0.,0.1,0.1,0.2,0.9,2.6,2.3,4.4,0.,0.1,4.7,14.5
28,"Siemian, Trevor",DEN,CIN,QB,29.4,17.5,205.5,1.,0.5,0.1,0.,0.1,0.1,0.2,0.9,2.7,2.2,4.4,0.,0.2,4.,13.5
