Rank,Player,Team,Opp,Position,GAMES_WON,GAMES_LOST,POINTS_SCORED,POINTS_DIFF,Pts
1,"Zimmer, Mike",MIN,LAR,HC,1.,0.,35.,21.,27.8
2,"Belichick, Bill",NEP,@OAK,HC,1.,0.,35.,12.,25.1
3,"Koetter, Dirk",TBB,@MIA,HC,1.,0.,28.,8.,20.4
4,"Tomlin, Mike",PIT,TEN,HC,1.,0.,28.,8.,20.4
5,"Rivera, Ron",CAR,Bye,HC,1.,0.,28.,7.,20.1
6,"Payton, Sean",NOR,WAS,HC,1.,0.,29.,4.,19.7
7,"McCarthy, Mike",GBP,BAL,HC,1.,0.,28.,5.,19.5
8,"Caldwell, Jim",DET,@CHI,HC,1.,0.,25.,7.,18.6
9,"Quinn, Dan",ATL,@SEA,HC,1.,0.,28.,1.,18.3
10,"O'Brien, Bill",HOU,ARZ,HC,1.,0.,25.,5.,18.
11,"Garrett, Jason",DAL,PHI,HC,1.,0.,24.,4.,17.2
12,"McAdoo, Ben",NYG,KCC,HC,1.,0.,20.,1.,14.3
13,"Gruden, Jay",WAS,@NOR,HC,0.,1.,27.,-2.,12.9
14,"Pagano, Chuck",IND,Bye,HC,0.,1.,23.,-1.,11.2
15,"Jackson, Hue",CLE,JAC,HC,0.,1.,23.,-4.,10.3
16,"Fox, John",CHI,DET,HC,0.,1.,21.,-4.,9.3
17,"Arians, Bruce",ARZ,@HOU,HC,0.,1.,20.,-3.,9.1
18,"Pederson, Doug",PHI,@DAL,HC,0.,1.,20.,-4.,8.8
19,"Lewis, Marvin",CIN,@DEN,HC,0.,1.,19.,-4.,8.3
20,"Reid, Andy",KCC,@NYG,HC,0.,1.,19.,-5.,8.
21,"Harbaugh, John",BAL,@GBP,HC,0.,1.,21.,-9.,7.8
22,"Carroll, Pete",SEA,ATL,HC,0.,1.,21.,-9.,7.8
23,"Campbell, Dan",MIA,TBB,HC,0.,1.,21.,-14.,6.3
24,"Mularkey, Mike",TEN,@PIT,HC,0.,1.,18.,-10.,6.
25,"Del Rio, Jack",OAK,NEP,HC,0.,1.,20.,-15.,5.5
26,"Bowles, Todd",NYJ,Bye,HC,0.,1.,17.,-18.,3.1
27,"McVay, Sean",LAR,@MIN,HC,0.,1.,13.,-22.,-0.1
