Rank,Player,Team,Opp,Position,Tgt,RZTgt,Rec,Rec Yds,Rec TDs,0-9 RecTDs,10-19 RecTDs,20-29 RecTDs,30-39 RecTDs,40-49 RecTDs,50+ RecTDs,Rush Yds,Rush TDs,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Brown, Antonio",PIT,TEN,WR,13.1,2.4,8.2,110.2,0.8,0.3,0.1,0.3,0.1,0.,0.1,1.5,0.,9.9,2.5,0.,2.4,16.
2,"Nelson, Jordy",GBP,BAL,WR,9.6,2.2,5.7,70.6,0.7,0.5,0.1,0.1,0.1,0.,0.,2.6,0.1,0.,0.9,0.,1.9,12.2
3,"Bryant, Dez",DAL,PHI,WR,9.5,2.3,4.7,71.3,0.7,0.2,0.3,0.1,0.,0.1,0.,0.,0.,0.3,0.,0.1,2.5,11.5
4,"Evans, Mike",TBB,@MIA,WR,11.4,2.3,5.6,82.8,0.5,0.2,0.1,0.1,0.1,0.1,0.,0.,0.,0.,0.,0.,2.2,11.4
5,"Jones, Julio",ATL,@SEA,WR,9.,1.4,5.8,89.9,0.4,0.2,0.,0.,0.,0.,0.1,0.,0.,0.,0.,0.,1.6,11.4
6,"Pryor, Terrelle",WAS,@NOR,WR,10.3,1.1,5.9,87.4,0.4,0.1,0.1,0.,0.,0.,0.1,0.2,0.,1.5,0.,0.,0.9,11.1
7,"Robinson, Allen",JAC,@CLE,WR,10.4,2.1,4.9,72.2,0.5,0.3,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.9,10.6
8,"Allen, Keenan",LAC,BUF,WR,7.5,1.7,5.2,69.9,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.,0.,0.5,0.8,0.,1.9,10.
9,"Green, A.J.",CIN,@DEN,WR,8.1,1.6,5.,70.2,0.4,0.1,0.1,0.,0.,0.,0.1,0.4,0.,0.,0.,0.,1.6,9.5
10,"Adams, Davante",GBP,BAL,WR,6.4,1.3,4.2,56.8,0.6,0.3,0.1,0.2,0.,0.,0.1,0.4,0.,1.4,0.,0.,1.,9.5
11,"Baldwin, Doug",SEA,ATL,WR,7.,1.2,5.,61.1,0.5,0.2,0.2,0.1,0.1,0.,0.,0.5,0.,0.,0.,0.,1.2,9.4
12,"Maclin, Jeremy",BAL,@GBP,WR,8.3,1.1,5.1,67.6,0.4,0.1,0.2,0.,0.1,0.,0.1,0.2,0.,0.,0.,0.,0.7,9.3
13,"Bryant, Martavis",PIT,TEN,WR,8.4,2.4,4.7,59.8,0.4,0.1,0.2,0.,0.1,0.,0.,3.1,0.,1.3,0.6,0.,2.2,9.1
14,"Crabtree, Michael",OAK,NEP,WR,10.2,2.6,5.6,62.6,0.5,0.2,0.1,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,2.4,9.1
15,"White, Kevin",CHI,DET,WR,8.4,1.5,5.1,68.5,0.4,0.1,0.1,0.1,0.1,0.,0.,0.8,0.,1.5,0.5,0.,2.,9.1
16,"Thomas, Michael",NOR,WAS,WR,6.2,1.,4.4,59.7,0.5,0.3,0.1,0.1,0.,0.,0.1,0.5,0.,0.1,0.,0.,0.9,9.1
17,"Landry, Jarvis",MIA,TBB,WR,9.2,1.5,6.2,70.3,0.2,0.1,0.1,0.,0.,0.,0.1,2.9,0.,13.7,8.4,0.1,1.6,8.9
18,"Watkins, Sammy",LAR,@MIN,WR,7.5,0.7,4.3,57.6,0.4,0.1,0.1,0.1,0.1,0.1,0.,3.7,0.1,4.2,3.8,0.,0.8,8.9
19,"Beckham, Odell",NYG,KCC,WR,7.9,1.8,4.3,59.7,0.5,0.2,0.1,0.,0.,0.,0.1,0.4,0.,2.5,1.8,0.,1.6,8.9
20,"Hill, Tyreek",KCC,@NYG,WR,7.,1.,4.6,49.6,0.4,0.,0.1,0.,0.2,0.,0.,11.9,0.1,28.7,20.2,0.1,1.,8.9
21,"Jeffery, Alshon",PHI,@DAL,WR,9.1,1.1,5.1,71.8,0.3,0.1,0.1,0.,0.,0.1,0.,0.3,0.,0.,2.1,0.,0.9,8.8
22,"Decker, Eric",TEN,@PIT,WR,6.5,1.,3.6,58.1,0.5,0.3,0.1,0.1,0.1,0.,0.,0.3,0.,0.,0.2,0.1,1.,8.8
23,"Cooks, Brandin",NEP,@OAK,WR,6.8,0.8,4.3,62.1,0.4,0.1,0.1,0.,0.,0.,0.2,2.2,0.,2.6,0.2,0.1,0.8,8.7
24,"Tate, Golden",DET,@CHI,WR,8.7,1.3,5.5,63.1,0.4,0.2,0.,0.1,0.,0.,0.1,1.,0.,1.1,0.,0.,0.7,8.6
25,"Hopkins, DeAndre",HOU,ARZ,WR,9.6,1.5,4.9,64.6,0.3,0.1,0.,0.1,0.,0.,0.,0.,0.,0.,0.,0.,1.5,8.3
26,"Jackson, DeSean",TBB,@MIA,WR,7.5,0.8,4.1,64.7,0.3,0.,0.1,0.,0.,0.,0.,0.4,0.,1.6,0.3,0.,0.7,8.1
27,"Wallace, Mike",BAL,@GBP,WR,8.3,0.9,4.8,65.6,0.2,0.1,0.1,0.,0.,0.,0.1,1.6,0.,0.,0.,0.,0.7,8.1
28,"Cobb, Randall",GBP,BAL,WR,6.9,1.4,4.4,52.2,0.4,0.2,0.1,0.,0.,0.,0.,2.5,0.,2.,1.,0.,1.,8.1
29,"Crowder, Jamison",WAS,@NOR,WR,6.1,1.,4.1,56.8,0.4,0.1,0.1,0.1,0.,0.1,0.1,-0.3,0.,12.7,0.,0.,1.,8.
30,"Davis, Corey",TEN,@PIT,WR,6.4,0.6,3.7,50.6,0.5,0.3,0.1,0.,0.1,0.,0.,-0.1,0.,0.7,1.7,0.,0.8,7.9
31,"Sanders, Emmanuel",DEN,CIN,WR,7.9,1.3,4.3,61.2,0.3,0.1,0.,0.,0.,0.,0.1,0.5,0.,1.3,0.3,0.,1.1,7.8
32,"Parker, DeVante",MIA,TBB,WR,6.4,0.8,3.8,58.9,0.3,0.1,0.,0.1,0.,0.,0.1,0.,0.,2.4,0.,0.,0.8,7.7
33,"Fitzgerald, Larry",ARZ,@HOU,WR,9.2,1.8,6.2,60.8,0.3,0.2,0.,0.1,0.,0.,0.,0.1,0.,0.,0.,0.1,1.8,7.6
34,"Ginn Jr., Ted",NOR,WAS,WR,7.,0.3,4.1,57.1,0.3,0.1,0.,0.,0.1,0.,0.1,4.1,0.,9.3,14.7,0.,0.5,7.6
35,"Matthews, Rishard",TEN,@PIT,WR,5.5,0.6,3.2,46.6,0.5,0.2,0.1,0.,0.1,0.,0.,0.,0.,0.4,0.7,0.,0.7,7.5
36,"Britt, Kenny",CLE,JAC,WR,7.7,0.9,4.2,56.9,0.3,0.2,0.1,0.,0.,0.,0.,0.4,0.,0.,0.,0.,0.7,7.5
37,"Diggs, Stefon",MIN,LAR,WR,7.7,1.4,5.2,56.,0.3,0.1,0.,0.,0.1,0.,0.,1.,0.,1.7,0.6,0.,1.1,7.3
38,"Hogan, Chris",NEP,@OAK,WR,5.2,1.,3.1,54.5,0.3,0.,0.1,0.,0.1,0.,0.1,0.6,0.,0.5,2.4,0.1,1.,7.2
39,"Williams, Tyrell",LAC,BUF,WR,6.,0.8,3.4,50.1,0.3,0.1,0.,0.1,0.,0.1,0.1,0.,0.,0.5,0.,0.,0.8,7.
40,"Snead, Willie",NOR,WAS,WR,6.8,1.,4.4,57.3,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,7.
41,"Nelson, J.J.",ARZ,@HOU,WR,5.8,1.2,2.6,41.4,0.4,0.1,0.1,0.,0.,0.1,0.,2.,0.1,0.3,1.9,0.,1.2,6.9
42,"Sanu, Mohamed",ATL,@SEA,WR,5.7,1.2,4.1,45.,0.3,0.2,0.1,0.,0.,0.,0.,1.2,0.,0.,0.7,0.,1.2,6.8
43,"Cooper, Amari",OAK,NEP,WR,7.,1.1,3.6,50.9,0.3,0.,0.,0.,0.1,0.,0.1,-0.1,0.,0.5,0.,0.,1.2,6.7
44,"Gabriel, Taylor",ATL,@SEA,WR,4.2,0.6,2.7,42.5,0.3,0.1,0.,0.,0.,0.,0.1,1.7,0.,0.,0.4,0.,0.7,6.5
45,"Jones, Marvin",DET,@CHI,WR,7.4,1.,4.,57.,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.6,6.3
46,"LaFell, Brandon",CIN,@DEN,WR,6.5,1.3,3.6,48.2,0.2,0.1,0.,0.,0.,0.,0.1,0.6,0.,0.,0.,0.,1.1,6.3
47,"Stills, Kenny",MIA,TBB,WR,5.4,0.3,2.7,41.8,0.3,0.1,0.,0.1,0.,0.,0.1,0.,0.,0.,0.,0.,0.5,6.2
48,"Thomas, Demaryius",DEN,CIN,WR,7.7,1.5,4.2,49.6,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,1.3,6.1
49,"Williams, Terrance",DAL,PHI,WR,5.4,1.,3.1,45.3,0.3,0.1,0.1,0.,0.1,0.,0.,0.,0.,0.,0.3,0.,1.1,6.1
50,"Shepard, Sterling",NYG,KCC,WR,6.5,0.9,3.6,40.,0.3,0.2,0.1,0.,0.,0.,0.,0.4,0.,0.,0.,0.,0.6,6.1
51,"Thompson, Deonte",CHI,DET,WR,6.,1.4,3.9,48.3,0.2,0.2,0.,0.,0.,0.,0.,-0.1,0.,3.5,9.3,0.,1.1,6.1
52,"Lee, Marqise",JAC,@CLE,WR,7.,0.8,3.5,46.5,0.2,0.,0.,0.1,0.,0.,0.,1.7,0.,0.1,15.6,0.,0.7,5.8
53,"Matthews, Jordan",BUF,@LAC,WR,6.1,0.6,3.8,46.4,0.2,0.1,0.1,0.,0.,0.,0.,0.1,0.,0.,0.,0.,0.4,5.8
54,"Inman, Dontrelle",LAC,BUF,WR,6.1,0.6,3.2,44.7,0.2,0.1,0.,0.,0.1,0.,0.1,0.,0.,0.,0.,0.,0.7,5.8
55,"Rogers, Eli",PIT,TEN,WR,5.9,0.6,4.,46.5,0.1,0.1,0.,0.,0.,0.,0.,0.3,0.,2.4,0.,0.1,0.5,5.4
56,"Richardson, Paul",SEA,ATL,WR,4.6,0.8,2.9,38.6,0.2,0.2,0.,0.,0.,0.,0.,0.3,0.,1.2,7.,0.,0.7,5.2
57,"Lockett, Tyler",SEA,ATL,WR,4.4,0.4,2.6,37.6,0.2,0.,0.,0.,0.,0.,0.,2.,0.,13.1,30.5,0.,0.6,5.1
58,"Thielen, Adam",MIN,LAR,WR,4.3,0.5,2.9,39.6,0.2,0.1,0.,0.,0.,0.,0.,1.2,0.,0.2,1.1,0.1,0.4,5.1
59,"Beasley, Cole",DAL,PHI,WR,4.8,1.,3.4,36.4,0.2,0.2,0.,0.,0.,0.,0.,0.2,0.,1.9,0.,0.,0.9,5.
60,"Jones, Zay",BUF,@LAC,WR,4.7,0.7,2.4,37.4,0.2,0.1,0.,0.,0.1,0.,0.,0.,0.,2.5,5.8,0.,0.9,5.
61,"Brown, John",ARZ,@HOU,WR,4.4,0.7,2.3,31.7,0.3,0.1,0.1,0.,0.,0.,0.,0.6,0.,1.5,2.4,0.,0.8,5.
62,"Marshall, Brandon",NYG,KCC,WR,5.7,0.8,2.9,33.8,0.3,0.1,0.1,0.,0.,0.,0.,0.4,0.,0.,0.,0.,0.7,5.
63,"Wright, Kendall",CHI,DET,WR,4.9,0.6,2.9,36.,0.2,0.1,0.,0.,0.,0.,0.,0.4,0.,0.7,8.9,0.,0.5,4.8
64,"Roberts, Seth",OAK,NEP,WR,5.,1.4,2.3,27.3,0.3,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,1.5,0.,1.,4.5
65,"Benjamin, Travis",LAC,BUF,WR,5.2,0.6,2.8,38.9,0.1,0.,0.1,0.,0.,0.1,0.,0.,0.,6.7,2.6,0.1,0.3,4.5
