"Rank","Player","Team","Opp","Position","Tack","Asst","Scks","PassDef","Int","FumFrc","Fum","DefTD","Pts"
1,"Houston, Justin","IND","MIA","DL",2.8,1.,0.9,0.1,0.,0.3,0.2,0.,5.9
2,"Pierre-Paul, Jason","TBB","ARZ","DL",3.5,0.9,0.8,0.2,0.,0.,0.,0.,5.9
3,"Peters, Corey","ARZ","@TBB","DL",3.4,1.1,0.6,0.2,0.,0.1,0.,0.,5.5
4,"Buckner, DeForest","SFO","SEA","DL",3.1,1.3,0.6,0.3,0.,0.,0.,0.,5.2
5,"Clowney, Jadeveon","SEA","@SFO","DL",2.8,0.7,0.8,0.,0.,0.2,0.1,0.,5.2
6,"Reed, Jarran","SEA","@SFO","DL",2.7,1.1,0.8,0.1,0.,0.1,0.1,0.,5.1
7,"Flowers, Trey","DET","@CHI","DL",2.9,1.7,0.5,0.1,0.,0.2,0.1,0.,5.1
8,"Jordan, Cameron","NOS","ATL","DL",2.5,0.8,0.8,0.5,0.,0.,0.,0.,5.1
9,"Clark, Kenny","GBP","CAR","DL",2.7,2.1,0.4,0.3,0.,0.1,0.1,0.,5.
10,"Bosa, Joey","LAC","@OAK","DL",2.7,0.8,0.7,0.1,0.,0.2,0.1,0.,4.9
11,"Hunter, Danielle","MIN","@DAL","DL",2.8,1.2,0.7,0.,0.,0.,0.,0.,4.9
12,"Donald, Aaron","LAR","@PIT","DL",2.3,1.,0.9,0.1,0.,0.3,0.1,0.,4.9
13,"Ford, Dee","SFO","SEA","DL",2.7,1.,0.6,0.1,0.,0.2,0.1,0.,4.9
14,"Oliver, Ed","BUF","@CLE","DL",2.4,1.1,0.6,0.4,0.,0.2,0.,0.,4.8
15,"Clark, Frank","KCC","@TEN","DL",2.2,0.5,0.9,0.2,0.1,0.2,0.1,0.,4.8
16,"Suh, Ndamukong","TBB","ARZ","DL",2.8,1.3,0.4,0.3,0.,0.1,0.1,0.,4.8
17,"Heyward, Cameron","PIT","LAR","DL",2.,1.3,0.6,0.2,0.,0.1,0.1,0.,4.3
18,"Dunlap, Carlos","CIN","BAL","DL",2.1,1.,0.5,0.5,0.,0.1,0.1,0.,4.3
19,"Hill, B.J.","NYG","@NYJ","DL",2.4,1.2,0.4,0.2,0.,0.1,0.,0.,4.1
20,"Garrett, Myles","CLE","BUF","DL",2.,0.8,0.8,0.1,0.,0.1,0.1,0.,4.1
21,"Jones, Chris","KCC","@TEN","DL",1.8,1.,0.6,0.3,0.,0.1,0.,0.,4.1
22,"Hicks, Akiem","CHI","DET","DL",2.4,0.9,0.4,0.2,0.,0.1,0.1,0.,4.
23,"Ingram, Melvin","LAC","@OAK","DL",2.2,0.8,0.5,0.2,0.,0.1,0.1,0.,4.
24,"Casey, Jurrell","TEN","KCC","DL",2.3,1.5,0.4,0.1,0.,0.1,0.1,0.,4.
25,"Lawrence, Dexter","NYG","@NYJ","DL",2.5,1.7,0.1,0.2,0.,0.1,0.,0.,3.9
26,"Harrison, Damon","DET","@CHI","DL",2.8,1.3,0.2,0.1,0.,0.1,0.,0.,3.9
27,"Ferrell, Clelin","OAK","LAC","DL",2.2,1.2,0.4,0.1,0.,0.1,0.,0.,3.8
28,"Vernon, Olivier","CLE","BUF","DL",2.,1.2,0.6,0.1,0.,0.,0.,0.,3.8
29,"Brockers, Michael","LAR","@PIT","DL",2.3,1.6,0.2,0.2,0.,0.,0.,0.,3.7
30,"Lawrence, Demarcus","DAL","MIN","DL",1.8,1.,0.5,0.1,0.,0.1,0.1,0.,3.6
31,"Griffen, Everson","MIN","@DAL","DL",2.1,1.,0.5,0.1,0.,0.1,0.,0.,3.6
32,"Hubbard, Sam","CIN","BAL","DL",2.1,1.,0.4,0.1,0.,0.,0.,0.,3.5
33,"McKinley, Takkarist","ATL","@NOS","DL",1.8,0.6,0.6,0.2,0.,0.1,0.,0.,3.5
34,"Lowry, Dean","GBP","CAR","DL",2.1,1.,0.3,0.3,0.,0.,0.,0.,3.5
35,"Tuitt, Stephon","PIT","LAR","DL",1.9,1.1,0.4,0.3,0.,0.,0.,0.,3.5
36,"Allen, Zach","ARZ","@TBB","DL",2.,0.8,0.4,0.1,0.,0.1,0.,0.,3.3
37,"Gunter, Rodney","ARZ","@TBB","DL",2.2,0.8,0.3,0.1,0.,0.1,0.,0.,3.3
38,"Williams, Leonard","NYJ","NYG","DL",1.9,1.2,0.3,0.1,0.1,0.,0.,0.,3.3
39,"Autry, Denico","IND","MIA","DL",1.7,0.9,0.4,0.2,0.,0.,0.,0.,3.3
40,"Quinn, Robert","DAL","MIN","DL",1.9,1.,0.4,0.,0.,0.1,0.,0.,3.3
41,"Ogunjobi, Larry","CLE","BUF","DL",2.,1.2,0.2,0.,0.,0.1,0.,0.,3.1
42,"Nkemdiche, Robert","MIA","@IND","DL",1.7,1.,0.4,0.1,0.,0.1,0.1,0.,3.1
43,"Sheard, Jabaal","IND","MIA","DL",2.,0.9,0.3,0.1,0.,0.,0.,0.,3.1
44,"Ford, Poona","SEA","@SFO","DL",1.7,1.7,0.2,0.,0.,0.,0.,0.,3.
45,"Jarrett, Grady","ATL","@NOS","DL",1.6,1.1,0.4,0.,0.,0.1,0.,0.,3.
46,"Armstead, Arik","SFO","SEA","DL",2.1,0.9,0.2,0.,0.,0.,0.,0.,2.9
47,"Hughes, Jerry","BUF","@CLE","DL",1.6,0.7,0.4,0.1,0.,0.2,0.,0.,2.9
48,"Harris, Charles","MIA","@IND","DL",1.7,0.6,0.4,0.,0.,0.1,0.,0.,2.8
49,"Hargrave, Javon","PIT","LAR","DL",1.7,1.,0.2,0.1,0.,0.,0.,0.,2.8
50,"Nassib, Carl","TBB","ARZ","DL",1.8,0.6,0.3,0.1,0.,0.1,0.,0.,2.8
51,"Rankins, Sheldon","NOS","ATL","DL",1.5,0.9,0.4,0.1,0.,0.1,0.,0.,2.8
52,"Atkins, Geno","CIN","BAL","DL",1.4,1.,0.4,0.,0.,0.,0.,0.,2.8
53,"Williams, Quinnen","NYJ","NYG","DL",1.7,1.,0.2,0.1,0.,0.,0.,0.,2.7
54,"Nichols, Bilal","CHI","DET","DL",1.5,0.8,0.3,0.1,0.,0.1,0.1,0.,2.7
55,"Blair, Ronald","SFO","SEA","DL",1.5,0.7,0.4,0.1,0.,0.,0.,0.,2.7
56,"Billings, Andrew","CIN","BAL","DL",1.9,0.8,0.2,0.1,0.,0.,0.,0.,2.7
57,"Short, Kawann","CAR","@GBP","DL",1.5,1.,0.3,0.1,0.,0.1,0.,0.,2.7
58,"Addison, Mario","CAR","@GBP","DL",1.2,0.9,0.5,0.,0.,0.1,0.,0.,2.7
