"Rank","Player","Team","Opp","Position","Tack","Asst","Scks","PassDef","Int","FumFrc","Fum","DefTD","Pts"
1,"Wagner, Bobby","SEA","@SFO","LB",6.6,3.5,0.1,0.5,0.1,0.1,0.1,0.,9.4
2,"Martinez, Blake","GBP","CAR","LB",6.3,3.4,0.2,0.3,0.,0.,0.,0.,8.6
3,"Whitehead, Tahir","OAK","LAC","LB",6.5,2.8,0.,0.3,0.1,0.1,0.1,0.,8.5
4,"Baker, Jerome","MIA","@IND","LB",6.3,2.4,0.2,0.4,0.1,0.1,0.,0.,8.4
5,"Kuechly, Luke","CAR","@GBP","LB",5.9,3.1,0.1,0.4,0.1,0.1,0.1,0.,8.4
6,"Hitchens, Anthony","KCC","@TEN","LB",6.1,3.9,0.,0.,0.,0.1,0.,0.,8.1
7,"David, Lavonte","TBB","ARZ","LB",6.5,1.9,0.2,0.1,0.,0.1,0.1,0.,8.1
8,"Leonard, Darius","IND","MIA","LB",5.4,2.8,0.3,0.4,0.1,0.2,0.1,0.,8.
9,"Smith, Roquan","CHI","DET","LB",5.4,1.9,0.5,0.4,0.2,0.1,0.,0.,7.6
10,"Vigil, Nick","CIN","BAL","LB",6.,2.3,0.1,0.4,0.1,0.,0.,0.,7.6
11,"Edmunds, Tremaine","BUF","@CLE","LB",5.2,2.6,0.1,0.5,0.1,0.1,0.,0.,7.5
12,"Hicks, Jordan","ARZ","@TBB","LB",5.6,2.2,0.3,0.4,0.,0.,0.,0.,7.5
13,"Shazier, Ryan","PIT","LAR","LB",5.2,1.6,0.4,0.4,0.1,0.3,0.1,0.,7.5
14,"Mack, Khalil","CHI","DET","LB",4.8,1.4,1.,0.3,0.1,0.3,0.1,0.,7.5
15,"Bush, Devin","PIT","LAR","LB",5.,1.6,0.7,0.3,0.1,0.3,0.,0.,7.4
16,"Schobert, Joe","CLE","BUF","LB",5.,3.3,0.2,0.2,0.1,0.1,0.1,0.,7.3
17,"Kendricks, Eric","MIN","@DAL","LB",4.8,3.,0.1,0.4,0.1,0.,0.,0.,7.1
18,"Mosley, C.J.","NYJ","NYG","LB",4.9,2.6,0.1,0.5,0.1,0.,0.,0.,7.1
19,"Jones, Deion","ATL","@NOS","LB",4.7,2.7,0.,0.5,0.2,0.1,0.,0.,7.
20,"Trevathan, Danny","CHI","DET","LB",5.4,1.7,0.1,0.3,0.1,0.1,0.1,0.,6.9
21,"Wright, K.J.","SEA","@SFO","LB",4.7,2.4,0.,0.6,0.1,0.,0.,0.,6.9
22,"Young, Kenny","BAL","@CIN","LB",4.8,1.9,0.4,0.3,0.1,0.2,0.1,0.,6.8
23,"Littleton, Cory","LAR","@PIT","LB",4.9,1.6,0.2,0.6,0.2,0.,0.,0.,6.8
24,"Ogletree, Alec","NYG","@NYJ","LB",4.,2.3,0.2,0.6,0.3,0.,0.,0.,6.5
25,"Kirksey, Christian","CLE","BUF","LB",4.2,2.2,0.1,0.4,0.1,0.1,0.,0.,6.2
26,"Eguavoen, Sam","MIA","@IND","LB",4.6,2.4,0.,0.1,0.1,0.,0.,0.,6.1
27,"Alexander, Kwon","SFO","SEA","LB",4.8,1.8,0.1,0.2,0.,0.1,0.,0.,6.1
28,"Davis, Demario","NOS","ATL","LB",4.4,2.,0.2,0.3,0.1,0.1,0.1,0.,6.1
29,"Walker, Anthony","IND","MIA","LB",4.3,2.5,0.,0.2,0.,0.,0.,0.,5.9
30,"Brown, Jayon","TEN","KCC","LB",3.9,2.2,0.3,0.3,0.1,0.1,0.1,0.,5.9
31,"Ragland, Reggie","KCC","@TEN","LB",4.1,2.3,0.2,0.1,0.,0.2,0.,0.,5.8
32,"Woodyard, Wesley","TEN","KCC","LB",4.,2.6,0.2,0.2,0.,0.,0.,0.,5.8
33,"Smith, Jaylon","DAL","MIN","LB",4.1,1.9,0.1,0.2,0.,0.1,0.1,0.,5.6
34,"Vander Esch, Leighton","DAL","MIN","LB",4.1,1.9,0.,0.3,0.1,0.,0.,0.,5.5
35,"Davis, Jarrad","DET","@CHI","LB",4.,1.8,0.2,0.2,0.,0.1,0.1,0.,5.5
36,"Alonso, Kiko","NOS","ATL","LB",3.8,1.9,0.2,0.2,0.1,0.1,0.,0.,5.5
37,"White, Devin","TBB","ARZ","LB",3.8,2.,0.1,0.3,0.1,0.1,0.,0.,5.3
38,"Milano, Matt","BUF","@CLE","LB",3.6,1.9,0.,0.4,0.1,0.,0.,0.,5.2
39,"Reddick, Haason","ARZ","@TBB","LB",3.8,1.7,0.3,0.2,0.,0.1,0.,0.,5.2
40,"Oluokun, Foyesade","ATL","@NOS","LB",4.,2.1,0.,0.1,0.,0.,0.,0.,5.1
41,"Brown, Jatavis","LAC","@OAK","LB",3.8,1.8,0.1,0.3,0.,0.1,0.,0.,5.1
42,"Williams, Vince","PIT","LAR","LB",3.7,1.5,0.3,0.2,0.1,0.,0.,0.,5.1
43,"Warner, Fred","SFO","SEA","LB",3.6,2.2,0.,0.3,0.,0.,0.,0.,5.
44,"Thompson, Shaq","CAR","@GBP","LB",3.6,2.1,0.2,0.1,0.,0.1,0.,0.,5.
45,"Burfict, Vontaze","OAK","LAC","LB",3.3,2.3,0.1,0.3,0.,0.1,0.,0.,5.
46,"Campbell, De'Vondre","ATL","@NOS","LB",3.6,1.8,0.1,0.1,0.,0.,0.,0.,4.6
47,"Evans, Jordan","CIN","BAL","LB",3.4,1.5,0.,0.2,0.,0.,0.,0.,4.5
48,"McMillan, Raekwon","MIA","@IND","LB",3.5,1.6,0.,0.1,0.,0.1,0.1,0.,4.5
49,"Onwuasor, Patrick","BAL","@CIN","LB",3.2,1.2,0.4,0.2,0.,0.2,0.,0.,4.5
50,"Perryman, Denzel","LAC","@OAK","LB",3.2,2.,0.,0.2,0.,0.,0.,0.,4.5
51,"Alexander, Lorenzo","BUF","@CLE","LB",3.2,0.9,0.3,0.3,0.1,0.1,0.,0.,4.5
52,"Watt, T.J.","PIT","LAR","LB",2.7,0.9,0.6,0.3,0.,0.3,0.,0.,4.3
53,"Brown, Preston","CIN","BAL","LB",3.1,1.5,0.,0.2,0.1,0.,0.,0.,4.3
54,"Barr, Anthony","MIN","@DAL","LB",3.1,1.3,0.2,0.2,0.,0.,0.,0.,4.3
55,"Davis, Thomas","LAC","@OAK","LB",2.9,1.8,0.1,0.3,0.,0.,0.,0.,4.2
56,"O'Daniel, Dorian","KCC","@TEN","LB",3.1,1.9,0.1,0.,0.,0.,0.,0.,4.1
57,"Goodson, B.J.","NYG","@NYJ","LB",3.,1.1,0.1,0.2,0.1,0.1,0.1,0.,4.1
58,"Hewitt, Neville","NYJ","NYG","LB",2.8,1.9,0.2,0.1,0.,0.,0.,0.,4.1
59,"Lee, Darron","KCC","@TEN","LB",2.6,1.7,0.2,0.2,0.1,0.1,0.,0.,4.
60,"Smith, Za'Darius","GBP","CAR","LB",2.6,1.1,0.5,0.1,0.,0.1,0.,0.,3.9
61,"Morrow, Nicholas","OAK","LAC","LB",2.7,1.2,0.1,0.2,0.,0.1,0.,0.,3.8
62,"Avery, Genard","CLE","BUF","LB",2.6,1.,0.2,0.2,0.,0.1,0.1,0.,3.7
63,"Lee, Sean","DAL","MIN","LB",2.7,1.7,0.,0.1,0.,0.,0.,0.,3.7
64,"Judon, Matt","BAL","@CIN","LB",2.6,0.6,0.4,0.2,0.,0.,0.,0.,3.6
65,"Floyd, Leonard","CHI","DET","LB",2.4,0.9,0.4,0.3,0.1,0.,0.,0.,3.6
66,"Lee, Marquel","OAK","LAC","LB",2.3,1.8,0.,0.2,0.,0.,0.,0.,3.5
67,"Smith, Preston","GBP","CAR","LB",2.,1.6,0.2,0.1,0.,0.,0.,0.,3.2
68,"Jones, Christian","DET","@CHI","LB",2.4,0.9,0.,0.1,0.,0.,0.,0.,3.1
69,"Klein, A.J.","NOS","ATL","LB",2.1,1.2,0.1,0.2,0.1,0.,0.,0.,3.1
70,"Jones, Chandler","ARZ","@TBB","LB",2.,0.6,0.5,0.2,0.,0.1,0.,0.,3.1
71,"Matthews, Clay","LAR","@PIT","LB",2.2,0.8,0.2,0.1,0.,0.2,0.,0.,3.1
72,"Miller, Christian","CAR","@GBP","LB",1.8,1.4,0.1,0.1,0.,0.,0.,0.,2.8
73,"Evans, Rashaan","TEN","KCC","LB",1.8,1.4,0.1,0.1,0.,0.,0.,0.,2.8
74,"Reed, Brooks","ARZ","@TBB","LB",2.1,1.1,0.1,0.,0.,0.1,0.,0.,2.8
75,"Dupree, Bud","PIT","LAR","LB",1.9,0.7,0.3,0.1,0.,0.,0.,0.,2.7
76,"Anzalone, Alex","NOS","ATL","LB",1.9,0.8,0.1,0.1,0.1,0.1,0.,0.,2.6
77,"Kennard, Devon","DET","@CHI","LB",1.7,0.9,0.3,0.1,0.,0.,0.,0.,2.6
78,"Riley, Duke","ATL","@NOS","LB",1.9,1.1,0.,0.1,0.,0.,0.,0.,2.5
79,"Kendricks, Mychal","SEA","@SFO","LB",1.8,0.7,0.2,0.1,0.,0.1,0.1,0.,2.5
80,"Greenlaw, Dre","SFO","SEA","LB",1.9,0.5,0.1,0.,0.,0.1,0.,0.,2.4
81,"Golden, Markus","NYG","@NYJ","LB",1.6,0.9,0.2,0.1,0.,0.,0.,0.,2.4
82,"Crawford, James","GBP","CAR","LB",1.6,0.8,0.1,0.2,0.,0.,0.,0.,2.3
