Rank,Player,Team,Opp,Position,Rush,Rush Yds,Rush TDs,0-9 RushTDs,10-19 RushTDs,20-29 RushTDs,30-39 RushTDs,40-49 RushTDs,50+ RushTDs,Rec,Rec Yds,Rec TDs,>= 50yds,>= 100yds,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Gurley, Todd",LAR,SEA,RB,19.1,83.,0.7,0.6,0.,0.,0.,0.,0.1,4.1,41.1,0.2,0.2,0.1,0.1,0.1,0.1,2.4,18.1
2,"Johnson, David",ARZ,@KCC,RB,17.8,74.5,0.8,0.6,0.,0.1,0.,0.,0.,4.5,45.6,0.1,0.2,0.1,0.2,1.1,0.2,2.2,17.1
3,"Kamara, Alvin",NOR,@CIN,RB,11.4,57.8,0.7,0.5,0.,0.1,0.,0.,0.,5.1,51.4,0.3,0.7,0.1,0.,28.1,0.1,2.2,16.7
4,"Elliott, Ezekiel",DAL,@PHI,RB,18.7,86.5,0.7,0.4,0.2,0.,0.,0.,0.1,2.3,23.9,0.1,0.1,0.,0.,0.,0.,1.6,15.6
5,"Bell, Le'Veon",PIT,CAR,RB,15.8,68.2,0.5,0.4,0.1,0.,0.,0.,0.,4.3,34.8,0.2,0.1,0.1,0.,0.,0.1,1.4,13.9
6,"Fournette, Leonard",JAC,@IND,RB,18.,71.2,0.7,0.5,0.,0.,0.,0.,0.1,2.7,22.3,0.,0.1,0.,0.,1.4,0.,1.6,13.6
7,"Ingram, Mark",NOR,@CIN,RB,14.3,64.2,0.7,0.4,0.,0.1,0.,0.,0.,3.7,28.6,0.1,0.1,0.1,0.,4.4,0.1,1.6,13.4
8,"Howard, Jordan",CHI,DET,RB,18.8,84.8,0.6,0.4,0.1,0.1,0.,0.,0.,1.6,12.7,0.,0.1,0.,0.,0.,0.,1.5,13.1
9,"Williams, Jamaal",GBP,MIA,RB,15.5,61.3,0.4,0.4,0.,0.,0.,0.,0.,2.5,23.4,0.2,0.1,0.,0.,0.,0.,1.4,12.2
10,"Freeman, Devonta",ATL,@CLE,RB,13.2,54.3,0.6,0.5,0.,0.,0.1,0.,0.,2.9,26.6,0.2,0.1,0.1,0.,0.,0.1,1.8,12.2
11,"Hunt, Kareem",KCC,ARZ,RB,14.9,68.3,0.4,0.3,0.,0.,0.1,0.,0.1,2.8,21.3,0.1,0.1,0.,0.,0.,0.1,1.6,12.1
12,"Barkley, Saquon",NYG,@SFO,RB,15.6,68.7,0.3,0.2,0.,0.,0.,0.,0.1,4.1,26.,0.1,0.1,0.1,0.,1.2,0.1,1.1,11.7
13,"Mixon, Joe",CIN,NOR,RB,16.6,62.3,0.4,0.3,0.1,0.,0.,0.,0.,3.1,28.5,0.,0.1,0.1,0.,0.,0.1,1.5,11.4
14,"Michel, Sony",NEP,@TEN,RB,9.9,40.7,0.6,0.6,0.1,0.,0.,0.,0.,2.5,19.7,0.2,0.1,0.,0.,5.5,0.,1.8,11.3
15,"McCaffrey, Christian",CAR,@PIT,RB,9.4,36.2,0.3,0.2,0.,0.,0.,0.,0.,4.7,42.7,0.3,0.2,0.1,7.3,2.3,0.1,1.2,11.2
16,"McCoy, LeSean",BUF,@NYJ,RB,13.6,61.,0.4,0.2,0.,0.1,0.,0.,0.,2.9,22.5,0.1,0.1,0.,0.,0.,0.,1.5,11.2
