Rank,Player,Team,Opp,Position,PUNTS,PUNT_YDS,PUNT_RETURN_YD,PUNT_INSIDE20,Pts
1,"Lee, Andy",ARZ,@KCC,P,5.8,273.6,31.2,1.8,18.4
2,"Hekker, Johnny",LAR,SEA,P,4.9,234.5,10.,2.5,17.8
3,"Edwards, Lachlan",NYJ,BUF,P,5.5,250.7,27.8,1.8,17.3
4,"Huber, Kevin",CIN,NOR,P,5.4,248.2,24.6,1.7,16.6
5,"Kern, Brett",TEN,NEP,P,4.9,225.,19.3,1.9,16.1
6,"Haack, Matt",MIA,@GBP,P,5.1,227.7,14.7,1.8,16.
7,"Pinion, Bradley",SFO,NYG,P,5.2,227.7,14.8,1.8,16.
8,"Dickson, Michael",SEA,@LAR,P,5.2,231.5,24.4,1.6,15.7
9,"O'Donnell, Pat",CHI,DET,P,5.,229.1,25.5,1.6,15.6
10,"Cooke, Logan",JAC,@IND,P,4.8,218.,15.5,1.6,15.
11,"Dixon, Riley",NYG,@SFO,P,5.1,229.6,19.8,1.4,14.8
12,"Townsend, Johnny",OAK,LAC,P,4.4,206.4,15.5,1.7,14.7
13,"Palardy, Michael",CAR,@PIT,P,4.6,207.1,14.1,1.6,14.5
14,"Sanchez, Rigoberto",IND,JAC,P,4.7,214.3,5.4,1.5,14.4
15,"Way, Tress",WAS,@TBB,P,4.5,204.3,23.7,1.6,14.3
16,"Colquitt, Dustin",KCC,ARZ,P,4.3,194.9,10.4,1.9,14.3
17,"Kaser, Drew",LAC,@OAK,P,4.1,195.9,17.5,1.5,13.6
18,"Bojorquez, Corey",BUF,@NYJ,P,4.6,198.8,14.1,1.3,13.5
19,"Anger, Bryan",TBB,WAS,P,4.1,182.9,8.,1.8,13.4
20,"Jones, Chris",DAL,@PHI,P,4.,177.9,7.1,1.9,13.3
21,"Martin, Sam",DET,@CHI,P,4.2,186.9,12.9,1.4,13.1
22,"Colquitt, Britton",CLE,ATL,P,4.1,189.8,20.8,1.2,12.6
23,"Johnston, Cam",PHI,DAL,P,4.,182.6,11.1,1.3,12.3
24,"Allen, Ryan",NEP,@TEN,P,3.9,168.,6.1,1.5,12.1
25,"Berry, Jordan",PIT,CAR,P,3.8,163.3,11.,1.5,11.7
26,"Scott, J.K.",GBP,MIA,P,3.9,170.,10.7,1.1,11.4
27,"Bosher, Matt",ATL,@CLE,P,3.4,152.9,12.,1.4,11.1
28,"Morstead, Thomas",NOR,@CIN,P,3.,141.,11.,1.2,10.
