Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Punt Ret Yds,Kick Ret Yds,Pts
1,"Jones, Reshad",MIA,@GBP,DB,5.9,2.,0.1,0.5,0.2,0.,0.,0.,0.,0.,7.9
2,"Baker, Budda",ARZ,@KCC,DB,5.3,1.4,0.1,0.7,0.1,0.1,0.1,0.,0.2,0.,7.2
3,"Neal, Keanu",ATL,@CLE,DB,5.3,2.,0.,0.5,0.1,0.2,0.2,0.,0.,0.,7.2
4,"Collins, Landon",NYG,@SFO,DB,5.1,1.6,0.1,0.7,0.2,0.,0.,0.,0.,0.,7.2
5,"Byard, Kevin",TEN,NEP,DB,4.7,1.3,0.,0.7,0.3,0.,0.,0.,0.,0.,6.7
6,"Geathers, Clayton",IND,JAC,DB,4.6,1.4,0.,0.8,0.2,0.1,0.,0.,0.,0.,6.6
7,"Berry, Eric",KCC,ARZ,DB,4.2,1.,0.1,0.9,0.4,0.1,0.,0.,0.,0.,6.5
8,"Jones, Byron",DAL,@PHI,DB,4.6,1.5,0.,0.6,0.1,0.1,0.,0.,0.,0.,6.4
9,"Tartt, Jaquiski",SFO,NYG,DB,4.9,1.3,0.,0.5,0.2,0.,0.,0.,0.,0.,6.4
10,"James, Derwin",LAC,@OAK,DB,4.3,1.,0.1,0.8,0.4,0.,0.,0.,0.,0.8,6.4
11,"Brice, Kentrell",GBP,MIA,DB,4.2,1.1,0.,0.8,0.2,0.,0.,0.,1.2,0.,6.
12,"Adams, Jamal",NYJ,BUF,DB,4.4,1.4,0.1,0.5,0.,0.1,0.1,0.,0.,0.,6.
13,"Coleman, Kurt",NOR,@CIN,DB,4.,1.6,0.1,0.7,0.2,0.,0.,0.,0.,0.,6.
14,"Vaccaro, Kenny",TEN,NEP,DB,4.5,1.,0.1,0.6,0.1,0.1,0.,0.,3.7,1.7,6.
15,"Jenkins, Malcolm",PHI,DAL,DB,4.3,1.5,0.,0.5,0.2,0.1,0.1,0.,0.,0.,5.9
16,"McDougald, Bradley",SEA,@LAR,DB,4.2,1.4,0.,0.5,0.1,0.1,0.,0.,0.,0.,5.9
17,"Evans, Justin",TBB,WAS,DB,4.2,0.9,0.,0.6,0.2,0.,0.,0.,0.,0.,5.8
18,"Hyde, Micah",BUF,@NYJ,DB,4.1,1.1,0.,0.7,0.2,0.,0.,0.,2.3,0.,5.8
19,"Bethea, Antoine",ARZ,@KCC,DB,4.,0.7,0.1,0.6,0.3,0.1,0.,0.,0.9,0.,5.8
20,"McCourty, Devin",NEP,@TEN,DB,4.6,1.,0.1,0.4,0.1,0.,0.,0.,0.,0.7,5.7
21,"Amos, Adrian",CHI,DET,DB,4.7,0.7,0.,0.3,0.1,0.1,0.1,0.,0.,0.,5.7
22,"Ryan, Logan",TEN,NEP,DB,4.3,1.1,0.,0.7,0.1,0.,0.,0.,0.,0.,5.7
23,"Woods, Xavier",DAL,@PHI,DB,4.3,0.9,0.1,0.5,0.1,0.1,0.,0.,0.,0.,5.7
24,"Poyer, Jordan",BUF,@NYJ,DB,3.5,1.7,0.1,0.6,0.3,0.,0.,0.,0.,0.,5.7
25,"Harris, Erik",OAK,LAC,DB,4.3,0.8,0.,0.6,0.2,0.,0.,0.,0.,0.,5.7
26,"Grimes, Brent",TBB,WAS,DB,3.5,0.6,0.,1.2,0.2,0.,0.,0.,0.,0.,5.6
27,"Adams, Mike",CAR,@PIT,DB,3.8,0.8,0.,0.7,0.2,0.2,0.1,0.,0.,0.,5.6
28,"Thomas, Earl",SEA,@LAR,DB,3.7,2.2,0.,0.5,0.1,0.,0.,0.,0.,0.,5.6
29,"Parker, Ron",KCC,ARZ,DB,4.5,0.8,0.,0.4,0.1,0.,0.,0.,0.,0.,5.6
30,"Burnett, Morgan",PIT,CAR,DB,4.1,1.3,0.2,0.3,0.1,0.1,0.,0.,0.,0.,5.5
31,"Ward, Denzel",CLE,ATL,DB,3.8,1.,0.,0.8,0.2,0.1,0.,0.,1.6,4.4,5.5
32,"Colbert, Adrian",SFO,NYG,DB,4.1,0.5,0.,0.7,0.,0.2,0.1,0.,0.,0.,5.5
33,"Darby, Ronald",PHI,DAL,DB,3.7,0.6,0.,1.2,0.1,0.,0.,0.,0.,0.,5.5
34,"Fitzpatrick, Minkah",MIA,@GBP,DB,3.7,1.2,0.,0.7,0.1,0.1,0.,0.,0.,0.,5.4
35,"Quin, Glover",DET,@CHI,DB,3.9,1.5,0.,0.3,0.1,0.2,0.,0.,0.,0.,5.4
36,"Chung, Patrick",NEP,@TEN,DB,4.,1.2,0.,0.6,0.1,0.,0.,0.,0.2,0.1,5.4
37,"Johnson, John",LAR,SEA,DB,3.8,1.4,0.,0.7,0.1,0.,0.,0.,0.,0.,5.4
38,"Farley, Matthias",IND,JAC,DB,3.5,1.9,0.,0.6,0.1,0.1,0.1,0.,0.,0.,5.4
39,"Conte, Chris",TBB,WAS,DB,4.,0.9,0.,0.5,0.1,0.1,0.,0.,0.3,0.,5.3
40,"Mills, Jalen",PHI,DAL,DB,3.5,0.8,0.,1.,0.2,0.,0.,0.,0.,0.,5.3
41,"Bradberry, James",CAR,@PIT,DB,3.9,1.,0.,0.5,0.1,0.1,0.,0.,0.,0.,5.3
42,"Nelson, Steven",KCC,ARZ,DB,3.8,0.9,0.,0.7,0.1,0.1,0.1,0.,0.,0.,5.3
43,"Gilchrist, Marcus",OAK,LAC,DB,3.9,1.,0.,0.7,0.1,0.,0.,0.,0.,0.,5.3
44,"Davis, Sean",PIT,CAR,DB,3.8,1.3,0.,0.4,0.1,0.,0.,0.,0.,0.,5.2
45,"Jackson, Adoree",TEN,NEP,DB,3.9,0.7,0.,0.8,0.,0.1,0.,0.,15.,34.1,5.2
46,"Clinton-Dix, Hasean",GBP,MIA,DB,4.,0.9,0.,0.5,0.1,0.,0.,0.,0.,0.,5.2
47,"Nicholson, Montae",WAS,@TBB,DB,3.6,1.1,0.,0.7,0.2,0.,0.,0.,0.3,4.1,5.2
48,"Witherspoon, Ahkello",SFO,NYG,DB,3.7,0.6,0.,0.7,0.2,0.1,0.,0.,0.,0.,5.2
49,"King, Desmond",LAC,@OAK,DB,4.1,0.6,0.2,0.3,0.1,0.,0.,0.,0.2,19.1,5.2
50,"Awuzie, Chidobe",DAL,@PHI,DB,3.2,1.1,0.,0.9,0.2,0.,0.,0.,0.,0.,5.1
51,"Griffin, Shaq",SEA,@LAR,DB,3.5,0.7,0.1,1.,0.1,0.,0.,0.,0.,0.,5.1
52,"Brown, Anthony",DAL,@PHI,DB,3.3,0.9,0.1,0.9,0.2,0.1,0.,0.,0.,0.,5.1
53,"Addae, Jahleel",LAC,@OAK,DB,3.8,1.3,0.,0.5,0.1,0.,0.,0.,0.,0.6,5.1
54,"Heath, Jeff",DAL,@PHI,DB,3.8,0.5,0.1,0.4,0.2,0.1,0.,0.,0.,0.,5.
55,"Peters, Marcus",LAR,SEA,DB,3.4,0.5,0.,0.7,0.2,0.2,0.1,0.,0.,0.,5.
56,"Wilson, Tavon",DET,@CHI,DB,3.6,0.8,0.1,0.5,0.2,0.,0.,0.,0.,0.,5.
57,"Ramsey, Jalen",JAC,@IND,DB,3.2,0.6,0.,1.,0.2,0.,0.,0.,0.,0.,5.
58,"Lattimore, Marshon",NOR,@CIN,DB,2.9,0.7,0.,1.1,0.3,0.,0.,0.,0.,0.,4.9
59,"Melvin, Rashaan",OAK,LAC,DB,3.5,1.2,0.,0.5,0.1,0.1,0.,0.,0.,0.,4.9
60,"Joseph, Karl",OAK,LAC,DB,3.7,1.4,0.1,0.3,0.1,0.1,0.1,0.,0.,0.,4.9
61,"Jackson, Eddie",CHI,DET,DB,3.7,1.,0.,0.3,0.1,0.1,0.1,0.,0.3,0.,4.9
62,"McLeod, Rodney",PHI,DAL,DB,3.6,1.1,0.1,0.4,0.1,0.,0.,0.,0.,0.,4.9
63,"Carrie, Travis",CLE,ATL,DB,3.9,0.8,0.,0.5,0.,0.,0.,0.,2.4,0.4,4.8
64,"Alford, Robert",ATL,@CLE,DB,3.3,0.4,0.,1.1,0.1,0.,0.,0.,0.,0.,4.8
65,"Apple, Eli",NYG,@SFO,DB,3.6,0.8,0.,0.6,0.1,0.,0.,0.,0.,0.,4.7
66,"Hargreaves, Vernon",TBB,WAS,DB,3.5,0.6,0.,0.6,0.1,0.1,0.,0.,1.,0.,4.7
67,"Skrine, Buster",NYJ,BUF,DB,3.5,0.5,0.,0.6,0.,0.1,0.1,0.,0.,0.,4.6
68,"Gilmore, Stephon",NEP,@TEN,DB,3.,0.4,0.1,1.,0.1,0.1,0.,0.,0.,0.,4.6
69,"Norman, Josh",WAS,@TBB,DB,3.2,1.1,0.,0.7,0.,0.1,0.,0.,0.,0.,4.6
70,"Slay, Darius",DET,@CHI,DB,2.6,0.2,0.,1.2,0.3,0.,0.,0.,0.,0.,4.6
71,"Dennard, Darqueze",CIN,NOR,DB,3.2,1.4,0.1,0.3,0.1,0.,0.,0.,0.,0.,4.5
72,"Nelson, Reggie",OAK,LAC,DB,3.5,1.4,0.,0.2,0.,0.1,0.,0.,0.,0.,4.5
73,"Moore, Kenny",IND,JAC,DB,3.2,0.8,0.,0.6,0.2,0.1,0.,0.,0.,0.,4.5
74,"Rowe, Eric",NEP,@TEN,DB,3.3,0.5,0.,0.7,0.1,0.,0.,0.,0.,0.,4.5
75,"Jones, Josh",GBP,MIA,DB,3.5,0.7,0.,0.4,0.1,0.,0.,0.,0.,0.,4.5
76,"Williams, Shawn",CIN,NOR,DB,3.3,0.9,0.,0.4,0.2,0.,0.,0.,0.2,0.,4.5
77,"Mitchell, Terrance",CLE,ATL,DB,2.9,0.7,0.,0.9,0.1,0.,0.,0.,0.4,2.8,4.5
78,"Church, Barry",JAC,@IND,DB,3.2,1.,0.1,0.4,0.2,0.,0.,0.,0.,0.,4.5
79,"Jenkins, Janoris",NYG,@SFO,DB,2.8,0.5,0.,0.9,0.2,0.1,0.,0.,0.,0.,4.4
80,"White, Tre'Davious",BUF,@NYJ,DB,2.8,0.9,0.,0.8,0.2,0.,0.,0.,0.,0.,4.4
81,"Hooker, Malik",IND,JAC,DB,3.1,0.7,0.,0.6,0.2,0.,0.,0.,0.,0.,4.4
82,"Fuller, Kyle",CHI,DET,DB,3.,0.4,0.,1.,0.,0.,0.,0.,0.,0.,4.3
83,"Bouye, A.J.",JAC,@IND,DB,3.,0.4,0.,0.7,0.2,0.,0.,0.,0.,0.,4.3
84,"Bates, Jessie",CIN,NOR,DB,3.3,1.,0.,0.5,0.,0.,0.,0.,0.1,0.9,4.3
85,"Peppers, Jabrill",CLE,ATL,DB,3.3,1.1,0.,0.3,0.,0.,0.,0.,11.2,15.9,4.2
86,"Williams, Tramon",GBP,MIA,DB,3.,0.6,0.,0.7,0.1,0.,0.,0.,0.,0.,4.2
87,"Dunbar, Quinton",WAS,@TBB,DB,2.6,0.8,0.1,0.9,0.1,0.,0.,0.,0.,3.6,4.2
88,"Lewis, Jourdan",DAL,@PHI,DB,3.3,0.5,0.,0.5,0.1,0.,0.,0.,0.,0.,4.2
89,"Burns, Artie",PIT,CAR,DB,2.8,0.6,0.,0.8,0.1,0.,0.,0.,0.,0.,4.1
90,"Swearinger, D.J.",WAS,@TBB,DB,2.9,0.7,0.,0.4,0.2,0.1,0.,0.,0.,0.,4.1
91,"Poole, Brian",ATL,@CLE,DB,3.4,0.9,0.,0.2,0.,0.,0.,0.,0.,0.,4.1
