Rank,Player,Team,Opp,Position,XP,XPA,FG,Att,10-19,20-29,30-39,40-49,50+,Miss,Pts
1,"Bryant, Matt",ATL,NOR,K,3.7,3.8,1.8,2.,0.,0.6,0.4,0.4,0.3,0.2,9.3
2,"Vinatieri, Adam",IND,@BUF,K,2.8,2.9,1.8,2.,0.,0.3,0.5,0.6,0.3,0.2,8.9
3,"Tucker, Justin",BAL,@PIT,K,1.6,1.6,2.1,2.3,0.,0.4,0.6,0.7,0.5,0.2,8.7
4,"Hopkins, Dustin",WAS,@LAC,K,2.8,3.,2.1,2.4,0.,0.8,0.6,0.5,0.2,0.4,8.6
5,"Walsh, Blair",SEA,@JAC,K,2.1,2.4,1.9,2.1,0.,0.5,0.7,0.5,0.2,0.3,7.9
6,"Gostkowski, Stephen",NEP,@MIA,K,2.6,2.8,1.8,2.,0.,0.4,0.6,0.6,0.1,0.3,7.9
7,"Sturgis, Caleb",PHI,@LAR,K,2.2,2.2,1.9,2.2,0.,0.6,0.7,0.5,0.2,0.3,7.8
8,"Forbath, Kai",MIN,@CAR,K,2.,2.3,1.8,1.9,0.,0.5,0.6,0.5,0.2,0.2,7.6
9,"Fairbairn, Ka'imi",HOU,SFO,K,1.8,2.,2.,2.3,0.1,0.6,0.6,0.5,0.1,0.3,7.5
10,"McManus, Brandon",DEN,NYJ,K,1.9,1.9,1.8,2.1,0.,0.6,0.7,0.3,0.2,0.3,7.1
11,"Bullock, Randy",CIN,CHI,K,2.2,2.4,1.8,2.1,0.,0.8,0.5,0.5,0.,0.3,7.
12,"Bailey, Dan",DAL,@NYG,K,2.2,2.2,1.6,1.8,0.,0.4,0.5,0.4,0.3,0.3,6.9
13,"Boswell, Chris",PIT,BAL,K,1.7,1.8,1.7,1.8,0.,0.3,0.7,0.6,0.,0.2,6.9
14,"Prater, Matt",DET,@TBB,K,1.6,1.7,1.5,1.8,0.,0.4,0.3,0.4,0.4,0.3,6.7
15,"Janikowski, Sebastian",OAK,@KCC,K,2.2,2.3,1.5,1.8,0.,0.5,0.3,0.5,0.2,0.3,6.5
16,"Lutz, Wil",NOR,@ATL,K,2.7,2.7,1.4,1.8,0.1,0.3,0.5,0.4,0.1,0.4,6.4
17,"Gano, Graham",CAR,MIN,K,2.1,2.3,1.5,2.,0.,0.4,0.4,0.7,0.1,0.4,6.4
18,"Hauschka, Steven",BUF,IND,K,1.8,2.2,1.6,1.8,0.,0.5,0.6,0.4,0.1,0.2,6.4
19,"Koo, Younghoe",LAC,WAS,K,2.2,2.5,1.5,1.9,0.,0.4,0.6,0.4,0.1,0.4,6.3
20,"Succop, Ryan",TEN,@ARZ,K,2.1,2.3,1.2,1.3,0.,0.2,0.3,0.5,0.2,0.1,6.3
21,"Crosby, Mason",GBP,@CLE,K,2.4,2.5,1.3,1.6,0.,0.4,0.5,0.2,0.2,0.3,6.2
22,"Catanzaro, Chandler",NYJ,@DEN,K,2.,2.2,1.5,1.9,0.,0.5,0.5,0.3,0.2,0.4,6.1
23,"Folk, Nick",TBB,DET,K,1.8,1.9,1.7,2.,0.,0.6,0.8,0.2,0.1,0.4,6.1
24,"Rosas, Aldrick",NYG,DAL,K,2.,2.2,1.2,1.3,0.,0.3,0.4,0.4,0.,0.1,5.8
25,"Myers, Jason",JAC,SEA,K,1.6,1.9,1.4,1.8,0.,0.4,0.3,0.5,0.3,0.4,5.8
26,"Santos, Cairo",KCC,OAK,K,1.9,2.,1.4,1.7,0.,0.3,0.7,0.3,0.1,0.3,5.7
27,"Barth, Connor",CHI,@CIN,K,2.1,2.2,1.3,1.6,0.,0.5,0.5,0.2,0.1,0.3,5.5
28,"Dawson, Phil",ARZ,TEN,K,2.2,2.3,1.1,1.4,0.,0.2,0.3,0.4,0.1,0.4,5.1
29,"Parkey, Cody",MIA,NEP,K,2.,2.,1.2,1.6,0.,0.5,0.4,0.3,0.,0.3,4.9
30,"Gonzalez, Zane",CLE,GBP,K,1.3,1.4,1.4,1.6,0.,0.5,0.5,0.4,0.,0.3,4.9
31,"Gould, Robbie",SFO,@HOU,K,1.7,1.8,1.,1.1,0.,0.3,0.3,0.4,0.1,0.1,4.8
32,"Zuerlein, Greg",LAR,PHI,K,1.7,1.7,1.2,1.5,0.,0.2,0.6,0.2,0.1,0.3,4.8
