Name,Team,Pos,Pass Yds,Pass Tds,Pass Ints,Rush Att,Rush Yds,Rush Tds,Tar,Rec,RecYds,Rec Tds,Tackles,Sack,FF,FR,Int,IntTD,FumTD,Pass Def,Pnt,PntAvg,PntBlk,Pnt20,TB,Win,WinMarg,Pass Cmp,Pass Att,FGM_0_40,FGA_0_40,FGM_40_49,FGA_40_49,FGM_50,FGA_50,XPM,XPA,PlayerID
Tress Way,Wsh,P,,,,,,,,,,,,,,,,,,,85.0,45.8,0.0,32.0,6.0,,,,,,,,,,,,,2378
Matt Haack,Mia,P,,,,,,,,,,,,,,,,,,,84.0,44.8,0.0,32.0,5.0,,,,,,,,,,,,,2379
Corey Bojorquez,Buf,P,,,,,,,,,,,,,,,,,,,79.0,45.3,1.0,32.0,6.0,,,,,,,,,,,,,2380
Brett Kern,Ten,P,,,,,,,,,,,,,,,,,,,77.0,46.1,0.0,30.0,4.0,,,,,,,,,,,,,2381
Logan Cooke,Jax,P,,,,,,,,,,,,,,,,,,,81.0,45.3,0.0,31.0,6.0,,,,,,,,,,,,,2382
Colby Wadman,Den,P,,,,,,,,,,,,,,,,,,,81.0,45.2,0.0,29.0,6.0,,,,,,,,,,,,,2383
Rigoberto Sanchez,Ind,P,,,,,,,,,,,,,,,,,,,80.0,45.3,0.0,29.0,5.0,,,,,,,,,,,,,2384
Kevin Huber,Cin,P,,,,,,,,,,,,,,,,,,,78.0,45.7,0.0,28.0,5.0,,,,,,,,,,,,,2385
Andy Lee,Ari,P,,,,,,,,,,,,,,,,,,,74.0,46.9,0.0,27.0,6.0,,,,,,,,,,,,,2386
Sam Koch,Bal,P,,,,,,,,,,,,,,,,,,,72.0,46.0,1.0,29.0,5.0,,,,,,,,,,,,,2387
Michael Dickson,Sea,P,,,,,,,,,,,,,,,,,,,74.0,46.3,1.0,26.0,5.0,,,,,,,,,,,,,2388
Sam Martin,Det,P,,,,,,,,,,,,,,,,,,,75.0,45.8,0.0,27.0,5.0,,,,,,,,,,,,,2389
A.J. Cole III,Oak,P,,,,,,,,,,,,,,,,,,,75.0,45.4,0.0,28.0,5.0,,,,,,,,,,,,,2390
Mitch Wishnowsky,SF,P,,,,,,,,,,,,,,,,,,,73.0,45.4,0.0,27.0,5.0,,,,,,,,,,,,,2391
Pat O'Donnell,Chi,P,,,,,,,,,,,,,,,,,,,74.0,45.0,1.0,27.0,5.0,,,,,,,,,,,,,2392
Lachlan Edwards,NYJ,P,,,,,,,,,,,,,,,,,,,76.0,45.3,0.0,25.0,4.0,,,,,,,,,,,,,2393
Michael Palardy,Car,P,,,,,,,,,,,,,,,,,,,72.0,45.1,0.0,27.0,4.0,,,,,,,,,,,,,2394
