Name,Team,Pos,Pass Yds,Pass Tds,Pass Ints,Rush Att,Rush Yds,Rush Tds,Tar,Rec,RecYds,Rec Tds,Tackles,Sack,FF,FR,Int,IntTD,FumTD,Pass Def,Pnt,PntAvg,PntBlk,Pnt20,TB,Win,WinMarg,Pass Cmp,Pass Att,FGM_0_40,FGA_0_40,FGM_40_49,FGA_40_49,FGM_50,FGA_50,XPM,XPA,PlayerID
Darius Leonard,Ind,LB,,,,,,,,,,,153,4,2,2,1,0,0,14.7,,,,,,,,,,,,,,,,,,1401
Luke Kuechly,Car,LB,,,,,,,,,,,141,2,2,1,1,0,0,11.4,,,,,,,,,,,,,,,,,,1402
Cory Littleton,LAR,LB,,,,,,,,,,,137,3,1,0,2,0,0,17.3,,,,,,,,,,,,,,,,,,1403
Bobby Wagner,Sea,LB,,,,,,,,,,,146,1,2,1,1,0,0,15.1,,,,,,,,,,,,,,,,,,1404
Kwon Alexander,SF,LB,,,,,,,,,,,131,2,2,2,1,0,0,11.3,,,,,,,,,,,,,,,,,,1405
Tremaine Edmunds,Buf,LB,,,,,,,,,,,132,2,2,1,2,0,0,18.1,,,,,,,,,,,,,,,,,,1406
Deion Jones,Atl,LB,,,,,,,,,,,133,1,2,1,2,0,0,18.2,,,,,,,,,,,,,,,,,,1407
Blake Martinez,GB,LB,,,,,,,,,,,141,4,1,0,1,0,0,5.5,,,,,,,,,,,,,,,,,,1408
Lavonte David,TB,LB,,,,,,,,,,,129,3,2,1,0,0,0,5.9,,,,,,,,,,,,,,,,,,1409
Roquan Smith,Chi,LB,,,,,,,,,,,130,4,1,0,1,0,0,10,,,,,,,,,,,,,,,,,,1410
Leighton Vander Esch,Dal,LB,,,,,,,,,,,140,1,1,0,2,0,0,11,,,,,,,,,,,,,,,,,,1411
Demario Davis,NO,LB,,,,,,,,,,,119,4,2,1,1,0,0,8.5,,,,,,,,,,,,,,,,,,1412
Eric Kendricks,Min,LB,,,,,,,,,,,125,1,1,1,1,0,0,12.6,,,,,,,,,,,,,,,,,,1413
C.J. Mosley,NYJ,LB,,,,,,,,,,,129,1,1,0,1,0,0,9.2,,,,,,,,,,,,,,,,,,1414
Jordan Hicks,Ari,LB,,,,,,,,,,,124,3,1,0,1,0,0,9.8,,,,,,,,,,,,,,,,,,1415
Jaylon Smith,Dal,LB,,,,,,,,,,,123,3,2,1,1,0,0,8.2,,,,,,,,,,,,,,,,,,1416
Devin White,TB,LB,,,,,,,,,,,118,3,1,1,1,0,0,9.3,,,,,,,,,,,,,,,,,,1417
Anthony Hitchens,KC,LB,,,,,,,,,,,135,1,1,1,0,0,0,4.2,,,,,,,,,,,,,,,,,,1418
Patrick Onwuasor,Bal,LB,,,,,,,,,,,108,3,2,1,1,0,0,8.6,,,,,,,,,,,,,,,,,,1419
Vontaze Burfict,Oak,LB,,,,,,,,,,,119,2,1,1,1,0,0,10.9,,,,,,,,,,,,,,,,,,1420
Jayon Brown,Ten,LB,,,,,,,,,,,104,3,2,1,1,0,0,10.5,,,,,,,,,,,,,,,,,,1421
Devin Bush,Pit,LB,,,,,,,,,,,112,3,1,1,1,0,0,9.1,,,,,,,,,,,,,,,,,,1422
T.J. Watt,Pit,LB,,,,,,,,,,,69,12,4,3,0,0,0,9.9,,,,,,,,,,,,,,,,,,1423
K.J. Wright,Sea,LB,,,,,,,,,,,112,1,1,0,1,0,0,10.3,,,,,,,,,,,,,,,,,,1424
Raekwon McMillan,Mia,LB,,,,,,,,,,,119,1,2,1,1,0,0,6.1,,,,,,,,,,,,,,,,,,1425
Alec Ogletree,NYG,LB,,,,,,,,,,,111,1,1,0,2,0,0,14.1,,,,,,,,,,,,,,,,,,1426
Danny Trevathan,Chi,LB,,,,,,,,,,,105,2,1,1,1,0,0,10.1,,,,,,,,,,,,,,,,,,1427
Joe Schobert,Cle,LB,,,,,,,,,,,106,3,2,1,1,0,0,10.2,,,,,,,,,,,,,,,,,,1428
Zach Cunningham,Hou,LB,,,,,,,,,,,113,1,2,1,1,0,0,10.2,,,,,,,,,,,,,,,,,,1429
Matt Milano,Buf,LB,,,,,,,,,,,101,1,1,0,2,0,0,12.4,,,,,,,,,,,,,,,,,,1430
Tahir Whitehead,Oak,LB,,,,,,,,,,,115,1,1,1,1,0,0,7.4,,,,,,,,,,,,,,,,,,1431
Nick Vigil,Cin,LB,,,,,,,,,,,112,1,1,0,1,0,0,7,,,,,,,,,,,,,,,,,,1432
Benardrick McKinney,Hou,LB,,,,,,,,,,,109,1,1,1,1,0,0,9.2,,,,,,,,,,,,,,,,,,1433
Fred Warner,SF,LB,,,,,,,,,,,113,1,1,1,0,0,0,7.9,,,,,,,,,,,,,,,,,,1434
Todd Davis,Den,LB,,,,,,,,,,,112,1,1,0,1,0,0,7.9,,,,,,,,,,,,,,,,,,1435
Myles Jack,Jax,LB,,,,,,,,,,,107,2,1,1,1,0,0,5,,,,,,,,,,,,,,,,,,1436
Chandler Jones,Ari,LB,,,,,,,,,,,50,12,3,2,0,0,0,8.4,,,,,,,,,,,,,,,,,,1437
Nigel Bradham,Phi,LB,,,,,,,,,,,104,2,1,0,1,0,0,7.6,,,,,,,,,,,,,,,,,,1438
Jerome Baker,Mia,LB,,,,,,,,,,,101,2,1,0,1,0,0,7.2,,,,,,,,,,,,,,,,,,1439
Von Miller,Den,LB,,,,,,,,,,,51,12,3,2,0,0,0,8.4,,,,,,,,,,,,,,,,,,1440
Denzel Perryman,LAC,LB,,,,,,,,,,,106,1,1,0,1,0,0,6.4,,,,,,,,,,,,,,,,,,1441
Anthony Barr,Min,LB,,,,,,,,,,,91,3,1,1,0,0,0,5.9,,,,,,,,,,,,,,,,,,1442
Jarrad Davis,Det,LB,,,,,,,,,,,92,3,1,1,0,0,0,6.8,,,,,,,,,,,,,,,,,,1443
Haason Reddick,Ari,LB,,,,,,,,,,,87,3,1,1,0,0,0,7.5,,,,,,,,,,,,,,,,,,1444
Christian Kirksey,Cle,LB,,,,,,,,,,,96,1,1,0,1,0,0,9.4,,,,,,,,,,,,,,,,,,1445
Kyle Van Noy,NE,LB,,,,,,,,,,,85,3,1,1,1,0,0,6.2,,,,,,,,,,,,,,,,,,1446
Thomas Davis,LAC,LB,,,,,,,,,,,96,1,1,0,0,0,0,7.3,,,,,,,,,,,,,,,,,,1447
Ryan Kerrigan,Wsh,LB,,,,,,,,,,,43,11,3,2,0,0,0,5.6,,,,,,,,,,,,,,,,,,1448
Anthony Walker,Ind,LB,,,,,,,,,,,92,1,0,0,1,0,0,5.4,,,,,,,,,,,,,,,,,,1449
Rashaan Evans,Ten,LB,,,,,,,,,,,96,1,1,0,0,0,0,5.2,,,,,,,,,,,,,,,,,,1450
Shaun Dion Hamilton,Wsh,LB,,,,,,,,,,,88,2,1,0,0,0,0,5.3,,,,,,,,,,,,,,,,,,1451
Shaq Thompson,Car,LB,,,,,,,,,,,86,3,1,0,0,0,0,4.3,,,,,,,,,,,,,,,,,,1452
Jon Bostic,Wsh,LB,,,,,,,,,,,90,2,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,1453
Wesley Woodyard,Ten,LB,,,,,,,,,,,88,2,0,0,0,0,0,3.9,,,,,,,,,,,,,,,,,,1454
De'Vondre Campbell,Atl,LB,,,,,,,,,,,90,1,1,0,0,0,0,3.6,,,,,,,,,,,,,,,,,,1455
Chris Board,Bal,LB,,,,,,,,,,,84,1,1,0,1,0,0,6.1,,,,,,,,,,,,,,,,,,1456
Mario Addison,Car,LB,,,,,,,,,,,41,10,2,1,0,0,0,4.3,,,,,,,,,,,,,,,,,,1457
Neville Hewitt,NYJ,LB,,,,,,,,,,,84,2,0,0,0,0,0,3.8,,,,,,,,,,,,,,,,,,1458
Adrian Phillips,LAC,LB,,,,,,,,,,,76,0,1,1,2,0,0,11.2,,,,,,,,,,,,,,,,,,1459
Preston Brown,Cin,LB,,,,,,,,,,,86,0,0,0,1,0,0,6.5,,,,,,,,,,,,,,,,,,1460
Blake Cashman,NYJ,LB,,,,,,,,,,,80,1,1,0,1,0,0,5.7,,,,,,,,,,,,,,,,,,1461
Kenny Young,Bal,LB,,,,,,,,,,,77,2,1,1,0,0,0,5,,,,,,,,,,,,,,,,,,1462
Dont'a Hightower,NE,LB,,,,,,,,,,,72,3,1,0,1,0,0,4.3,,,,,,,,,,,,,,,,,,1463
Lorenzo Alexander,Buf,LB,,,,,,,,,,,62,2,1,1,1,0,0,10.1,,,,,,,,,,,,,,,,,,1464
Josey Jewell,Den,LB,,,,,,,,,,,77,1,0,0,0,0,0,5.2,,,,,,,,,,,,,,,,,,1465
Vince Williams,Pit,LB,,,,,,,,,,,71,2,0,0,1,0,0,3.6,,,,,,,,,,,,,,,,,,1466
Markus Golden,NYG,LB,,,,,,,,,,,44,6,2,1,0,0,0,4.4,,,,,,,,,,,,,,,,,,1467
Leonard Floyd,Chi,LB,,,,,,,,,,,49,6,1,0,0,0,0,6.1,,,,,,,,,,,,,,,,,,1468
Shaquil Barrett,TB,LB,,,,,,,,,,,49,4,1,1,0,0,0,4.1,,,,,,,,,,,,,,,,,,1469
Devon Kennard,Det,LB,,,,,,,,,,,50,6,1,0,0,0,0,2.3,,,,,,,,,,,,,,,,,,1470
Matthew Judon,Bal,LB,,,,,,,,,,,44,6,1,1,0,0,0,4.6,,,,,,,,,,,,,,,,,,1471
Terrell Suggs,Ari,LB,,,,,,,,,,,36,7,2,1,0,0,0,7.6,,,,,,,,,,,,,,,,,,1472
Germaine Pratt,Cin,LB,,,,,,,,,,,68,1,1,0,1,0,0,5,,,,,,,,,,,,,,,,,,1473
Bud Dupree,Pit,LB,,,,,,,,,,,45,6,1,1,0,0,0,5.2,,,,,,,,,,,,,,,,,,1474
Zach Brown,Phi,LB,,,,,,,,,,,66,1,1,1,0,0,0,3.1,,,,,,,,,,,,,,,,,,1475
Harold Landry,Ten,LB,,,,,,,,,,,43,5,1,1,0,0,0,4.3,,,,,,,,,,,,,,,,,,1476
Bruce Irvin,Car,LB,,,,,,,,,,,34,6,2,2,0,0,0,4.5,,,,,,,,,,,,,,,,,,1477
B.J. Goodson,NYG,LB,,,,,,,,,,,67,1,0,0,1,0,0,6,,,,,,,,,,,,,,,,,,1478
Cameron Wake,Ten,LB,,,,,,,,,,,37,8,2,1,0,0,0,3.9,,,,,,,,,,,,,,,,,,1479
Sean Lee,Dal,LB,,,,,,,,,,,68,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,1480
Reggie Ragland,KC,LB,,,,,,,,,,,67,1,0,0,1,0,0,3.7,,,,,,,,,,,,,,,,,,1481
Josh Harvey-Clemons,Wsh,LB,,,,,,,,,,,61,1,0,0,0,0,0,5.2,,,,,,,,,,,,,,,,,,1482
Brian Burns,Car,LB,,,,,,,,,,,35,6,1,1,0,0,0,3.7,,,,,,,,,,,,,,,,,,1483
Leon Jacobs,Jax,LB,,,,,,,,,,,60,1,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,1484
Whitney Mercilus,Hou,LB,,,,,,,,,,,42,5,2,1,0,0,0,3.9,,,,,,,,,,,,,,,,,,1485
Za'Darius Smith,GB,LB,,,,,,,,,,,38,6,1,1,0,0,0,3.7,,,,,,,,,,,,,,,,,,1486
A.J. Klein,NO,LB,,,,,,,,,,,56,2,0,0,0,0,0,4.2,,,,,,,,,,,,,,,,,,1487
Bryce Hager,LAR,LB,,,,,,,,,,,57,1,1,1,0,0,0,5.4,,,,,,,,,,,,,,,,,,1488
Jahlani Tavai,Det,LB,,,,,,,,,,,58,1,1,0,0,0,0,4.4,,,,,,,,,,,,,,,,,,1489
Lorenzo Carter,NYG,LB,,,,,,,,,,,39,5,1,0,0,0,0,4.1,,,,,,,,,,,,,,,,,,1490
Montez Sweat,Wsh,LB,,,,,,,,,,,34,5,1,1,0,0,0,3.6,,,,,,,,,,,,,,,,,,1491
Genard Avery,Cle,LB,,,,,,,,,,,39,5,1,1,0,0,0,5.2,,,,,,,,,,,,,,,,,,1492
Clay Matthews,LAR,LB,,,,,,,,,,,39,5,1,1,0,0,0,3,,,,,,,,,,,,,,,,,,1493
Preston Smith,GB,LB,,,,,,,,,,,43,4,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,1494
Foye Oluokun,Atl,LB,,,,,,,,,,,59,1,1,0,0,0,0,3,,,,,,,,,,,,,,,,,,1495
Alex Anzalone,NO,LB,,,,,,,,,,,53,2,1,1,1,0,0,4.7,,,,,,,,,,,,,,,,,,1496
Christian Jones,Det,LB,,,,,,,,,,,55,1,1,0,0,0,0,3.8,,,,,,,,,,,,,,,,,,1497
Kareem Martin,NYG,LB,,,,,,,,,,,43,3,1,0,0,0,0,3.6,,,,,,,,,,,,,,,,,,1498
Pernell McPhee,Bal,LB,,,,,,,,,,,31,4,1,1,0,0,0,4.3,,,,,,,,,,,,,,,,,,1499
Jamie Collins Sr.,NE,LB,,,,,,,,,,,47,2,0,0,0,0,0,3.4,,,,,,,,,,,,,,,,,,1500
Ryan Connelly,NYG,LB,,,,,,,,,,,53,1,0,0,0,0,0,3.5,,,,,,,,,,,,,,,,,,1501
Vic Beasley Jr.,Atl,LB,,,,,,,,,,,24,6,1,1,0,0,0,4.7,,,,,,,,,,,,,,,,,,1502
Ryan Anderson,Wsh,LB,,,,,,,,,,,34,4,1,0,0,0,0,2.4,,,,,,,,,,,,,,,,,,1503
Jordan Jenkins,NYJ,LB,,,,,,,,,,,32,4,1,1,0,0,0,3,,,,,,,,,,,,,,,,,,1504
Rashan Gary,GB,LB,,,,,,,,,,,27,5,1,1,0,0,0,2.9,,,,,,,,,,,,,,,,,,1505
Kamu Grugier-Hill,Phi,LB,,,,,,,,,,,42,1,1,0,1,0,0,3.8,,,,,,,,,,,,,,,,,,1506
Quincy Williams,Jax,LB,,,,,,,,,,,44,1,0,0,0,0,0,3.2,,,,,,,,,,,,,,,,,,1507
Oren Burks,GB,LB,,,,,,,,,,,46,1,0,0,0,0,0,2.9,,,,,,,,,,,,,,,,,,1508
Sharif Finch,Ten,LB,,,,,,,,,,,28,3,1,1,0,0,0,3.1,,,,,,,,,,,,,,,,,,1509
Kiko Alonso,NO,LB,,,,,,,,,,,44,0,1,1,1,0,0,4.7,,,,,,,,,,,,,,,,,,1510
Andrew Van Ginkel,Mia,LB,,,,,,,,,,,44,1,0,0,0,0,0,3.2,,,,,,,,,,,,,,,,,,1511
Frankie Luvu,NYJ,LB,,,,,,,,,,,28,4,1,0,0,0,0,2.6,,,,,,,,,,,,,,,,,,1512
Damien Wilson,KC,LB,,,,,,,,,,,42,1,0,0,0,0,0,2.3,,,,,,,,,,,,,,,,,,1513
Bobby Okereke,Ind,LB,,,,,,,,,,,42,1,0,0,0,0,0,2.9,,,,,,,,,,,,,,,,,,1514
Jordan Evans,Cin,LB,,,,,,,,,,,41,1,0,0,0,0,0,3.2,,,,,,,,,,,,,,,,,,1515
Najee Goode,Jax,LB,,,,,,,,,,,37,1,0,0,0,0,0,2.9,,,,,,,,,,,,,,,,,,1516
Jason Pierre-Paul,TB,LB,,,,,,,,,,,21,4,0,0,0,0,0,1.8,,,,,,,,,,,,,,,,,,1517
Samson Ebukam,LAR,LB,,,,,,,,,,,22,2,2,1,0,0,0,3.4,,,,,,,,,,,,,,,,,,1518
Tyus Bowser,Bal,LB,,,,,,,,,,,21,3,1,0,0,0,0,2.9,,,,,,,,,,,,,,,,,,1519
Nicholas Morrow,Oak,LB,,,,,,,,,,,33,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,1520
Sione Takitaki,Cle,LB,,,,,,,,,,,34,1,0,0,0,0,0,2.4,,,,,,,,,,,,,,,,,,1521
Joe Jones,Den,LB,,,,,,,,,,,34,1,0,0,0,0,0,2.3,,,,,,,,,,,,,,,,,,1522
Brennan Scarlett,Hou,LB,,,,,,,,,,,23,2,1,0,0,0,0,2.8,,,,,,,,,,,,,,,,,,1523
Ja'Whaun Bentley,NE,LB,,,,,,,,,,,32,1,0,0,0,0,0,2.8,,,,,,,,,,,,,,,,,,1524
Travin Howard,LAR,LB,,,,,,,,,,,31,1,0,0,0,0,0,2.4,,,,,,,,,,,,,,,,,,1525
Darron Lee,KC,LB,,,,,,,,,,,31,0,0,0,1,0,0,3.4,,,,,,,,,,,,,,,,,,1526
Dylan Cole,Hou,LB,,,,,,,,,,,30,1,0,0,0,0,0,3.4,,,,,,,,,,,,,,,,,,1527
Dre Greenlaw,SF,LB,,,,,,,,,,,31,0,0,0,0,0,0,2.1,,,,,,,,,,,,,,,,,,1528
