Name,Team,Pos,Pass Yds,Pass Tds,Pass Ints,Rush Att,Rush Yds,Rush Tds,Tar,Rec,RecYds,Rec Tds,Tackles,Sack,FF,FR,Int,IntTD,FumTD,Pass Def,Pnt,PntAvg,PntBlk,Pnt20,TB,Win,WinMarg,Pass Cmp,Pass Att,FGM_0_40,FGA_0_40,FGM_40_49,FGA_40_49,FGM_50,FGA_50,XPM,XPA,PlayerID
Kaare Vedvik,Min,"K, P",,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2668
Tress Way,Wsh,P,,,,,,,,,,,,,,,,,,,83.0,45.8,0.0,31.0,5.0,,,,,,,,,,,,,2669
Corey Bojorquez,Buf,P,,,,,,,,,,,,,,,,,,,79.0,45.3,1.0,32.0,6.0,,,,,,,,,,,,,2670
Matt Haack,Mia,P,,,,,,,,,,,,,,,,,,,84.0,44.8,0.0,31.0,5.0,,,,,,,,,,,,,2671
Logan Cooke,Jax,P,,,,,,,,,,,,,,,,,,,81.0,45.3,0.0,31.0,6.0,,,,,,,,,,,,,2672
Brett Kern,Ten,P,,,,,,,,,,,,,,,,,,,75.0,46.1,0.0,29.0,4.0,,,,,,,,,,,,,2673
Colby Wadman,Den,P,,,,,,,,,,,,,,,,,,,81.0,45.2,0.0,29.0,6.0,,,,,,,,,,,,,2674
Kevin Huber,Cin,P,,,,,,,,,,,,,,,,,,,78.0,45.7,0.0,28.0,5.0,,,,,,,,,,,,,2675
Andy Lee,Ari,P,,,,,,,,,,,,,,,,,,,73.0,46.9,0.0,26.0,6.0,,,,,,,,,,,,,2676
Sam Koch,Bal,P,,,,,,,,,,,,,,,,,,,72.0,46.0,1.0,29.0,5.0,,,,,,,,,,,,,2677
Rigoberto Sanchez,Ind,P,,,,,,,,,,,,,,,,,,,77.0,45.3,0.0,28.0,5.0,,,,,,,,,,,,,2678
Michael Dickson,Sea,P,,,,,,,,,,,,,,,,,,,74.0,46.3,1.0,26.0,5.0,,,,,,,,,,,,,2679
Sam Martin,Det,P,,,,,,,,,,,,,,,,,,,75.0,45.8,0.0,27.0,5.0,,,,,,,,,,,,,2680
A.J. Cole III,Oak,P,,,,,,,,,,,,,,,,,,,75.0,45.4,0.0,28.0,5.0,,,,,,,,,,,,,2681
Mitch Wishnowsky,SF,P,,,,,,,,,,,,,,,,,,,73.0,45.4,0.0,27.0,5.0,,,,,,,,,,,,,2682
Lachlan Edwards,NYJ,P,,,,,,,,,,,,,,,,,,,76.0,45.3,0.0,25.0,4.0,,,,,,,,,,,,,2683
Pat O'Donnell,Chi,P,,,,,,,,,,,,,,,,,,,74.0,45.0,1.0,27.0,5.0,,,,,,,,,,,,,2684
Trevor Daniel,Hou,P,,,,,,,,,,,,,,,,,,,70.0,44.9,0.0,28.0,5.0,,,,,,,,,,,,,2685
Riley Dixon,NYG,P,,,,,,,,,,,,,,,,,,,75.0,45.5,1.0,24.0,4.0,,,,,,,,,,,,,2686
Michael Palardy,Car,P,,,,,,,,,,,,,,,,,,,72.0,45.1,0.0,27.0,4.0,,,,,,,,,,,,,2687
Matt Bosher,Atl,P,,,,,,,,,,,,,,,,,,,68.0,45.8,1.0,27.0,3.0,,,,,,,,,,,,,2688
Matt Wile,Min,P,,,,,,,,,,,,,,,,,,,72.0,45.3,1.0,26.0,4.0,,,,,,,,,,,,,2689
Tyler Newsome,LAC,P,,,,,,,,,,,,,,,,,,,68.0,45.4,0.0,25.0,4.0,,,,,,,,,,,,,2690
Jordan Berry,Pit,P,,,,,,,,,,,,,,,,,,,70.0,44.1,0.0,28.0,4.0,,,,,,,,,,,,,2691
Chris Jones,Dal,P,,,,,,,,,,,,,,,,,,,67.0,45.1,0.0,26.0,4.0,,,,,,,,,,,,,2692
Cameron Johnston,Phi,P,,,,,,,,,,,,,,,,,,,64.0,46.1,0.0,24.0,5.0,,,,,,,,,,,,,2693
Thomas Morstead,NO,P,,,,,,,,,,,,,,,,,,,63.0,46.2,0.0,24.0,4.0,,,,,,,,,,,,,2694
Bradley Pinion,TB,P,,,,,,,,,,,,,,,,,,,72.0,44.2,0.0,25.0,3.0,,,,,,,,,,,,,2695
Johnny Hekker,LAR,P,,,,,,,,,,,,,,,,,,,58.0,46.6,0.0,24.0,3.0,,,,,,,,,,,,,2696
Dustin Colquitt,KC,P,,,,,,,,,,,,,,,,,,,61.0,45.1,0.0,26.0,5.0,,,,,,,,,,,,,2697
Britton Colquitt,Cle,P,,,,,,,,,,,,,,,,,,,68.0,45.2,0.0,23.0,3.0,,,,,,,,,,,,,2698
Jake Bailey,NE,P,,,,,,,,,,,,,,,,,,,64.0,45.4,0.0,24.0,4.0,,,,,,,,,,,,,2699
JK Scott,GB,P,,,,,,,,,,,,,,,,,,,65.0,45.2,0.0,22.0,5.0,,,,,,,,,,,,,2700
Bryan Anger,Hou,P,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2701
Johnny Townsend,NYG,P,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2702
Austin Rehkow,NYG,P,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,2703
Justin Vogel,Den,P,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,2704
Drew Kaser,Oak,P,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,2705
Matt Darr,NYJ,P,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2706
Kasey Redfern,Dal,P,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2707
Ryan Allen,NE,P,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,2708
Colton Schmidt,Buf,P,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,2709
Marquette King,Den,P,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,2710
Ryan Quigley,Min,P,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,2711
Brad Wing,NYG,P,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,2712
Jeff Locke,SF,P,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,2713
Brad Nortman,Jax,P,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,2714
Jon Ryan,Buf,P,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,2715
