Name,Team,Pos,Pass Yds,Pass Tds,Pass Ints,Rush Att,Rush Yds,Rush Tds,Tar,Rec,RecYds,Rec Tds,Tackles,Sack,FF,FR,Int,IntTD,FumTD,Pass Def,Pnt,PntAvg,PntBlk,Pnt20,TB,Win,WinMarg,Pass Cmp,Pass Att,FGM_0_40,FGA_0_40,FGM_40_49,FGA_40_49,FGM_50,FGA_50,XPM,XPA,PlayerID
Chiefs Coach,KC,HC,,,,,,,,,,,,,,,,,,,,,,,,11.0,97.0,,,,,,,,,,,2535
Buccaneers Coach,TB,HC,,,,,,,,,,,,,,,,,,,,,,,,10.0,52.0,,,,,,,,,,,2536
Seahawks Coach,Sea,HC,,,,,,,,,,,,,,,,,,,,,,,,10.0,50.0,,,,,,,,,,,2537
Ravens Coach,Bal,HC,,,,,,,,,,,,,,,,,,,,,,,,11.0,76.0,,,,,,,,,,,2538
Cardinals Coach,Ari,HC,,,,,,,,,,,,,,,,,,,,,,,,8.0,-13.0,,,,,,,,,,,2539
Patriots Coach,NE,HC,,,,,,,,,,,,,,,,,,,,,,,,8.0,9.0,,,,,,,,,,,2540
Steelers Coach,Pit,HC,,,,,,,,,,,,,,,,,,,,,,,,10.0,68.0,,,,,,,,,,,2541
49ers Coach,SF,HC,,,,,,,,,,,,,,,,,,,,,,,,10.0,72.0,,,,,,,,,,,2542
Rams Coach,LAR,HC,,,,,,,,,,,,,,,,,,,,,,,,7.0,-16.0,,,,,,,,,,,2543
Chargers Coach,LAC,HC,,,,,,,,,,,,,,,,,,,,,,,,8.0,-11.0,,,,,,,,,,,2544
Titans Coach,Ten,HC,,,,,,,,,,,,,,,,,,,,,,,,9.0,37.0,,,,,,,,,,,2545
Bears Coach,Chi,HC,,,,,,,,,,,,,,,,,,,,,,,,6.0,-61.0,,,,,,,,,,,2546
Packers Coach,GB,HC,,,,,,,,,,,,,,,,,,,,,,,,8.0,10.0,,,,,,,,,,,2547
Raiders Coach,LV,HC,,,,,,,,,,,,,,,,,,,,,,,,7.0,-31.0,,,,,,,,,,,2548
Bills Coach,Buf,HC,,,,,,,,,,,,,,,,,,,,,,,,9.0,27.0,,,,,,,,,,,2549
Colts Coach,Ind,HC,,,,,,,,,,,,,,,,,,,,,,,,10.0,54.0,,,,,,,,,,,2550
Saints Coach,NO,HC,,,,,,,,,,,,,,,,,,,,,,,,11.0,93.0,,,,,,,,,,,2551
Dolphins Coach,Mia,HC,,,,,,,,,,,,,,,,,,,,,,,,6.0,-63.0,,,,,,,,,,,2552
Lions Coach,Det,HC,,,,,,,,,,,,,,,,,,,,,,,,9.0,20.0,,,,,,,,,,,2553
Broncos Coach,Den,HC,,,,,,,,,,,,,,,,,,,,,,,,8.0,-10.0,,,,,,,,,,,2554
Vikings Coach,Min,HC,,,,,,,,,,,,,,,,,,,,,,,,9.0,24.0,,,,,,,,,,,2555
Falcons Coach,Atl,HC,,,,,,,,,,,,,,,,,,,,,,,,8.0,-10.0,,,,,,,,,,,2556
Panthers Coach,Car,HC,,,,,,,,,,,,,,,,,,,,,,,,4.0,-112.0,,,,,,,,,,,2557
Texans Coach,Hou,HC,,,,,,,,,,,,,,,,,,,,,,,,8.0,-10.0,,,,,,,,,,,2558
Browns Coach,Cle,HC,,,,,,,,,,,,,,,,,,,,,,,,9.0,29.0,,,,,,,,,,,2559
Eagles Coach,Phi,HC,,,,,,,,,,,,,,,,,,,,,,,,9.0,28.0,,,,,,,,,,,2560
Bengals Coach,Cin,HC,,,,,,,,,,,,,,,,,,,,,,,,6.0,-65.0,,,,,,,,,,,2561
Cowboys Coach,Dal,HC,,,,,,,,,,,,,,,,,,,,,,,,10.0,45.0,,,,,,,,,,,2562
Washington Coach,Wsh,HC,,,,,,,,,,,,,,,,,,,,,,,,5.0,-104.0,,,,,,,,,,,2563
Giants Coach,NYG,HC,,,,,,,,,,,,,,,,,,,,,,,,6.0,-45.0,,,,,,,,,,,2564
Jaguars Coach,Jax,HC,,,,,,,,,,,,,,,,,,,,,,,,3.0,-138.0,,,,,,,,,,,2565
Jets Coach,NYJ,HC,,,,,,,,,,,,,,,,,,,,,,,,5.0,-103.0,,,,,,,,,,,2566
