Rank,Player,Team,Opp,Position,Rush,Rush Yds,Rush TDs,0-9 RushTDs,10-19 RushTDs,20-29 RushTDs,30-39 RushTDs,40-49 RushTDs,50+ RushTDs,Rec,Rec Yds,Rec TDs,>= 50yds,>= 100yds,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Elliott, Ezekiel",DAL,@WAS,RB,20.4,102.5,0.8,0.6,0.1,0.,0.,0.,0.1,2.3,20.9,0.,0.1,0.,0.,0.5,0.1,2.7,17.3
2,"Bell, Le'Veon",PIT,@DET,RB,18.5,88.8,0.5,0.5,0.,0.,0.,0.,0.,3.8,28.8,0.1,0.1,0.1,0.,0.,0.1,2.7,15.5
3,"Howard, Jordan",CHI,@NOR,RB,18.7,95.1,0.5,0.5,0.,0.,0.,0.,0.,2.2,22.,0.1,0.1,0.,0.,0.,0.1,2.2,15.4
4,"Lynch, Marshawn",OAK,@BUF,RB,13.9,62.4,0.8,0.6,0.,0.2,0.,0.,0.,2.9,24.2,0.1,0.1,0.,1.1,0.,0.,2.6,13.8
5,"McCoy, LeSean",BUF,OAK,RB,13.4,68.3,0.5,0.3,0.1,0.1,0.,0.,0.,2.8,21.8,0.1,0.1,0.,0.,0.,0.1,3.2,12.5
6,"Ajayi, Jay",MIA,@BAL,RB,18.8,82.1,0.5,0.3,0.1,0.1,0.,0.,0.,2.5,16.7,0.,0.1,0.,0.,0.,0.,1.6,12.5
7,"Blount, LeGarrette",PHI,SFO,RB,14.7,58.4,0.9,0.7,0.,0.,0.,0.1,0.,1.1,9.1,0.1,0.,0.,2.,0.,0.1,2.3,12.2
8,"Gillislee, Mike",NEP,LAC,RB,12.4,55.9,0.7,0.6,0.,0.,0.,0.1,0.,1.,8.3,0.1,0.,0.,0.,2.2,0.,1.9,11.2
9,"Ingram, Mark",NOR,CHI,RB,11.9,58.9,0.4,0.3,0.1,0.,0.,0.,0.,2.9,21.6,0.1,0.1,0.,0.,0.,0.1,3.2,11.2
10,"Cook, Dalvin",MIN,@CLE,RB,13.1,55.1,0.5,0.3,0.1,0.,0.,0.,0.,3.,21.,0.1,0.1,0.,0.,0.,0.1,3.5,11.2
11,"Freeman, Devonta",ATL,@NYJ,RB,11.4,51.8,0.5,0.4,0.,0.,0.,0.,0.,3.,26.3,0.1,0.1,0.1,0.,0.,0.1,3.5,11.1
12,"Miller, Lamar",HOU,@SEA,RB,18.,67.2,0.4,0.3,0.,0.,0.,0.,0.,2.2,13.3,0.,0.1,0.,0.,0.,0.1,1.6,10.6
13,"Gordon, Melvin",LAC,@NEP,RB,16.,60.1,0.3,0.3,0.,0.,0.,0.,0.,3.1,26.7,0.1,0.1,0.1,0.,0.,0.3,2.7,10.5
14,"Anderson, C.J.",DEN,@KCC,RB,13.6,55.2,0.5,0.3,0.1,0.,0.,0.,0.,2.4,19.6,0.1,0.1,0.,0.,2.2,0.2,2.,10.5
