Rank,Player,Team,Opp,Position,Tgt,RZTgt,Rec,Rec Yds,Rec TDs,0-9 RecTDs,10-19 RecTDs,20-29 RecTDs,30-39 RecTDs,40-49 RecTDs,50+ RecTDs,Rush Yds,Rush TDs,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Reed, Jordan",WAS,DAL,TE,7.3,1.5,5.3,58.3,0.5,0.3,0.1,0.1,0.,0.,0.,0.,0.,0.,-0.3,0.1,1.3,8.6
2,"Gronkowski, Rob",NEP,LAC,TE,6.,1.6,3.6,55.8,0.5,0.2,0.1,0.,0.,0.,0.1,0.,0.,0.,0.,0.,1.5,8.4
3,"Olsen, Greg",CAR,@TBB,TE,7.2,1.6,4.3,57.9,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.3,7.1
4,"Graham, Jimmy",SEA,HOU,TE,6.1,1.6,3.9,53.3,0.3,0.1,0.1,0.,0.1,0.,0.,0.,0.,0.,0.,0.1,1.2,6.8
5,"Eifert, Tyler",CIN,IND,TE,4.2,1.2,2.8,33.,0.5,0.3,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,1.2,6.4
6,"Hooper, Austin",ATL,@NYJ,TE,4.2,1.,2.7,33.9,0.5,0.2,0.1,0.1,0.,0.1,0.,0.,0.,0.,0.,0.,1.,6.3
7,"Ertz, Zach",PHI,SFO,TE,7.,1.3,4.7,50.7,0.2,0.1,0.,0.1,0.,0.,0.,0.,0.,0.,0.5,0.,0.9,6.3
8,"Henry, Hunter",LAC,@NEP,TE,4.2,1.,2.6,31.1,0.5,0.3,0.2,0.,0.,0.,0.,0.,0.,0.,0.6,0.1,0.7,6.2
9,"Howard, O.J.",TBB,CAR,TE,4.3,1.,2.8,36.9,0.4,0.1,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,1.,6.1
10,"Doyle, Jack",IND,@CIN,TE,5.2,0.9,3.7,38.1,0.4,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.6,6.
11,"Kelce, Travis",KCC,DEN,TE,5.5,1.1,3.7,47.8,0.1,0.,0.1,0.,0.,0.,0.,-0.1,0.,0.,0.,0.1,1.,5.6
12,"Gates, Antonio",LAC,@NEP,TE,5.2,1.4,2.8,29.2,0.4,0.3,0.1,0.,0.,0.,0.,0.,0.,0.,0.2,0.1,0.7,5.3
13,"Clay, Charles",BUF,OAK,TE,6.1,1.2,3.7,36.8,0.3,0.1,0.1,0.,0.,0.1,0.,0.,0.,0.,0.,0.,1.,5.2
14,"Witten, Jason",DAL,@WAS,TE,6.2,1.5,4.3,40.1,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.9,5.2
15,"Brate, Cameron",TBB,CAR,TE,3.7,0.9,2.4,30.,0.4,0.1,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.8,5.1
16,"Allen, Dwayne",NEP,LAC,TE,4.5,0.8,2.7,31.6,0.3,0.1,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.7,5.
17,"Thomas, Julius",MIA,@BAL,TE,4.5,0.5,2.8,26.4,0.4,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.4,4.8
18,"Rudolph, Kyle",MIN,@CLE,TE,5.,1.3,3.1,31.6,0.3,0.2,0.,0.1,0.,0.,0.,0.,0.,0.,0.,0.,1.1,4.8
19,"Njoku, David",CLE,MIN,TE,4.1,0.9,2.7,32.3,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.8,4.7
20,"Watson, Benjamin",BAL,MIA,TE,5.7,1.3,3.7,33.7,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.9,4.6
21,"Davis, Vernon",WAS,DAL,TE,4.7,0.5,3.3,41.,0.1,0.,0.1,0.,0.,0.,0.,0.,0.,0.,0.4,0.,0.6,4.6
22,"Fleener, Coby",NOR,CHI,TE,5.2,1.3,3.,34.9,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,4.5
23,"Miller, Zach",CHI,@NOR,TE,4.2,0.4,3.,33.,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.3,4.4
24,"Cook, Jared",OAK,@BUF,TE,4.7,0.7,2.9,33.8,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.3,4.3
25,"Ebron, Eric",DET,PIT,TE,4.5,0.7,2.9,32.7,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.6,4.1
26,"Fiedorowicz, C.J.",HOU,@SEA,TE,4.7,0.8,2.7,28.6,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.5,4.
27,"Kittle, George",SFO,@PHI,TE,3.1,0.6,1.9,24.2,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.6,3.9
