PlayerID,Name,Team,Pos,Pass Att,Pass Cmp,Pass Yds,Pass Tds,Pass Ints,Rush Att,Rush Yds,Rush Tds,Rec,Rec Yds,Rec Tds
1,David Johnson,Ari,RB,0,0,0,0,0,307.1,1227.8,11.7,77.7,779.4,4.1
2,Le'Veon Bell,Pit,RB,0,0,0,0,0,303.6,1396.6,9.8,81.9,672.2,3.7
3,LeSean McCoy,Buf,RB,0,0,0,0,0,240.8,1196.6,7.4,53,417.1,1.6
4,Jay Ajayi,Mia,RB,0,0,0,0,0,295.3,1312.3,8.9,29.1,224,1.4
5,Melvin Gordon,LAC,RB,0,0,0,0,0,295.7,1200.4,6.9,43,345.5,1.9
6,Jordan Howard,Chi,RB,0,0,0,0,0,273.4,1240.4,8.2,31.9,263.5,1.4
7,Todd Gurley,LAR,RB,0,0,0,0,0,291.6,1125.1,8.6,46.2,356.4,1.4
8,Leonard Fournette,Jax,RB,0,0,0,0,0,277.5,1240.3,8.4,30.7,245.9,0.7
9,Devonta Freeman,Atl,RB,0,0,0,0,0,202.3,857.7,9.5,52.2,446.3,3.4
10,DeMarco Murray,Ten,RB,0,0,0,0,0,239.6,1049.7,7.6,43.6,311.5,1.8
11,Marshawn Lynch,Oak,RB,0,0,0,0,0,222.3,969.5,8.9,34.8,286.8,1.4
12,Lamar Miller,Hou,RB,0,0,0,0,0,256,1045.9,6.3,38.2,304.1,1.1
13,Carlos Hyde,SF,RB,0,0,0,0,0,237.1,983.9,6.5,38.3,281.5,1.2
14,Kareem Hunt,KC,RB,0,0,0,0,0,217.2,893.5,7.9,38.2,302,0.9
15,Isaiah Crowell,Cle,RB,0,0,0,0,0,224.8,965.3,6.3,36.3,278.9,1
16,Ezekiel Elliott,Dal,RB,0,0,0,0,0,195.8,920.9,7.1,27.8,243,1.2
17,Dalvin Cook,Min,RB,0,0,0,0,0,207.2,898.6,6.7,34.3,284.7,1
18,Frank Gore,Ind,RB,0,0,0,0,0,230.1,934.1,6,28.8,234.4,1.4
19,Mark Ingram,NO,RB,0,0,0,0,0,169,768.2,6.9,41.4,311.1,2.1
20,Terrance West,Bal,RB,0,0,0,0,0,222.4,913.3,5.3,34.1,242.9,1.4
21,Ameer Abdullah,Det,RB,0,0,0,0,0,203.2,858.8,4.7,35.4,291,1.7
22,Christian McCaffrey,Car,RB,0,0,0,0,0,142.3,639.2,4.1,52.6,477.4,2.3
23,Joe Mixon,Cin,RB,0,0,0,0,0,192.1,808.4,7.2,27.9,222.7,0.8
24,Ty Montgomery,GB,RB,0,0,0,0,0,159.4,711,4.1,44,356,2.6
25,C.J. Anderson,Den,RB,0,0,0,0,0,184.6,824.2,5.3,30.7,248.6,0.8
26,Adrian Peterson,NO,RB,0,0,0,0,0,160.9,716.7,6.3,34.1,260,1.7
27,Paul Perkins,NYG,RB,0,0,0,0,0,214.9,877.5,3.4,26.3,227.3,0.9
28,Robert Kelley,Wsh,RB,0,0,0,0,0,209.7,864.5,6.7,15,119.1,0.5
29,Bilal Powell,NYJ,RB,0,0,0,0,0,154.7,697.6,3.2,53.7,391.2,1.2
30,Eddie Lacy,Sea,RB,0,0,0,0,0,182.5,803.4,5.3,14.7,122.7,0.7
31,Mike Gillislee,NE,RB,0,0,0,0,0,162.1,775.2,6.4,13.3,109.5,0.4
32,Danny Woodhead,Bal,RB,0,0,0,0,0,98,407.1,2.6,64.4,527.2,2.9
33,Tevin Coleman,Atl,RB,0,0,0,0,0,124.5,534.7,5.1,32.9,312.3,2.3
34,Jonathan Stewart,Car,RB,0,0,0,0,0,177.9,766.8,6.5,11.9,93.1,0.4
