PlayerID,Name,Team,Pos,Tackles,Sack,FF,FR,Int,Int TD,Fum TD,Pass Def
1,Cameron Heyward,Pit,DT,49.8,6,0.4,0.6,0,0,0.1,6
2,Calais Campbell,Jax,DT,56.1,7.3,1.6,0.8,0.6,0,0.2,5.3
3,Chris Jones,KC,DT,33.4,2.2,0.3,0.4,0,0,0,5
4,Ndamukong Suh,Mia,DT,62.4,5.7,0.5,0.6,0,0,0.1,4.4
5,Malik Jackson,Jax,DT,38.9,5.1,0.4,0.5,0,0,0,3.9
6,Gerald McCoy,TB,DT,39.6,6.5,1.4,0.6,0,0,0.1,3.8
7,David Irving,Dal,DT,21.6,3,1.2,0.3,0,0,0,3.8
8,Aaron Donald,LAR,DT,52.2,7.5,1.6,0.6,0,0,0.1,3.6
9,Jurrell Casey,Ten,DT,49.8,5.2,0.4,0.5,0,0,0.1,3.5
10,Haloti Ngata,Det,DT,37.1,2.8,0.4,0.5,0.1,0,0,3.4
11,A'Shawn Robinson,Det,DT,39.6,2.5,0.5,0.4,0,0,0,3.1
12,Corey Liuget,LAC,DT,44.1,2.2,0.5,0.6,0,0,0.1,3
13,Dontari Poe,Atl,DT,34.8,2.2,0.7,0.5,0,0,0.1,2.8
14,Kawann Short,Car,DT,53.7,5.9,1.3,0.5,0,0,0.1,2.7
15,Linval Joseph,Min,DT,71.8,3.3,0.8,0.3,0,0,0,2.7
16,Jarran Reed,Sea,DT,34.8,1.5,0.3,0.4,0,0,0,2.6
17,Danny Shelton,Cle,DT,56.6,1.3,0.1,0.3,0,0,0,2.5
18,Alan Branch,NE,DT,53.5,2.5,0.8,0.5,0,0,0,2.5
19,Damon Harrison,NYG,DT,69,1.9,0.7,0.3,0,0,0,2.4
20,Marcell Dareus,Buf,DT,66.8,5.7,0.4,0.6,0,0,0.1,2.2
21,Mario Edwards Jr.,Oak,DT,54,2.6,2,0.5,0,0,0.1,2.2
22,Terrell McClain,Wsh,DT,45.8,2.4,0.6,0.3,0,0,0,2.2
23,Tim Jernigan,Phi,DT,36.5,4.6,0.3,0.4,0.2,0,0,2.2
24,Grady Jarrett,Atl,DT,49,4.5,0.1,0.3,0,0,0,2.1
25,Al Woods,Ind,DT,42.4,0.8,0.1,0.2,0,0,0,2
26,Brandon Mebane,LAC,DT,38.4,1.4,0.1,0.2,0,0,0,2
27,Corey Peters,Ari,DT,28,1.1,0.1,0.2,0,0,0,2
28,Fletcher Cox,Phi,DT,47.6,5.2,1,0.5,0,0,0.1,1.9
29,Chris Baker,TB,DT,53.7,3.6,1.7,0.6,0,0,0.1,1.9
30,Abry Jones,Jax,DT,38.1,1,0.3,0.2,0,0,0,1.9
31,Jordan Phillips,Mia,DT,17.1,0.8,0.2,0.3,0.1,0,0,1.9
32,Tyeler Davison,NO,DT,27.6,0.6,0.1,0.2,0,0,0,1.8
33,Michael Brockers,LAR,DT,28,1.1,0.2,0.2,0,0,0,1.8
34,Domata Peko,Den,DT,35.6,0.8,0.1,0.2,0,0,0,1.8
35,Justin Ellis,Oak,DT,30.7,0.4,0.1,0.2,0,0,0,1.8
36,Eddie Goldman,Chi,DT,29,3.2,0.1,0.2,0,0,0,1.7
37,Bennie Logan,KC,DT,30.2,1.8,0.5,0.2,0,0,0,1.7
38,Sylvester Williams,Ten,DT,23.7,1.1,0.1,0.2,0,0,0,1.6
39,Akiem Hicks,Chi,DT,55.6,5.2,1.4,0.6,0,0,0.1,1.6
40,Solomon Thomas,SF,DT,41.7,3,0.7,0.5,0,0,0,1.6
41,Kenny Clark,GB,DT,28.5,1,0.1,0.2,0,0,0,1.6
42,Michael Pierce,Bal,DT,31.2,1.4,0.1,0.2,0,0,0,1.6
43,Earl Mitchell,SF,DT,30.7,0.6,0.1,0.2,0,0,0,1.6
44,Jonathan Allen,Wsh,DT,40.6,2.8,0.7,0.5,0,0,0,1.6
45,D.J. Reader,Hou,DT,26.3,1.2,0.1,0.2,0,0,0,1.5
46,Ricky Jean Francois,GB,DT,33.8,2.1,0.3,0.4,0,0,0,1.5
47,Derrick Shelby,Atl,DT,19.6,1.1,0.4,0.3,0.1,0,0,1.4
48,Allen Bailey,KC,DT,29.2,2.5,0.7,0.4,0,0,0,1.4
49,Javon Hargrave,Pit,DT,23.5,1.8,0.1,0.2,0,0,0,1.4
50,Frostee Rucker,Ari,DT,28.1,1.5,1.2,0.4,0,0,0,1.4
51,Andrew Billings,Cin,DT,34.2,2.5,0.6,0.4,0,0,0,1.3
52,Sheldon Rankins,NO,DT,42.8,4.3,1,0.5,0,0,0,1.3
53,Denico Autry,Oak,DT,14.9,1,0.2,0.2,0,0,0,1.2
54,DeForest Buckner,SF,DT,63.7,5,0.4,0.6,0,0,0.1,1.1
55,Vernon Butler,Car,DT,24.6,2,0.3,0.3,0,0,0,1.1
56,Brandon Williams,Bal,DT,50.9,1.5,0.5,0.5,0,0,0,1.1
57,Karl Klug,Ten,DT,22.6,2.3,0.4,0.3,0,0,0,1.1
58,Star Lotulelei,Car,DT,28.7,2.9,0.7,0.4,0,0,0,1.1
59,Mike Daniels,GB,DT,40.1,4.1,0.3,0.5,0.1,0,0,1
60,Davon Godchaux,Mia,DT,26.7,1.9,0.4,0.3,0,0,0,1
61,Adolphus Washington,Buf,DT,25.3,1.9,0.3,0.3,0,0,0,1
62,Darius Latham,Oak,DT,24.1,1.3,0.3,0.3,0,0,0,1
63,Jonathan Bullard,Chi,DT,33.1,2.1,0.4,0.4,0,0,0,1
64,Robert Nkemdiche,Ari,DT,25.7,1.9,0.4,0.3,0,0,0,1
65,Lawrence Guy,NE,DT,36.6,1.8,0.7,0.4,0,0,0,0.9
66,David Onyemata,NO,DT,29.1,1.8,0.4,0.4,0,0,0,0.9
67,Dalvin Tomlinson,NYG,DT,23.8,1.7,0.4,0.3,0,0,0,0.9
