PlayerID,Name,Team,Pos,Tackles,Sack,FF,FR,Int,Int TD,Fum TD,Pass Def
1,Keith Smith,Dal,LB,0,0,0,0,0,0,0,14.5
2,Deion Jones,Atl,LB,121.5,0.8,1.7,1,2.2,0.3,0.1,11.7
3,Jordan Hicks,Phi,LB,96.7,1.1,0.7,1,2,0.2,0.1,9.5
4,Ryan Shazier,Pit,LB,117.9,3.2,2.4,1,2.1,0.2,0.1,9.3
5,Alec Ogletree,LAR,LB,126.5,0.7,1.8,1,1.5,0.2,0.1,9.2
6,Luke Kuechly,Car,LB,155.1,2.6,1.2,1,1.9,0.2,0.1,9.2
7,Jatavis Brown,LAC,LB,116.1,3.4,2.2,0.9,0.5,0.1,0.1,8.3
8,De'Vondre Campbell,Atl,LB,85,0.7,1.2,0.9,1.1,0.1,0.1,8.2
9,Eric Kendricks,Min,LB,124.8,2.8,0.9,1,0.8,0.1,0.1,8.2
10,C.J. Mosley,Bal,LB,112.3,1,1.1,1,2.1,0.2,0.1,7.7
11,Kwon Alexander,TB,LB,138.9,2.7,1.2,1,1.1,0.1,0.1,7.4
12,Vontaze Burfict,Cin,LB,114.5,2,1,0.8,1.6,0.2,0.1,7.1
13,Mark Barron,LAR,LB,112,1.2,0.7,1,1.4,0.2,0.1,7
14,Telvin Smith,Jax,LB,117,1.4,0.7,1,1.5,0.2,0.1,6.9
15,Danny Trevathan,Chi,LB,117.5,1.4,0.6,0.9,0.6,0.1,0.1,6.7
16,NaVorro Bowman,SF,LB,134.3,3,2.4,0.9,2,0.2,0.1,6.5
17,Jonathan Casillas,NYG,LB,89.3,1.4,0.8,0.7,0.4,0.1,0.1,5.6
18,Shaq Thompson,Car,LB,78.1,0.5,0.5,0.7,0.9,0.1,0.1,5.6
19,Lavonte David,TB,LB,107.3,3.6,2.5,1,1.1,0.1,0.1,5.3
20,Brandon Marshall,Den,LB,92.5,0.6,0.6,0.9,0.5,0.1,0.1,5.1
21,Jerrell Freeman,Chi,LB,139.6,1.2,0.9,1,0.6,0.1,0.1,5
22,Nigel Bradham,Phi,LB,101.2,1.6,1.5,0.9,0.7,0.1,0.1,4.9
