"Rank","Player","Team","Opp","Position","PUNTS","PUNT_YDS","PUNT_RETURN_YD","PUNT_INSIDE20","Pts"
1,"Lee, Andy","ARZ","@SFO","P",5.8,280.,23.,2.3,19.7
2,"Cooke, Logan","JAC","@IND","P",5.4,246.,13.,2.2,17.7
3,"Way, Tress","WAS","NYJ","P",5.1,234.,24.,2.3,17.4
4,"Edwards, Lachlan","NYJ","@WAS","P",5.5,252.,25.,1.7,17.
5,"Haack, Matt","MIA","BUF","P",5.4,239.,21.,1.9,16.7
6,"Daniel, Trevor","HOU","@BAL","P",4.9,219.,19.,2.2,16.4
7,"Wadman, Colby","DEN","@MIN","P",5.1,231.,22.,1.7,15.9
8,"Martin, Sam","DET","DAL","P",4.9,217.,17.,2.,15.8
9,"Huber, Kevin","CIN","@OAK","P",5.,228.,19.,1.8,15.8
10,"Bojorquez, Corey","BUF","@MIA","P",4.9,217.,16.,1.9,15.3
11,"Koch, Sam","BAL","HOU","P",4.4,202.,21.,1.9,14.6
12,"Wile, Matt","MIN","DEN","P",4.6,208.,13.,1.7,14.5
13,"Sanchez, Rigoberto","IND","JAC","P",4.4,199.,5.,1.7,14.
14,"O'Donnell, Pat","CHI","@LAR","P",4.2,184.,9.,2.1,14.
15,"Wishnowsky, Mitch","SFO","ARZ","P",4.3,189.,10.,1.6,13.2
16,"Cole, A.J.","OAK","CIN","P",4.3,191.,13.,1.3,13.1
17,"Johnston, Cam","PHI","NEP","P",3.9,186.,11.,1.6,13.1
18,"Palardy, Michael","CAR","ATL","P",4.1,186.,11.,1.4,13.
19,"Berry, Jordan","PIT","@CLE","P",3.8,166.,16.,1.8,12.7
20,"Hekker, Johnny","LAR","CHI","P",3.6,167.,7.,1.7,12.4
21,"Bosher, Matt","ATL","@CAR","P",4.,182.,11.,1.4,12.3
22,"Long, Ty","LAC","KCC","P",3.9,175.,17.,1.3,12.1
23,"Jones, Chris","DAL","@DET","P",3.9,171.,12.,1.3,12.
24,"Bailey, Jake","NEP","@PHI","P",3.7,162.,11.,1.3,11.5
25,"Pinion, Bradley","TBB","NOS","P",3.9,173.,14.,1.1,11.2
26,"Morstead, Thomas","NOS","@TBB","P",3.3,151.,7.,1.2,10.7
27,"Colquitt, Dustin","KCC","@LAC","P",3.3,147.,9.,1.4,10.6
"","","","","","","","","",""
