"Rank","Player","Team","Opp","Position","Rush","Rush Yds","Rush TDs","0-9 RushTDs","10-19 RushTDs","20-29 RushTDs","30-39 RushTDs","40-49 RushTDs","50+ RushTDs","Tgt","RZTgt","Rec","Rec Yds","Rec TDs",">= 50yds",">= 100yds","Punt Ret Yds","Kick Ret Yds","Fum Lost","Scoring Opps","Pts"
1,"Hunt, Kareem","CLE","PIT","RB",15.5,70.,0.6,0.5,0.1,0.,0.1,0.,0.,3.6,0.7,2.6,34.,0.5,0.1,0.1,0.,15.,0.,2.7,17.3
2,"Gordon, Melvin","LAC","KCC","RB",17.1,74.,0.8,0.5,0.2,0.1,0.,0.,0.,5.1,0.7,3.5,33.,0.2,0.1,0.1,0.,0.,0.,2.5,16.7
3,"Williams, Damien","KCC","@LAC","RB",13.3,65.,0.8,0.7,0.1,0.,0.,0.,0.,4.7,1.,3.8,24.,0.4,0.1,0.1,0.,0.,0.1,2.6,15.8
4,"Kamara, Alvin","NOS","@TBB","RB",11.6,53.,0.7,0.5,0.1,0.,0.,0.,0.,6.7,1.4,5.2,49.,0.2,0.2,0.1,3.,26.,0.,2.4,15.5
5,"Conner, James","PIT","@CLE","RB",15.9,73.,0.7,0.5,0.1,0.1,0.,0.,0.,5.,0.6,4.,35.,0.1,0.1,0.1,0.,0.,0.2,2.,15.4
6,"McCaffrey, Christian","CAR","ATL","RB",10.9,50.,0.3,0.3,0.,0.,0.,0.,0.,7.9,0.9,6.1,50.,0.4,0.7,0.1,4.,2.,0.,2.,14.
7,"Cook, Dalvin","MIN","DEN","RB",14.7,69.,0.5,0.3,0.1,0.1,0.,0.,0.,5.,0.5,3.9,32.,0.2,0.1,0.1,0.,1.,0.1,1.5,13.7
8,"Johnson, Kerryon","DET","DAL","RB",13.3,66.,0.5,0.5,0.,0.,0.,0.,0.,4.,0.6,3.3,25.,0.1,0.1,0.1,0.,1.,0.1,1.4,13.
9,"Chubb, Nick","CLE","PIT","RB",14.6,70.,0.6,0.4,0.,0.,0.,0.,0.1,3.3,0.4,2.3,19.,0.1,0.1,0.,0.,0.,0.1,1.5,13.
10,"Fournette, Leonard","JAC","@IND","RB",17.,62.,0.6,0.5,0.,0.,0.,0.,0.1,4.,0.3,3.1,26.,0.1,0.1,0.1,0.,1.,0.,1.7,13.
11,"Gurley, Todd","LAR","CHI","RB",11.6,60.,0.7,0.5,0.1,0.,0.,0.,0.,3.8,0.7,2.5,24.,0.1,0.1,0.1,0.,0.,0.1,2.,13.
12,"Montgomery, David","CHI","@LAR","RB",12.3,54.,0.6,0.4,0.1,0.1,0.,0.,0.,4.2,0.7,3.1,28.,0.2,0.1,0.1,10.,2.,0.1,1.4,12.8
13,"Mixon, Joe","CIN","@OAK","RB",16.1,73.,0.5,0.4,0.1,0.,0.,0.,0.,3.6,0.4,2.9,22.,0.,0.1,0.,0.,0.,0.1,1.7,12.7
14,"Michel, Sony","NEP","@PHI","RB",14.4,66.,0.7,0.5,0.2,0.,0.,0.,0.,1.6,0.3,1.4,11.,0.1,0.,0.,0.,3.,0.,2.,12.5
15,"Johnson, David","ARZ","@SFO","RB",16.9,63.,0.4,0.4,0.,0.,0.,0.,0.,5.7,0.7,3.5,31.,0.1,0.1,0.1,0.,0.1,0.1,1.5,12.3
16,"Lindsay, Phillip","DEN","@MIN","RB",13.6,66.,0.5,0.4,0.,0.1,0.,0.1,0.,4.1,0.4,3.,21.,0.1,0.1,0.,1.,8.,0.,1.1,12.1
17,"Elliott, Ezekiel","DAL","@DET","RB",15.3,68.,0.4,0.3,0.1,0.,0.,0.,0.,4.,0.5,3.,24.,0.1,0.1,0.1,0.,0.,0.1,1.5,12.
18,"Coleman, Tevin","SFO","ARZ","RB",13.1,68.,0.4,0.1,0.,0.1,0.,0.1,0.1,3.1,0.6,2.5,22.,0.1,0.1,0.,0.,0.,0.,1.5,11.9
19,"Singletary, Devin","BUF","@MIA","RB",17.1,64.,0.3,0.2,0.,0.1,0.,0.,0.,4.7,0.5,3.4,27.,0.1,0.1,0.1,0.,1.,0.,1.1,11.6
20,"Freeman, Devonta","ATL","@CAR","RB",12.6,61.,0.4,0.2,0.,0.,0.1,0.,0.,3.5,0.6,2.5,20.,0.2,0.1,0.,0.,0.,0.1,1.6,11.
21,"Howard, Jordan","PHI","NEP","RB",12.4,49.,0.5,0.4,0.1,0.,0.,0.,0.,2.3,0.5,1.8,17.,0.1,0.1,0.,1.,1.,0.,1.6,10.4
22,"Mack, Marlon","IND","JAC","RB",13.4,60.,0.5,0.5,0.,0.,0.,0.,0.,2.6,0.3,1.6,10.,0.1,0.,0.,0.,1.,0.1,1.2,10.2
23,"Ingram, Mark","BAL","HOU","RB",10.8,54.,0.5,0.3,0.2,0.,0.,0.,0.,2.2,0.2,1.7,11.,0.1,0.1,0.,0.,0.,0.1,1.5,9.8
24,"Barber, Peyton","TBB","NOS","RB",16.6,61.,0.4,0.4,0.,0.,0.,0.,0.,2.3,0.3,1.6,9.,0.,0.,0.,0.,0.,0.1,1.9,9.4
25,"McCoy, LeSean","KCC","@LAC","RB",11.5,40.,0.1,0.1,0.,0.,0.,0.,0.,5.,0.5,3.9,34.,0.2,0.1,0.1,0.,1.,0.,0.7,9.4
26,"Jacobs, Josh","OAK","CIN","RB",11.1,52.,0.4,0.2,0.,0.1,0.,0.,0.1,3.5,0.2,2.7,23.,0.,0.1,0.1,0.,0.,0.2,1.1,9.3
27,"Pollard, Tony","DAL","@DET","RB",15.2,61.,0.3,0.2,0.1,0.,0.,0.,0.,2.,0.,1.3,12.,0.,0.,0.,0.,4.,0.1,0.2,8.9
28,"Peterson, Adrian","WAS","NYJ","RB",14.,54.,0.3,0.2,0.,0.,0.,0.,0.1,2.6,0.3,1.9,16.,0.,0.1,0.,0.,0.,0.1,0.8,8.8
29,"Guice, Derrius","WAS","NYJ","RB",9.2,41.,0.3,0.3,0.,0.,0.,0.,0.1,3.2,0.3,2.4,20.,0.1,0.1,0.,0.,5.,0.1,0.7,8.7
30,"White, James","NEP","@PHI","RB",4.6,20.,0.3,0.2,0.,0.1,0.,0.,0.,6.1,1.1,4.2,35.,0.2,0.1,0.1,0.,0.,0.,1.3,8.6
31,"Sanders, Miles","PHI","NEP","RB",12.2,55.,0.2,0.1,0.,0.,0.,0.,0.,3.1,0.2,2.4,19.,0.,0.1,0.,1.,14.,0.1,0.9,8.4
32,"Drake, Kenyan","MIA","BUF","RB",8.2,39.,0.2,0.1,0.1,0.,0.,0.,0.1,3.8,0.3,2.7,24.,0.2,0.1,0.1,0.,11.,0.1,0.7,8.4
33,"Bell, Le'Veon","NYJ","@WAS","RB",9.4,31.,0.4,0.4,0.,0.,0.,0.,0.,3.,0.2,2.1,22.,0.1,0.1,0.,0.,0.,0.2,0.9,8.1
34,"Johnson, Duke","HOU","@BAL","RB",8.6,36.,0.2,0.2,0.,0.,0.,0.,0.,3.7,0.4,2.9,24.,0.1,0.1,0.1,0.,0.,0.1,0.7,7.9
35,"Ekeler, Austin","LAC","KCC","RB",6.6,33.,0.2,0.2,0.,0.,0.,0.,0.,3.9,0.4,2.9,26.,0.1,0.1,0.1,0.,1.,0.,0.8,7.8
36,"Cohen, Tarik","CHI","@LAR","RB",5.7,24.,0.2,0.1,0.,0.,0.,0.,0.,5.1,0.8,3.8,32.,0.2,0.1,0.1,19.,19.,0.2,1.,7.5
37,"Anderson, C.J.","DET","DAL","RB",8.5,43.,0.2,0.2,0.,0.,0.,0.,0.,2.8,0.2,2.1,13.,0.1,0.1,0.,0.,0.,0.,1.,6.9
38,"Murray, Latavius","NOS","@TBB","RB",8.7,36.,0.3,0.1,0.1,0.,0.,0.,0.,1.8,0.2,1.4,9.,0.,0.,0.,0.,0.,0.,0.9,6.6
39,"Edwards, Gus","BAL","HOU","RB",9.8,47.,0.1,0.1,0.1,0.,0.,0.,0.,1.3,0.2,1.,7.,0.,0.,0.,0.,0.,0.,0.5,6.5
40,"Breida, Matt","SFO","ARZ","RB",8.2,41.,0.1,0.,0.,0.,0.,0.,0.1,1.8,0.2,1.4,14.,0.1,0.1,0.,0.,3.,0.,0.7,6.5
41,"Freeman, Royce","DEN","@MIN","RB",9.,37.,0.3,0.2,0.1,0.,0.,0.,0.,2.1,0.1,1.3,7.,0.,0.,0.,0.,4.,0.1,0.7,5.9
42,"Gore, Frank","BUF","@MIA","RB",9.8,42.,0.,0.,0.,0.,0.,0.,0.,1.5,0.1,1.,13.,0.,0.1,0.,0.,1.,0.,0.4,5.6
43,"Smith, Ito","ATL","@CAR","RB",8.1,30.,0.2,0.1,0.1,0.,0.,0.,0.,2.5,0.4,1.9,12.,0.1,0.1,0.,0.,0.,0.,0.8,5.5
44,"Henderson, Darrell","LAR","CHI","RB",0.2,53.,0.,0.,0.,0.,0.,0.,0.,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,5.3
45,"Ballage, Kalen","MIA","BUF","RB",8.1,31.,0.,0.,0.,0.,0.,0.,0.,2.2,0.3,1.7,18.,0.1,0.1,0.,0.,7.,0.1,0.1,5.
46,"Bernard, Giovani","CIN","@OAK","RB",4.9,19.,0.1,0.1,0.,0.,0.,0.,0.,4.,0.2,2.8,20.,0.1,0.1,0.,0.,1.,0.,0.4,5.
