"Rank","Player","Team","Opp","Position","PUNTS","PUNT_YDS","PUNT_RETURN_YD","PUNT_INSIDE20","Pts"
1,"Lee, Andy","ARZ","@NOS","P",5.8,280.,23.,2.2,19.7
2,"Cooke, Logan","JAC","NYJ","P",5.5,250.,13.,2.2,17.9
3,"Way, Tress","WAS","@MIN","P",5.1,233.,23.,2.3,17.3
4,"Edwards, Lachlan","NYJ","@JAC","P",5.5,252.,24.,1.7,17.1
5,"Haack, Matt","MIA","@PIT","P",5.4,240.,21.,2.,16.8
6,"Kern, Brett","TEN","TBB","P",4.7,227.,18.,2.3,16.7
7,"Daniel, Trevor","HOU","OAK","P",4.9,220.,20.,2.2,16.5
8,"Dickson, Michael","SEA","@ATL","P",5.1,243.,26.,1.6,16.
9,"Wadman, Colby","DEN","@IND","P",5.1,229.,21.,1.7,15.8
10,"Martin, Sam","DET","NYG","P",4.9,217.,18.,2.,15.8
11,"Huber, Kevin","CIN","@LAR","P",5.,228.,19.,1.8,15.8
12,"Bojorquez, Corey","BUF","PHI","P",5.,219.,16.,1.9,15.5
13,"Wile, Matt","MIN","WAS","P",4.6,207.,13.,1.7,14.3
14,"O'Donnell, Pat","CHI","LAC","P",4.2,184.,9.,2.1,14.
15,"Sanchez, Rigoberto","IND","DEN","P",4.4,198.,5.,1.7,13.9
16,"Dixon, Riley","NYG","@DET","P",4.6,207.,11.,1.3,13.7
17,"Scott, J.K.","GBP","@KCC","P",4.6,203.,14.,1.1,13.3
18,"Cole, A.J.","OAK","@HOU","P",4.3,191.,14.,1.4,13.1
19,"Johnston, Cam","PHI","@BUF","P",3.9,186.,11.,1.6,13.1
20,"Palardy, Michael","CAR","@SFO","P",4.1,185.,12.,1.4,12.9
21,"Wishnowsky, Mitch","SFO","CAR","P",4.1,181.,10.,1.5,12.6
22,"Berry, Jordan","PIT","MIA","P",3.8,165.,16.,1.8,12.5
23,"Hekker, Johnny","LAR","CIN","P",3.6,167.,7.,1.7,12.4
24,"Long, Ty","LAC","@CHI","P",3.9,177.,16.,1.3,12.3
25,"Bosher, Matt","ATL","SEA","P",4.,181.,11.,1.4,12.2
26,"Bailey, Jake","NEP","CLE","P",3.7,162.,11.,1.3,11.5
27,"Pinion, Bradley","TBB","@TEN","P",3.9,174.,14.,1.1,11.3
28,"Morstead, Thomas","NOS","ARZ","P",3.3,151.,7.,1.2,10.7
29,"Colquitt, Dustin","KCC","GBP","P",3.3,146.,9.,1.4,10.6
"","","","","","","","","",""
