"Rank","Player","Team","Opp","Position","Tack","Asst","Scks","PassDef","Int","FumFrc","Fum","DefTD","Pts"
1,"Watt, J.J.","HOU","OAK","DL",3.,0.8,1.,0.4,0.,0.4,0.,0.,6.1
2,"Jordan, Cameron","NOS","ARZ","DL",2.8,0.9,0.8,0.6,0.,0.1,0.1,0.,5.6
3,"Peters, Corey","ARZ","@NOS","DL",3.4,1.1,0.6,0.2,0.,0.1,0.,0.,5.6
4,"Campbell, Calais","JAC","NYJ","DL",3.3,1.3,0.7,0.1,0.,0.1,0.1,0.,5.6
5,"Clowney, Jadeveon","SEA","@ATL","DL",2.9,0.7,0.8,0.,0.,0.2,0.1,0.,5.4
6,"Reed, Jarran","SEA","@ATL","DL",2.8,1.2,0.8,0.1,0.,0.1,0.1,0.,5.3
7,"Hunter, Danielle","MIN","WAS","DL",3.,1.3,0.8,0.,0.,0.,0.,0.,5.2
8,"Buckner, DeForest","SFO","CAR","DL",3.,1.3,0.5,0.3,0.,0.,0.,0.,5.1
9,"Donald, Aaron","LAR","CIN","DL",2.4,1.,0.9,0.1,0.,0.3,0.1,0.,5.1
10,"Houston, Justin","IND","DEN","DL",2.4,0.9,0.8,0.1,0.,0.3,0.2,0.,5.1
11,"Bosa, Joey","LAC","@CHI","DL",2.8,0.8,0.7,0.1,0.,0.2,0.1,0.,5.
12,"Flowers, Trey","DET","NYG","DL",2.7,1.6,0.5,0.1,0.,0.2,0.1,0.,4.8
13,"Ford, Dee","SFO","CAR","DL",2.7,1.,0.6,0.1,0.,0.2,0.1,0.,4.8
14,"Ferrell, Clelin","OAK","@HOU","DL",2.7,1.6,0.5,0.1,0.,0.1,0.,0.,4.7
15,"Oliver, Ed","BUF","PHI","DL",2.3,1.,0.6,0.4,0.,0.2,0.,0.,4.6
16,"Clark, Kenny","GBP","@KCC","DL",2.4,1.8,0.4,0.3,0.,0.,0.,0.,4.5
17,"Heyward, Cameron","PIT","MIA","DL",2.1,1.4,0.7,0.2,0.,0.1,0.1,0.,4.5
18,"Barnett, Derek","PHI","@BUF","DL",2.,0.6,0.8,0.,0.,0.3,0.,0.,4.3
19,"Clark, Frank","KCC","GBP","DL",1.9,0.5,0.8,0.1,0.1,0.2,0.1,0.,4.3
20,"Suh, Ndamukong","TBB","@TEN","DL",2.6,1.,0.5,0.2,0.,0.,0.,0.,4.3
21,"Garrett, Myles","CLE","@NEP","DL",2.,0.8,0.8,0.1,0.,0.1,0.1,0.,4.2
22,"Casey, Jurrell","TEN","TBB","DL",2.3,1.6,0.4,0.1,0.,0.1,0.1,0.,4.1
23,"Dunlap, Carlos","CIN","@LAR","DL",2.,1.,0.4,0.5,0.,0.1,0.1,0.,4.1
24,"Ingram, Melvin","LAC","@CHI","DL",2.2,0.8,0.5,0.2,0.,0.1,0.1,0.,4.
25,"Bennett, Michael","NEP","CLE","DL",2.,1.2,0.6,0.1,0.,0.2,0.,0.,4.
26,"McKinley, Takkarist","ATL","SEA","DL",1.9,0.6,0.7,0.2,0.,0.2,0.,0.,3.9
27,"Griffen, Everson","MIN","WAS","DL",2.2,1.,0.5,0.1,0.,0.1,0.,0.,3.9
28,"Hill, B.J.","NYG","@DET","DL",2.2,1.1,0.4,0.2,0.,0.,0.,0.,3.8
29,"Allen, Jonathan","WAS","@MIN","DL",2.1,1.6,0.4,0.,0.,0.,0.,0.,3.8
30,"Vernon, Olivier","CLE","@NEP","DL",2.,1.2,0.6,0.1,0.,0.,0.,0.,3.8
31,"Brockers, Michael","LAR","CIN","DL",2.4,1.6,0.2,0.2,0.,0.,0.,0.,3.8
32,"Jones, Chris","KCC","GBP","DL",1.6,0.9,0.6,0.3,0.,0.1,0.,0.,3.7
33,"Williams, Leonard","NYJ","@JAC","DL",2.1,1.4,0.3,0.2,0.1,0.,0.,0.,3.7
34,"Tuitt, Stephon","PIT","MIA","DL",1.9,1.2,0.4,0.3,0.,0.,0.,0.,3.7
35,"Lawrence, Dexter","NYG","@DET","DL",2.3,1.6,0.1,0.1,0.,0.1,0.,0.,3.6
36,"Harrison, Damon","DET","NYG","DL",2.6,1.2,0.2,0.1,0.,0.1,0.,0.,3.6
37,"Hicks, Akiem","CHI","LAC","DL",2.2,0.8,0.4,0.2,0.,0.1,0.1,0.,3.6
38,"Graham, Brandon","PHI","@BUF","DL",2.1,0.6,0.4,0.2,0.,0.1,0.1,0.,3.6
39,"Winovich, Chase","NEP","CLE","DL",2.,1.3,0.4,0.1,0.,0.1,0.,0.,3.5
40,"Ngakoue, Yannick","JAC","NYJ","DL",1.8,0.3,0.7,0.1,0.,0.1,0.,0.,3.5
41,"Ioannidis, Matt","WAS","@MIN","DL",1.9,1.,0.4,0.1,0.,0.1,0.1,0.,3.4
42,"Nkemdiche, Robert","MIA","@PIT","DL",1.8,1.1,0.4,0.1,0.,0.1,0.1,0.,3.4
43,"Gunter, Rodney","ARZ","@NOS","DL",2.2,0.8,0.3,0.1,0.,0.1,0.,0.,3.4
44,"Allen, Zach","ARZ","@NOS","DL",2.1,0.8,0.4,0.1,0.,0.1,0.,0.,3.3
