"Rank","Player","Team","Opp","Position","Yds Allowed","Pts Agn","Scks","Int","Fum","DefTD","Safts","Pts"
1,"Bears, Chicago","CHI","LAC","D",266.2,14.2,3.1,1.8,0.3,0.3,0.1,15.3
2,"Jets, New York","NYJ","@JAC","D",264.2,19.2,3.6,0.9,0.6,0.4,0.,15.3
3,"Saints, New Orleans","NOS","ARZ","D",263.6,15.9,3.6,1.2,0.9,0.,0.,14.5
4,"Steelers, Pittsburgh","PIT","MIA","D",218.8,15.,4.1,0.6,0.4,0.1,0.1,13.5
5,"Vikings, Minnesota","MIN","WAS","D",272.4,18.6,3.3,0.7,0.3,0.2,0.,12.8
6,"Texans, Houston","HOU","OAK","D",334.8,18.2,2.5,0.9,0.9,0.2,0.,12.3
7,"Chiefs, Kansas City","KCC","GBP","D",376.7,24.,3.3,1.1,0.8,0.2,0.,11.4
8,"Colts, Indianapolis","IND","DEN","D",335.3,18.5,2.6,0.9,0.7,0.1,0.,11.2
9,"Jaguars, Jacksonville","JAC","NYJ","D",331.9,20.3,2.3,0.5,0.4,0.2,0.1,10.2
10,"Rams, Los Angeles","LAR","CIN","D",385.8,25.8,2.4,0.9,0.5,0.2,0.1,9.5
11,"Patriots, New England","NEP","CLE","D",383.,20.7,1.8,0.9,0.5,0.1,0.,9.3
12,"Chargers, Los Angeles","LAC","@CHI","D",372.6,23.1,2.3,0.6,0.6,0.2,0.,8.8
13,"Panthers, Carolina","CAR","@SFO","D",351.3,22.5,2.1,0.7,0.7,0.,0.,8.1
14,"49ers, San Francisco","SFO","CAR","D",344.8,27.2,2.4,0.1,0.3,0.1,0.,8.
15,"Buccaneers, Tampa Bay","TBB","@TEN","D",364.5,27.1,2.3,0.6,0.6,0.1,0.,7.9
16,"Broncos, Denver","DEN","@IND","D",410.4,24.5,2.2,0.9,0.6,0.1,0.,7.8
17,"Dolphins, Miami","MIA","@PIT","D",422.,30.5,2.,1.,0.4,0.3,0.,7.8
18,"Lions, Detroit","DET","NYG","D",353.5,21.5,2.5,0.4,0.4,0.1,0.,7.7
19,"Bills, Buffalo","BUF","PHI","D",350.3,27.5,1.5,0.9,0.5,0.,0.1,7.2
20,"Cardinals, Arizona","ARZ","@NOS","D",387.4,29.2,2.7,0.3,0.5,0.1,0.,7.1
21,"Redskins, Washington","WAS","@MIN","D",422.,27.1,2.3,0.7,0.6,0.,0.,7.
22,"Titans, Tennessee","TEN","TBB","D",409.9,23.,1.8,0.6,0.3,0.2,0.,6.8
23,"Falcons, Atlanta","ATL","SEA","D",442.2,28.9,2.1,0.9,0.2,0.1,0.,6.1
24,"Bengals, Cincinnati","CIN","@LAR","D",470.8,32.3,1.6,0.6,0.3,0.3,0.,6.
25,"Raiders, Oakland","OAK","@HOU","D",368.8,28.2,0.7,1.,0.1,0.1,0.,5.7
26,"Giants, New York","NYG","@DET","D",451.9,30.6,1.5,0.8,0.3,0.1,0.,5.6
27,"Eagles, Philadelphia","PHI","@BUF","D",426.1,24.8,2.1,0.5,0.2,0.,0.,5.5
28,"Seahawks, Seattle","SEA","@ATL","D",466.9,28.2,1.7,0.4,0.6,0.1,0.,5.4
29,"Browns, Cleveland","CLE","@NEP","D",462.8,28.7,1.8,0.7,0.6,0.,0.1,5.3
30,"Packers, Green Bay","GBP","@KCC","D",463.3,32.1,1.8,0.2,0.4,0.1,0.,4.5
"","","","","","","","","","","","",""
