"Rank","Player","Team","Opp","Position","Rush","Rush Yds","Rush TDs","0-9 RushTDs","10-19 RushTDs","20-29 RushTDs","30-39 RushTDs","40-49 RushTDs","50+ RushTDs","Tgt","RZTgt","Rec","Rec Yds","Rec TDs",">= 50yds",">= 100yds","Punt Ret Yds","Kick Ret Yds","Fum Lost","Scoring Opps","Pts"
1,"Conner, James","PIT","MIA","RB",19.9,91.,0.8,0.7,0.1,0.1,0.,0.,0.,6.4,0.8,5.1,44.,0.2,0.2,0.1,0.,0.,0.1,2.4,19.3
2,"Kamara, Alvin","NOS","ARZ","RB",13.9,63.,0.8,0.6,0.1,0.1,0.,0.,0.1,8.,1.7,6.1,58.,0.3,0.7,0.1,4.,29.,0.,2.9,18.5
3,"McCaffrey, Christian","CAR","@SFO","RB",12.3,57.,0.4,0.3,0.,0.,0.,0.,0.,8.8,1.,6.9,57.,0.4,0.7,0.1,5.,2.,0.,2.2,16.
4,"Williams, Damien","KCC","GBP","RB",12.8,61.,0.8,0.6,0.1,0.,0.,0.,0.,4.4,1.,3.6,22.,0.3,0.1,0.1,0.,0.,0.1,2.4,14.8
5,"Montgomery, David","CHI","LAC","RB",13.6,60.,0.7,0.5,0.1,0.1,0.,0.,0.,4.6,0.8,3.4,31.,0.2,0.1,0.1,11.,2.,0.1,1.6,14.2
6,"Gurley, Todd","LAR","CIN","RB",12.7,65.,0.8,0.6,0.1,0.,0.,0.,0.,4.2,0.8,2.7,26.,0.1,0.1,0.1,0.,0.,0.1,2.2,14.2
7,"Barkley, Saquon","NYG","@DET","RB",13.3,65.,0.5,0.3,0.,0.,0.,0.,0.2,5.8,0.6,4.1,30.,0.2,0.1,0.1,0.,0.,0.,1.8,13.6
8,"Fournette, Leonard","JAC","NYJ","RB",17.5,64.,0.6,0.5,0.,0.,0.,0.,0.1,4.,0.3,3.1,26.,0.1,0.1,0.1,0.,1.,0.,1.7,13.1
9,"Gordon, Melvin","LAC","@CHI","RB",13.4,58.,0.6,0.4,0.1,0.1,0.,0.,0.,3.9,0.6,2.8,26.,0.2,0.1,0.1,0.,0.,0.,1.9,13.1
10,"Henry, Derrick","TEN","TBB","RB",14.7,70.,0.7,0.5,0.1,0.,0.,0.,0.1,1.7,0.2,1.3,11.,0.1,0.1,0.,0.,0.,0.1,1.8,12.7
11,"Jones, Aaron","GBP","@KCC","RB",13.,64.,0.6,0.4,0.,0.1,0.1,0.,0.,3.9,0.4,2.7,21.,0.1,0.1,0.,0.,1.,0.,1.3,12.5
12,"Mixon, Joe","CIN","@LAR","RB",16.,72.,0.5,0.4,0.1,0.,0.,0.,0.,3.6,0.4,2.9,22.,0.,0.1,0.,0.,0.,0.1,1.7,12.5
13,"Cook, Dalvin","MIN","WAS","RB",13.5,63.,0.4,0.2,0.1,0.1,0.,0.,0.,4.6,0.4,3.5,29.,0.2,0.1,0.1,0.,1.,0.1,1.4,12.5
14,"Michel, Sony","NEP","CLE","RB",14.3,65.,0.7,0.5,0.2,0.,0.,0.,0.,1.6,0.3,1.3,11.,0.1,0.,0.,0.,3.,0.1,2.,12.3
15,"Mack, Marlon","IND","DEN","RB",15.6,70.,0.6,0.5,0.,0.,0.,0.,0.,3.,0.4,1.9,12.,0.1,0.1,0.,0.,1.,0.1,1.4,12.
16,"Howard, Jordan","PHI","@BUF","RB",14.3,57.,0.6,0.5,0.1,0.,0.,0.,0.,2.6,0.6,2.,20.,0.1,0.1,0.,1.,1.,0.,1.8,12.
17,"Johnson, Kerryon","DET","NYG","RB",12.4,62.,0.5,0.5,0.,0.,0.,0.,0.,3.7,0.5,3.,23.,0.1,0.1,0.1,0.,1.,0.1,1.3,11.9
18,"Chubb, Nick","CLE","@NEP","RB",13.1,63.,0.5,0.4,0.,0.,0.,0.,0.1,2.9,0.4,2.1,17.,0.1,0.1,0.,0.,0.,0.1,1.4,11.7
19,"Lindsay, Phillip","DEN","@IND","RB",12.3,60.,0.5,0.3,0.,0.,0.,0.1,0.,3.6,0.4,2.6,18.,0.1,0.1,0.,1.,7.,0.,1.,10.9
20,"Freeman, Devonta","ATL","SEA","RB",12.6,59.,0.4,0.2,0.,0.,0.1,0.,0.,3.4,0.6,2.4,19.,0.1,0.1,0.,0.,0.,0.1,1.6,10.9
21,"Coleman, Tevin","SFO","CAR","RB",11.6,61.,0.3,0.1,0.,0.1,0.,0.1,0.,2.7,0.5,2.1,18.,0.1,0.1,0.,0.,0.,0.,1.3,10.5
22,"Barber, Peyton","TBB","@TEN","RB",17.6,65.,0.4,0.4,0.,0.,0.,0.,0.,2.5,0.3,1.7,9.,0.,0.,0.,0.,0.,0.1,2.,10.
23,"Johnson, David","ARZ","@NOS","RB",13.7,50.,0.3,0.3,0.,0.,0.,0.,0.,4.6,0.5,2.8,25.,0.1,0.1,0.1,0.,0.1,0.1,1.2,9.8
24,"Peterson, Adrian","WAS","@MIN","RB",15.3,59.,0.3,0.3,0.,0.,0.,0.,0.1,2.8,0.3,2.1,18.,0.,0.1,0.,0.,0.,0.1,0.8,9.6
