"Rank","Player","Team","Opp","Position","XP","XPA","FG","Att","10-19","20-29","30-39","40-49","50+","Miss","Pts"
1,"Zuerlein, Greg","LAR","CIN","K",3.,3.2,2.5,2.9,0.,0.8,0.7,0.5,0.5,0.4,10.8
2,"Bryant, Matt","ATL","SEA","K",2.6,2.7,1.9,2.,0.,0.4,0.5,0.6,0.4,0.1,9.3
3,"Lutz, Wil","NOS","ARZ","K",3.,3.1,1.8,2.,0.,0.4,0.5,0.6,0.2,0.2,8.6
4,"Gostkowski, Stephen","NEP","CLE","K",3.2,3.3,1.9,2.2,0.,0.7,0.6,0.4,0.1,0.3,8.6
5,"Butker, Harrison","KCC","GBP","K",3.2,3.4,1.7,1.9,0.,0.5,0.7,0.4,0.2,0.2,8.5
6,"Gould, Robbie","SFO","CAR","K",1.6,1.7,2.,2.1,0.,0.5,0.7,0.7,0.2,0.1,8.4
7,"Lambo, Josh","JAC","NYJ","K",2.1,2.2,1.8,1.9,0.,0.3,0.8,0.5,0.2,0.2,7.9
8,"Succop, Ryan","TEN","TBB","K",1.9,2.1,1.8,2.,0.,0.4,0.7,0.6,0.1,0.3,7.2
9,"Fairbairn, Ka'imi","HOU","OAK","K",2.1,2.2,1.7,1.9,0.,0.4,0.5,0.5,0.2,0.3,7.1
10,"Myers, Jason","SEA","@ATL","K",2.1,2.4,1.5,1.7,0.,0.2,0.6,0.5,0.3,0.2,7.
11,"Badgley, Mike","LAC","@CHI","K",2.2,2.3,1.5,1.8,0.,0.5,0.4,0.5,0.1,0.3,6.5
12,"Vinatieri, Adam","IND","DEN","K",2.2,2.4,1.4,1.6,0.,0.5,0.3,0.3,0.2,0.2,6.4
13,"Hopkins, Dustin","WAS","@MIN","K",1.6,1.7,1.5,1.8,0.,0.4,0.3,0.5,0.2,0.2,6.3
14,"Slye, Joey","CAR","@SFO","K",2.,2.2,1.3,1.3,0.,0.4,0.5,0.3,0.2,0.1,6.2
15,"Boswell, Chris","PIT","MIA","K",2.4,2.6,1.4,1.7,0.,0.3,0.5,0.4,0.1,0.3,6.2
16,"Prater, Matt","DET","NYG","K",1.8,1.8,1.5,1.8,0.1,0.3,0.6,0.3,0.2,0.3,6.2
17,"Elliott, Jake","PHI","@BUF","K",1.8,2.,1.3,1.6,0.,0.3,0.4,0.5,0.2,0.2,5.9
18,"Hauschka, Steven","BUF","PHI","K",1.6,1.7,1.5,1.9,0.,0.3,0.6,0.4,0.3,0.4,5.9
19,"Rosas, Aldrick","NYG","@DET","K",1.5,1.6,1.4,1.6,0.,0.5,0.5,0.3,0.2,0.2,5.8
20,"Carlson, Daniel","OAK","@HOU","K",1.6,1.6,1.3,1.5,0.,0.2,0.2,0.6,0.2,0.2,5.7
21,"Catanzaro, Chandler","Ret","Bye","K",1.7,2.,1.3,1.5,0.,0.3,0.5,0.2,0.2,0.2,5.6
22,"Bullock, Randy","CIN","@LAR","K",2.,2.1,1.1,1.3,0.,0.3,0.4,0.3,0.1,0.2,5.3
23,"Crosby, Mason","GBP","@KCC","K",1.8,1.9,1.2,1.5,0.,0.3,0.3,0.4,0.2,0.3,5.3
24,"Sanders, Jason","MIA","@PIT","K",2.,2.,1.,1.2,0.,0.4,0.2,0.4,0.,0.1,5.2
25,"Gay, Matt","TBB","@TEN","K",2.,2.2,1.3,1.7,0.,0.3,0.6,0.3,0.1,0.4,5.
26,"Bailey, Dan","MIN","WAS","K",2.1,2.2,1.4,1.9,0.,0.4,0.6,0.2,0.1,0.6,5.
27,"Janikowski, Sebastian","Ret","Bye","K",2.,2.2,1.,1.3,0.,0.1,0.3,0.4,0.1,0.3,4.6
28,"Gonzalez, Zane","ARZ","@NOS","K",1.2,1.4,1.2,1.5,0.,0.2,0.4,0.3,0.2,0.4,4.4
29,"McManus, Brandon","DEN","@IND","K",1.7,1.7,1.1,1.6,0.,0.3,0.4,0.3,0.1,0.4,4.4
30,"Pineiro, Eddy","CHI","LAC","K",1.5,1.6,0.9,1.2,0.,0.3,0.3,0.4,0.,0.3,3.8
31,"Seibert, Austin","CLE","@NEP","K",1.5,1.7,0.9,1.2,0.,0.2,0.4,0.2,0.1,0.3,3.5
"","","","","","","","","","","","","","","",""
