"Rank","Player","Team","Opp","Position","Tgt","RZTgt","Rec","Rec Yds","Rec TDs","0-9 RecTDs","10-19 RecTDs","20-29 RecTDs","30-39 RecTDs","40-49 RecTDs","50+ RecTDs","Rush Yds","Rush TDs","Punt Ret Yds","Kick Ret Yds","Fum Lost","Scoring Opps","Pts"
1,"Kelce, Travis","KCC","GBP","TE",8.5,1.5,5.4,70.,0.5,0.2,0.2,0.1,0.,0.,0.,0.1,0.,0.,0.,0.,1.1,10.1
2,"Ertz, Zach","PHI","@BUF","TE",7.6,1.2,5.3,53.,0.4,0.2,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.8,7.9
3,"Howard, O.J.","TBB","@TEN","TE",4.6,0.7,3.,44.,0.5,0.3,0.1,0.,0.1,0.,0.,0.,0.,0.,0.,0.1,0.8,7.4
4,"Engram, Evan","NYG","@DET","TE",6.3,0.6,3.7,46.,0.3,0.2,0.1,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.7,6.4
5,"Kittle, George","SFO","CAR","TE",5.6,1.,3.4,49.,0.2,0.1,0.,0.,0.,0.1,0.,0.,0.,0.,0.,0.,0.6,6.
6,"Hooper, Austin","ATL","SEA","TE",5.7,0.6,4.5,44.,0.2,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.5,5.9
7,"Olsen, Greg","CAR","@SFO","TE",4.9,0.9,3.,35.,0.4,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.7,5.6
8,"Ebron, Eric","IND","DEN","TE",4.7,0.8,2.8,30.,0.4,0.2,0.2,0.1,0.,0.,0.,-0.3,0.,0.,0.,0.1,0.7,5.5
9,"Rudolph, Kyle","MIN","WAS","TE",5.2,0.9,3.7,35.,0.3,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.8,5.5
10,"Henry, Hunter","LAC","@CHI","TE",4.4,0.9,3.,38.,0.3,0.2,0.,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.7,5.4
11,"Waller, Darren","OAK","@HOU","TE",4.4,0.5,3.,41.,0.2,0.,0.,0.1,0.,0.,0.,1.,0.,0.,0.,0.,0.7,5.3
12,"Cook, Jared","NOS","ARZ","TE",4.6,0.6,3.1,40.,0.2,0.,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.7,5.3
13,"Hockenson, T.J.","DET","NYG","TE",4.4,0.6,3.2,34.,0.3,0.2,0.,0.1,0.,0.,0.,0.,0.,0.,1.,0.,0.6,5.2
14,"Graham, Jimmy","GBP","@KCC","TE",5.9,0.9,3.3,36.,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.7,4.9
15,"Dissly, Will","SEA","@ATL","TE",2.8,0.7,2.,25.,0.4,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.6,4.8
16,"Njoku, David","CLE","@NEP","TE",4.7,0.7,2.7,34.,0.2,0.1,0.,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.6,4.8
17,"Herndon, Chris","NYJ","@JAC","TE",4.1,0.6,2.6,31.,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.5,4.5
18,"McDonald, Vance","PIT","MIA","TE",4.5,0.7,2.9,33.,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.5,4.5
19,"Walker, Delanie","TEN","TBB","TE",4.6,0.5,2.8,32.,0.2,0.1,0.,0.,0.,0.,0.,-0.1,0.,0.,0.,0.1,0.5,4.3
20,"Smith, Jonnu","TEN","TBB","TE",3.5,0.5,2.3,27.,0.3,0.2,0.,0.,0.,0.,0.1,0.,0.,0.,0.,0.,0.5,4.2
21,"Eifert, Tyler","CIN","@LAR","TE",3.5,0.4,2.5,27.,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.3,4.1
22,"Davis, Vernon","WAS","@MIN","TE",3.4,0.3,2.1,31.,0.1,0.,0.,0.1,0.,0.,0.1,0.,0.,0.,0.,0.1,0.3,3.9
23,"Watson, Benjamin","NEP","CLE","TE",3.7,0.5,2.5,32.,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.3,3.9
24,"Fant, Noah","DEN","@IND","TE",3.8,0.9,2.4,25.,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.6,3.8
25,"Burton, Trey","CHI","LAC","TE",3.5,0.6,2.4,23.,0.3,0.1,0.1,0.,0.,0.,0.,0.1,0.,0.,0.,0.1,0.4,3.8
26,"Brate, Cameron","TBB","@TEN","TE",3.2,0.7,2.,20.,0.3,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.5,3.7
27,"Reed, Jordan","WAS","@MIN","TE",4.2,0.5,2.8,27.,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.3,3.4
28,"Uzomah, C.J.","CIN","@LAR","TE",3.9,0.4,2.5,26.,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.3,3.3
29,"Everett, Gerald","LAR","CIN","TE",4.2,0.7,2.2,22.,0.1,0.,0.1,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.4,3.2
30,"Thomas, Jordan","HOU","OAK","TE",2.4,0.7,1.6,18.,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.4,3.
31,"Higbee, Tyler","LAR","CIN","TE",2.7,0.5,1.9,22.,0.1,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.3,3.
32,"Goedert, Dallas","PHI","@BUF","TE",2.1,0.3,1.5,15.,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.3,2.8
33,"Doyle, Jack","IND","DEN","TE",3.,0.5,2.1,19.,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.5,2.8
34,"Vannett, Nick","SEA","@ATL","TE",2.6,0.6,1.5,14.,0.2,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.4,2.5
35,"Swaim, Geoff","JAC","NYJ","TE",3.1,0.4,2.4,21.,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,2.5
36,"Heuerman, Jeff","DEN","@IND","TE",2.9,0.7,1.6,18.,0.1,0.,0.,0.,0.,0.,0.1,0.,0.,0.,0.,0.,0.6,2.5
37,"Ellison, Rhett","NYG","@DET","TE",2.7,0.3,1.9,20.,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,2.5
38,"Shaheen, Adam","CHI","LAC","TE",1.4,0.2,1.1,12.,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.2,2.1
39,"Dickson, Ed","SEA","@ATL","TE",1.4,0.4,1.1,11.,0.1,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.4,2.
40,"Alie-Cox, Mo","IND","DEN","TE",0.9,0.3,0.5,9.,0.1,0.,0.,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.3,1.8
41,"Harris, Demetrius","CLE","@NEP","TE",1.5,0.2,0.8,9.,0.1,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.2,1.8
42,"Clay, Charles","ARZ","@NOS","TE",3.7,0.4,1.9,18.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.2,1.8
43,"Firkser, Anthony","TEN","TBB","TE",1.3,0.2,1.2,14.,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,1.7
44,"Kroft, Tyler","BUF","PHI","TE",2.7,0.2,1.6,18.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.2,1.7
45,"James, Jesse","DET","NYG","TE",2.1,0.3,1.3,14.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,1.7
46,"Green, Virgil","LAC","@CHI","TE",1.5,0.3,1.,10.,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.2,1.5
47,"Thomas, Ian","CAR","@SFO","TE",2.,0.3,1.3,12.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.2,1.4
48,"Gesicki, Mike","MIA","@PIT","TE",2.2,0.4,1.4,12.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.2,1.4
49,"Hill, Josh","NOS","ARZ","TE",1.4,0.1,0.9,12.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.4
50,"Akins, Jordan","HOU","OAK","TE",1.6,0.2,1.,13.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,1.3
51,"O'Shaughnessy, James","JAC","NYJ","TE",2.1,0.2,1.4,14.,0.,0.,0.,0.,0.,0.,0.,-0.1,0.,0.,0.,0.,0.1,1.3
52,"Grimble, Xavier","PIT","MIA","TE",1.6,0.2,1.1,11.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,1.3
53,"Stocker, Luke","ATL","SEA","TE",1.2,0.1,0.8,9.,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.2,1.3
54,"Griffin, Ryan","NYJ","@JAC","TE",2.,0.3,1.1,12.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.2,1.2
55,"Sternberger, Jace","GBP","@KCC","TE",1.8,0.2,1.1,11.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,1.1
56,"Yelder, Deon","KCC","GBP","TE",1.6,0.2,0.7,8.,0.1,0.,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.2,1.1
57,"LaCosse, Matt","NEP","CLE","TE",2.,0.3,1.2,11.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.2,1.1
58,"Fells, Darren","HOU","OAK","TE",1.,0.2,0.5,5.,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,1.1
59,"Toilolo, Levine","SFO","CAR","TE",1.,0.1,0.7,9.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.1
60,"Smith, Lee","BUF","PHI","TE",0.5,0.2,0.4,3.,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.2,1.1
61,"Knox, Dawson","BUF","PHI","TE",1.8,0.1,0.9,11.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.1,1.
62,"Kendricks, Lance","NEP","CLE","TE",1.5,0.1,1.1,10.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.
63,"Warring, Kahale","HOU","OAK","TE",1.9,0.2,0.9,9.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.9
64,"Croom, Jason","BUF","PHI","TE",1.7,0.1,1.1,12.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.2,0.,0.9
65,"O'Leary, Nick","MIA","@PIT","TE",0.9,0.2,0.6,7.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.2,0.9
66,"Williams, Maxx","ARZ","@NOS","TE",0.9,0.1,0.6,6.,0.1,0.,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.2,0.9
67,"Carrier, Derek","OAK","@HOU","TE",1.1,0.1,0.6,5.,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.1,0.8
68,"Lewis, Marcedes","GBP","@KCC","TE",0.9,0.,0.6,7.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.8
69,"Dwelley, Ross","SFO","CAR","TE",1.3,0.2,0.6,7.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.7
70,"Pruitt, MyCole","TEN","TBB","TE",0.5,0.1,0.5,7.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.7
71,"Smith Jr., Irv","MIN","WAS","TE",0.7,0.,0.6,4.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.6
72,"Simonson, Scott","NYG","@DET","TE",0.7,0.3,0.3,4.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.2,0.5
73,"Butt, Jake","DEN","@IND","TE",0.6,0.,0.3,4.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.4
74,"Braunecker, Ben","CHI","LAC","TE",0.3,0.,0.3,3.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.3
75,"Bell, Blake","KCC","GBP","TE",0.4,0.,0.3,3.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.3
76,"Moreau, Foster","OAK","@HOU","TE",0.4,0.1,0.1,2.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.2
77,"Smythe, Durham","MIA","@PIT","TE",0.4,0.,0.2,2.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.2
78,"Conklin, Tyler","MIN","WAS","TE",0.2,0.,0.1,2.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.2
79,"Auclair, Antony","TBB","@TEN","TE",0.5,0.,0.3,2.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.,0.,0.,0.2
80,"Tonyan, Robert","GBP","@KCC","TE",0.2,0.,0.1,2.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.2
81,"Manhertz, Chris","CAR","@SFO","TE",0.2,0.1,0.1,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.2
