"Rank","Player","Team","Opp","Position","Tgt","RZTgt","Rec","Rec Yds","Rec TDs","0-9 RecTDs","10-19 RecTDs","20-29 RecTDs","30-39 RecTDs","40-49 RecTDs","50+ RecTDs","Rush Yds","Rush TDs","Punt Ret Yds","Kick Ret Yds","Fum Lost","Scoring Opps","Pts"
1,"Ertz, Zach","PHI","DET","TE",9.3,1.5,6.4,65.,0.5,0.2,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,1.,9.6
2,"Howard, O.J.","TBB","NYG","TE",5.1,0.8,3.4,50.,0.6,0.3,0.2,0.,0.1,0.,0.1,0.,0.,0.,0.,0.1,0.9,8.2
3,"Kelce, Travis","KCC","BAL","TE",6.6,1.1,4.2,54.,0.4,0.1,0.2,0.1,0.,0.,0.,0.1,0.,0.,0.,0.,0.8,7.8
4,"Hooper, Austin","ATL","@IND","TE",6.2,0.7,4.9,47.,0.3,0.3,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.5,6.5
5,"Ebron, Eric","IND","ATL","TE",5.3,0.9,3.1,34.,0.5,0.2,0.2,0.1,0.,0.,0.,-0.3,0.,0.,0.,0.1,0.7,6.3
6,"Henry, Hunter","LAC","HOU","TE",4.8,0.9,3.3,42.,0.3,0.2,0.,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.7,5.9
7,"Engram, Evan","NYG","@TBB","TE",5.6,0.5,3.3,41.,0.2,0.1,0.1,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.6,5.7
8,"Cook, Jared","NOS","@SEA","TE",5.,0.7,3.4,44.,0.2,0.,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.8,5.7
9,"Kittle, George","SFO","PIT","TE",5.2,0.9,3.2,45.,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.6,5.6
10,"Olsen, Greg","CAR","@ARZ","TE",4.8,0.9,3.,34.,0.3,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.7,5.5
11,"Andrews, Mark","BAL","@KCC","TE",3.9,0.7,2.5,38.,0.2,0.1,0.1,0.,0.,0.,0.1,0.,0.,0.,0.,0.,0.5,5.3
12,"Rudolph, Kyle","MIN","OAK","TE",4.9,0.9,3.5,33.,0.3,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.8,5.2
13,"Dissly, Will","SEA","NOS","TE",3.,0.7,2.1,27.,0.4,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.6,5.1
14,"Njoku, David","CLE","LAR","TE",4.9,0.7,2.8,35.,0.3,0.1,0.,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.6,5.
15,"McDonald, Vance","PIT","@SFO","TE",4.5,0.7,2.9,33.,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.5,4.5
16,"Davis, Vernon","WAS","CHI","TE",3.8,0.3,2.3,34.,0.2,0.,0.,0.1,0.,0.,0.1,0.,0.,0.,0.,0.1,0.4,4.4
17,"Witten, Jason","DAL","MIA","TE",4.6,0.6,3.4,31.,0.2,0.1,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.4,4.4
18,"Waller, Darren","OAK","@MIN","TE",3.5,0.4,2.4,32.,0.1,0.,0.,0.1,0.,0.,0.,1.,0.,0.,0.,0.,0.6,4.2
19,"Brate, Cameron","TBB","NYG","TE",3.6,0.8,2.2,22.,0.3,0.2,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.6,4.2
20,"Graham, Jimmy","GBP","DEN","TE",5.1,0.7,2.8,31.,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.6,4.2
21,"Hockenson, T.J.","DET","@PHI","TE",3.6,0.5,2.5,28.,0.2,0.1,0.,0.1,0.,0.,0.,0.,0.,0.,1.,0.,0.5,4.1
22,"Walker, Delanie","TEN","@JAC","TE",4.4,0.5,2.7,31.,0.2,0.1,0.,0.,0.,0.,0.,-0.1,0.,0.,0.,0.1,0.5,4.1
23,"Smith, Jonnu","TEN","@JAC","TE",3.4,0.5,2.3,26.,0.2,0.2,0.,0.,0.,0.,0.1,0.,0.,0.,0.,0.,0.5,4.
24,"Fant, Noah","DEN","@GBP","TE",4.1,0.9,2.5,26.,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.6,3.9
25,"Reed, Jordan","WAS","CHI","TE",4.7,0.5,3.1,30.,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.3,3.9
26,"Burton, Trey","CHI","@WAS","TE",3.4,0.6,2.3,22.,0.2,0.1,0.1,0.,0.,0.,0.,0.1,0.,0.,0.,0.1,0.4,3.7
27,"Eifert, Tyler","CIN","@BUF","TE",3.,0.4,2.1,23.,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.2,3.5
28,"Goedert, Dallas","PHI","DET","TE",2.6,0.4,1.8,18.,0.3,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.4,3.4
29,"Thomas, Jordan","HOU","@LAC","TE",2.6,0.7,1.7,20.,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.5,3.2
30,"Doyle, Jack","IND","ATL","TE",3.4,0.6,2.4,21.,0.2,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.5,3.2
31,"Everett, Gerald","LAR","@CLE","TE",3.7,0.6,2.,20.,0.1,0.,0.1,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.4,2.8
32,"Swaim, Geoff","JAC","TEN","TE",3.6,0.4,2.7,24.,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.2,2.8
33,"Uzomah, C.J.","CIN","@BUF","TE",3.4,0.3,2.1,22.,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.3,2.8
34,"Vannett, Nick","SEA","NOS","TE",2.8,0.6,1.6,15.,0.2,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.4,2.7
35,"Higbee, Tyler","LAR","@CLE","TE",2.4,0.5,1.7,20.,0.1,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.3,2.7
36,"LaCosse, Matt","NEP","NYJ","TE",2.9,0.5,1.7,21.,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.3,2.6
37,"Heuerman, Jeff","DEN","@GBP","TE",3.1,0.8,1.7,19.,0.1,0.1,0.,0.,0.,0.,0.1,0.,0.,0.,0.,0.,0.6,2.6
38,"Jarwin, Blake","DAL","MIA","TE",2.2,0.2,1.7,17.,0.1,0.,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.2,2.4
39,"Kroft, Tyler","BUF","CIN","TE",3.6,0.3,2.1,23.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.2,2.4
40,"Griffin, Ryan","NYJ","@NEP","TE",2.6,0.5,1.5,19.,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.3,2.2
