"Rank","Player","Team","Opp","Position","XP","XPA","FG","Att","10-19","20-29","30-39","40-49","50+","Miss","Pts"
1,"Zuerlein, Greg","LAR","@CLE","K",3.1,3.2,2.5,2.9,0.,0.8,0.7,0.5,0.5,0.4,10.9
2,"Lutz, Wil","NOS","@SEA","K",3.3,3.4,1.9,2.1,0.,0.4,0.6,0.7,0.2,0.2,9.5
3,"Gostkowski, Stephen","NEP","NYJ","K",3.4,3.5,2.,2.3,0.,0.7,0.7,0.5,0.1,0.3,9.4
4,"Butker, Harrison","KCC","BAL","K",3.3,3.5,1.8,2.,0.,0.5,0.7,0.4,0.2,0.2,8.7
5,"Gould, Robbie","SFO","PIT","K",1.6,1.8,2.1,2.1,0.,0.5,0.7,0.7,0.2,0.1,8.6
6,"Tucker, Justin","BAL","@KCC","K",2.1,2.1,1.9,2.2,0.,0.5,0.6,0.5,0.3,0.3,7.8
7,"Myers, Jason","SEA","NOS","K",2.3,2.5,1.6,1.8,0.,0.2,0.6,0.5,0.3,0.2,7.5
8,"Bryant, Matt","ATL","@IND","K",2.1,2.2,1.6,1.7,0.,0.3,0.4,0.5,0.3,0.2,7.5
9,"Rosas, Aldrick","NYG","@TBB","K",1.9,2.,1.7,1.9,0.,0.6,0.5,0.3,0.2,0.2,7.2
10,"Fairbairn, Ka'imi","HOU","@LAC","K",2.1,2.2,1.7,1.9,0.,0.4,0.5,0.5,0.2,0.3,7.1
11,"Prater, Matt","DET","@PHI","K",2.,2.,1.7,1.9,0.1,0.4,0.6,0.4,0.2,0.3,7.1
12,"Hauschka, Steven","BUF","CIN","K",1.8,1.9,1.7,2.,0.,0.3,0.6,0.4,0.3,0.3,7.
13,"Lambo, Josh","JAC","TEN","K",1.8,1.9,1.5,1.7,0.,0.3,0.7,0.4,0.2,0.2,6.6
14,"Slye, Joey","CAR","@ARZ","K",2.1,2.3,1.3,1.4,0.,0.4,0.5,0.3,0.2,0.1,6.5
15,"Boswell, Chris","PIT","@SFO","K",2.5,2.7,1.4,1.8,0.,0.3,0.5,0.5,0.1,0.3,6.5
16,"Hopkins, Dustin","WAS","CHI","K",1.6,1.7,1.5,1.8,0.,0.4,0.4,0.6,0.2,0.2,6.4
17,"Carlson, Daniel","OAK","@MIN","K",1.7,1.7,1.3,1.5,0.,0.2,0.2,0.6,0.2,0.2,6.2
18,"Succop, Ryan","TEN","@JAC","K",1.7,1.9,1.6,1.9,0.,0.3,0.6,0.5,0.1,0.3,6.2
19,"Vinatieri, Adam","IND","ATL","K",2.2,2.3,1.3,1.6,0.,0.5,0.3,0.3,0.2,0.3,6.2
20,"Elliott, Jake","PHI","DET","K",1.9,2.1,1.3,1.6,0.,0.3,0.4,0.5,0.2,0.2,6.
21,"Badgley, Mike","LAC","HOU","K",2.,2.1,1.4,1.7,0.,0.4,0.4,0.4,0.1,0.3,5.9
22,"Crosby, Mason","GBP","DEN","K",2.,2.,1.3,1.6,0.,0.3,0.4,0.5,0.2,0.2,5.9
23,"Sanders, Jason","MIA","@DAL","K",2.1,2.2,1.1,1.3,0.,0.5,0.2,0.4,0.,0.1,5.6
24,"Maher, Brett","DAL","MIA","K",2.,2.,1.3,1.8,0.,0.5,0.3,0.3,0.2,0.5,5.2
25,"Catanzaro, Chandler","Ret","Bye","K",1.5,1.8,1.2,1.5,0.,0.3,0.5,0.2,0.2,0.3,5.1
26,"Janikowski, Sebastian","Ret","Bye","K",2.1,2.3,1.,1.4,0.,0.2,0.3,0.4,0.2,0.3,5.1
27,"McManus, Brandon","DEN","@GBP","K",1.9,1.9,1.2,1.6,0.,0.3,0.5,0.4,0.1,0.4,4.9
28,"Bullock, Randy","CIN","@BUF","K",1.8,1.9,1.,1.2,0.,0.2,0.4,0.3,0.1,0.2,4.8
29,"Bailey, Dan","MIN","OAK","K",2.,2.1,1.3,1.9,0.,0.3,0.6,0.2,0.1,0.6,4.5
30,"Pineiro, Eddy","CHI","@WAS","K",1.6,1.7,1.,1.2,0.,0.3,0.3,0.4,0.,0.3,4.1
31,"Seibert, Austin","CLE","LAR","K",1.6,1.9,0.9,1.2,0.,0.2,0.4,0.3,0.1,0.3,3.9
32,"Gonzalez, Zane","ARZ","CAR","K",1.1,1.3,1.1,1.4,0.,0.2,0.4,0.3,0.2,0.4,3.9
33,"Gay, Matt","TBB","NYG","K",1.7,1.9,1.1,1.6,0.,0.3,0.5,0.2,0.1,0.5,3.7
"","","","","","","","","","","","","","","",""
