"Rank","Player","Team","Opp","Position","Rush","Rush Yds","Rush TDs","0-9 RushTDs","10-19 RushTDs","20-29 RushTDs","30-39 RushTDs","40-49 RushTDs","50+ RushTDs","Tgt","RZTgt","Rec","Rec Yds","Rec TDs",">= 50yds",">= 100yds","Punt Ret Yds","Kick Ret Yds","Fum Lost","Scoring Opps","Pts"
1,"Conner, James","PIT","@SFO","RB",19.3,89.,0.8,0.6,0.1,0.1,0.,0.,0.,6.2,0.7,4.9,43.,0.2,0.2,0.1,0.,0.,0.1,2.4,18.8
2,"McCaffrey, Christian","CAR","@ARZ","RB",12.9,59.,0.4,0.3,0.,0.,0.,0.,0.,9.3,1.1,7.2,60.,0.4,0.7,0.1,5.,2.,0.,2.3,16.8
3,"Elliott, Ezekiel","DAL","MIA","RB",21.5,95.,0.6,0.4,0.1,0.1,0.,0.,0.,5.6,0.7,4.2,33.,0.1,0.1,0.1,0.,0.,0.1,2.,16.8
4,"Kamara, Alvin","NOS","@SEA","RB",12.,54.,0.7,0.5,0.1,0.,0.,0.,0.,6.9,1.4,5.3,50.,0.2,0.7,0.1,3.,25.,0.,2.5,15.9
5,"Barkley, Saquon","NYG","@TBB","RB",15.4,75.,0.6,0.4,0.,0.,0.,0.,0.2,6.6,0.7,4.7,34.,0.2,0.1,0.1,0.,0.,0.,2.2,15.7
6,"Gordon, Melvin","LAC","HOU","RB",14.8,64.,0.7,0.4,0.2,0.1,0.,0.,0.,4.3,0.6,3.,28.,0.2,0.1,0.1,0.,0.,0.,2.1,14.4
7,"Gurley, Todd","LAR","@CLE","RB",12.2,63.,0.7,0.5,0.1,0.,0.,0.,0.,4.,0.7,2.6,25.,0.1,0.1,0.1,0.,0.,0.1,2.1,13.7
8,"Michel, Sony","NEP","NYJ","RB",15.7,72.,0.8,0.6,0.2,0.,0.,0.,0.,1.8,0.3,1.5,12.,0.1,0.1,0.,0.,4.,0.,2.2,13.6
9,"Cook, Dalvin","MIN","OAK","RB",14.2,67.,0.4,0.2,0.1,0.1,0.,0.,0.,4.9,0.5,3.8,31.,0.2,0.1,0.1,0.,1.,0.1,1.5,13.2
10,"Mixon, Joe","CIN","@BUF","RB",16.7,75.,0.5,0.4,0.1,0.,0.,0.,0.,3.7,0.4,3.,23.,0.,0.1,0.1,0.,0.,0.1,1.7,13.1
11,"Fournette, Leonard","JAC","TEN","RB",17.3,63.,0.6,0.5,0.,0.,0.,0.,0.1,3.9,0.3,3.,25.,0.1,0.1,0.1,0.,1.,0.,1.7,13.
12,"Chubb, Nick","CLE","LAR","RB",14.5,70.,0.6,0.4,0.,0.,0.,0.,0.1,3.2,0.4,2.3,19.,0.1,0.1,0.,0.,0.,0.,1.5,12.9
13,"Henry, Derrick","TEN","@JAC","RB",14.,67.,0.7,0.5,0.1,0.,0.,0.,0.1,1.6,0.2,1.2,11.,0.1,0.,0.,0.,0.,0.1,1.7,12.3
14,"Montgomery, David","CHI","@WAS","RB",11.7,51.,0.6,0.4,0.1,0.1,0.,0.,0.,3.9,0.7,2.9,26.,0.2,0.1,0.1,10.,2.,0.1,1.4,12.2
15,"Lindsay, Phillip","DEN","@GBP","RB",13.6,66.,0.5,0.4,0.,0.1,0.,0.1,0.,4.1,0.4,3.,21.,0.1,0.1,0.,1.,8.,0.,1.1,12.2
16,"Jones, Aaron","GBP","DEN","RB",12.6,62.,0.6,0.4,0.,0.1,0.1,0.,0.,3.8,0.4,2.7,20.,0.1,0.1,0.,0.,1.,0.1,1.3,12.1
17,"Williams, Damien","KCC","BAL","RB",10.6,51.,0.6,0.5,0.1,0.,0.,0.,0.,3.7,0.8,3.,16.,0.3,0.1,0.1,0.,0.,0.1,2.,11.7
18,"Ingram, Mark","BAL","@KCC","RB",12.4,62.,0.6,0.4,0.2,0.,0.,0.,0.,2.5,0.2,1.9,13.,0.1,0.1,0.,0.,0.,0.1,1.7,11.4
19,"Mack, Marlon","IND","ATL","RB",14.5,65.,0.5,0.5,0.,0.,0.,0.,0.,2.8,0.4,1.8,11.,0.1,0.,0.,0.,1.,0.1,1.3,11.1
20,"Johnson, David","ARZ","CAR","RB",15.4,57.,0.3,0.3,0.,0.,0.,0.,0.,5.2,0.6,3.2,28.,0.1,0.1,0.1,0.,0.1,0.1,1.4,11.1
21,"Barber, Peyton","TBB","NYG","RB",19.,71.,0.5,0.5,0.,0.,0.,0.,0.,2.7,0.3,1.9,10.,0.,0.,0.,0.,0.,0.1,2.2,11.
22,"Jacobs, Josh","OAK","@MIN","RB",12.9,61.,0.4,0.3,0.,0.1,0.,0.,0.1,3.9,0.2,3.,25.,0.,0.1,0.1,0.,0.,0.2,1.3,10.8
23,"Coleman, Tevin","SFO","PIT","RB",11.8,62.,0.3,0.1,0.,0.1,0.,0.1,0.,2.8,0.6,2.2,19.,0.1,0.1,0.,0.,0.,0.,1.4,10.7
24,"Freeman, Devonta","ATL","@IND","RB",12.,57.,0.4,0.2,0.,0.,0.1,0.,0.,3.3,0.6,2.3,19.,0.1,0.1,0.,0.,0.,0.1,1.5,10.4
25,"Johnson, Kerryon","DET","@PHI","RB",10.6,53.,0.4,0.4,0.,0.,0.,0.,0.,3.2,0.5,2.6,20.,0.1,0.1,0.,0.,1.,0.1,1.1,10.2
