"Rank","Player","Team","Opp","Position","Rush","Rush Yds","Rush TDs","0-9 RushTDs","10-19 RushTDs","20-29 RushTDs","30-39 RushTDs","40-49 RushTDs","50+ RushTDs","Tgt","RZTgt","Rec","Rec Yds","Rec TDs",">= 50yds",">= 100yds","Punt Ret Yds","Kick Ret Yds","Fum Lost","Scoring Opps","Pts"
1,"Conner, James","PIT","@LAC","RB",19.5,90.,0.8,0.7,0.1,0.1,0.,0.,0.,6.3,0.7,5.,43.,0.2,0.2,0.1,0.,0.,0.1,2.4,19.
2,"Gurley, Todd","LAR","SFO","RB",15.,77.,0.9,0.7,0.1,0.,0.1,0.,0.,4.9,0.9,3.2,30.,0.2,0.1,0.1,0.,0.,0.1,2.6,16.8
3,"Gordon, Melvin","LAC","PIT","RB",16.2,70.,0.8,0.4,0.2,0.1,0.,0.,0.,4.7,0.7,3.3,31.,0.2,0.1,0.1,0.,0.,0.,2.3,15.8
4,"Barkley, Saquon","NYG","@NEP","RB",14.6,71.,0.6,0.3,0.,0.,0.,0.,0.2,6.3,0.6,4.5,33.,0.2,0.1,0.1,0.,0.,0.,2.,14.9
5,"Michel, Sony","NEP","NYG","RB",17.,78.,0.8,0.6,0.2,0.,0.,0.,0.,1.9,0.4,1.6,13.,0.1,0.1,0.,0.,4.,0.,2.4,14.7
6,"Kamara, Alvin","NOS","@JAC","RB",11.,50.,0.6,0.5,0.1,0.,0.,0.,0.,6.4,1.3,4.9,46.,0.2,0.2,0.1,3.,23.,0.,2.3,14.7
7,"Elliott, Ezekiel","DAL","@NYJ","RB",18.2,80.,0.5,0.3,0.1,0.1,0.,0.,0.,4.8,0.6,3.6,28.,0.1,0.1,0.1,0.,0.,0.1,1.7,14.2
8,"McCaffrey, Christian","CAR","@TBB","RB",10.8,50.,0.3,0.3,0.,0.,0.,0.,0.,7.8,0.9,6.,50.,0.4,0.7,0.1,4.,2.,0.,1.9,14.1
9,"Henry, Derrick","TEN","@DEN","RB",15.9,75.,0.8,0.6,0.1,0.,0.,0.,0.1,1.9,0.2,1.4,12.,0.1,0.1,0.,0.,0.,0.1,1.9,13.8
10,"Chubb, Nick","CLE","SEA","RB",14.2,68.,0.5,0.4,0.,0.,0.,0.,0.1,3.1,0.4,2.3,19.,0.1,0.1,0.,0.,0.,0.,1.5,12.7
11,"Freeman, Devonta","ATL","@ARZ","RB",14.5,70.,0.4,0.2,0.,0.,0.1,0.1,0.,3.9,0.7,2.8,22.,0.2,0.1,0.,0.,0.,0.1,1.9,12.7
12,"Williams, Damien","KCC","HOU","RB",11.1,53.,0.6,0.5,0.1,0.,0.,0.,0.,3.8,0.9,3.1,17.,0.3,0.1,0.1,0.,0.,0.1,2.1,12.4
13,"Howard, Jordan","PHI","@MIN","RB",14.3,57.,0.6,0.5,0.1,0.,0.,0.,0.,2.7,0.6,2.1,20.,0.1,0.1,0.,1.,1.,0.,1.8,12.2
14,"Johnson, Kerryon","DET","@GBP","RB",12.5,61.,0.5,0.5,0.1,0.,0.,0.,0.,3.7,0.5,3.,24.,0.1,0.1,0.1,0.,1.,0.1,1.3,12.1
15,"Fournette, Leonard","JAC","NOS","RB",16.,58.,0.5,0.5,0.,0.,0.,0.,0.1,3.7,0.3,2.8,24.,0.1,0.1,0.1,0.,1.,0.,1.6,12.1
16,"Cook, Dalvin","MIN","PHI","RB",12.7,59.,0.4,0.2,0.1,0.1,0.,0.,0.,4.4,0.4,3.4,28.,0.2,0.1,0.1,0.,1.,0.1,1.3,11.8
17,"Mixon, Joe","CIN","@BAL","RB",14.4,65.,0.4,0.4,0.1,0.,0.,0.,0.,3.2,0.4,2.5,20.,0.,0.1,0.,0.,0.,0.1,1.5,11.1
18,"Lindsay, Phillip","DEN","TEN","RB",12.2,59.,0.5,0.3,0.,0.1,0.,0.1,0.,3.7,0.4,2.7,19.,0.1,0.1,0.,1.,7.,0.,1.,10.9
19,"Johnson, David","ARZ","ATL","RB",14.8,54.,0.3,0.3,0.,0.,0.,0.,0.,5.,0.6,3.,27.,0.1,0.1,0.1,0.,0.1,0.1,1.3,10.7
20,"Coleman, Tevin","SFO","@LAR","RB",11.6,62.,0.3,0.1,0.,0.1,0.,0.1,0.,2.7,0.5,2.2,19.,0.1,0.1,0.,0.,0.,0.,1.3,10.7
21,"Barber, Peyton","TBB","CAR","RB",18.2,67.,0.4,0.4,0.,0.,0.,0.,0.,2.5,0.3,1.8,9.,0.,0.,0.,0.,0.,0.1,2.1,10.4
22,"White, James","NEP","NYG","RB",5.4,23.,0.3,0.2,0.,0.1,0.,0.,0.,7.2,1.3,5.,42.,0.3,0.2,0.1,0.,0.,0.,1.5,10.2
23,"Peterson, Adrian","WAS","@MIA","RB",16.1,62.,0.3,0.3,0.,0.,0.,0.,0.1,3.,0.4,2.2,19.,0.,0.1,0.,0.,0.,0.1,0.9,10.2
24,"Guice, Derrius","WAS","@MIA","RB",10.6,47.,0.4,0.3,0.,0.,0.,0.,0.1,3.7,0.3,2.8,23.,0.2,0.1,0.1,0.,5.,0.1,0.8,10.1
25,"Bell, Le'Veon","NYJ","DAL","RB",11.2,37.,0.5,0.5,0.,0.,0.,0.,0.,3.6,0.2,2.6,26.,0.1,0.1,0.1,0.,0.,0.1,1.1,9.8
