Rank,Player,Team,Opp,Position,Rush,Rush Yds,Rush TDs,0-9 RushTDs,10-19 RushTDs,20-29 RushTDs,30-39 RushTDs,40-49 RushTDs,50+ RushTDs,Rec,Rec Yds,Rec TDs,>= 50yds,>= 100yds,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Gurley, Todd",LAR,@DET,RB,21.,90.7,0.8,0.7,0.,0.,0.,0.,0.1,4.5,45.7,0.2,0.2,0.1,0.1,0.1,0.1,2.7,19.8
2,"Elliott, Ezekiel",DAL,NOR,RB,20.7,95.7,0.8,0.5,0.2,0.,0.,0.,0.1,2.5,26.3,0.1,0.1,0.1,0.,0.,0.,1.8,17.4
3,"Johnson, David",ARZ,@GBP,RB,17.9,74.9,0.8,0.6,0.,0.1,0.,0.,0.,4.5,45.9,0.1,0.2,0.1,0.2,1.1,0.2,2.2,17.2
4,"Bell, Le'Veon",PIT,LAC,RB,16.6,71.6,0.5,0.4,0.1,0.,0.,0.,0.,4.6,36.6,0.2,0.1,0.1,0.,0.,0.1,1.5,14.6
5,"Kamara, Alvin",NOR,@DAL,RB,9.8,49.4,0.6,0.4,0.,0.1,0.,0.,0.,4.4,43.9,0.3,0.2,0.1,0.,24.,0.1,1.9,14.2
6,"Fournette, Leonard",JAC,IND,RB,18.,71.2,0.7,0.5,0.,0.,0.,0.,0.1,2.7,22.3,0.,0.1,0.,0.,1.4,0.,1.6,13.6
7,"Drake, Kenyan",MIA,BUF,RB,16.1,78.1,0.4,0.2,0.,0.,0.,0.1,0.1,2.9,21.1,0.1,0.1,0.,0.,0.,0.1,1.3,12.6
8,"Hunt, Kareem",KCC,@OAK,RB,15.4,70.5,0.4,0.3,0.,0.,0.1,0.,0.1,2.8,21.8,0.1,0.1,0.,0.,0.,0.1,1.6,12.5
9,"Howard, Jordan",CHI,@NYG,RB,17.9,80.1,0.5,0.4,0.1,0.1,0.,0.,0.,1.5,12.,0.,0.,0.,0.,0.,0.1,1.4,12.4
10,"Cook, Dalvin",MIN,@NEP,RB,13.6,60.4,0.6,0.5,0.,0.,0.,0.,0.,3.2,25.2,0.1,0.1,0.1,0.,1.1,0.1,1.7,12.3
