Rank,Player,Team,Opp,Position,XP,XPA,FG,Att,10-19,20-29,30-39,40-49,50+,Miss,Pts
1,"Butker, Harrison",KCC,@OAK,K,2.6,2.6,2.5,2.8,0.,0.6,1.1,0.5,0.2,0.3,10.3
2,"Elliott, Jake",PHI,WAS,K,2.7,3.,2.1,2.3,0.,0.6,0.5,0.8,0.3,0.2,9.8
3,"Gould, Robbie",SFO,@SEA,K,2.1,2.2,2.2,2.3,0.,0.4,0.7,0.9,0.2,0.1,9.7
4,"Tucker, Justin",BAL,@ATL,K,2.1,2.1,2.1,2.2,0.,0.3,0.7,0.7,0.4,0.1,9.6
5,"Gano, Graham",CAR,@TBB,K,2.1,2.3,1.9,2.1,0.,0.5,0.6,0.7,0.1,0.2,8.2
6,"Myers, Jason",NYJ,@TEN,K,2.,2.2,2.,2.5,0.,0.6,0.4,0.8,0.2,0.4,8.1
7,"Zuerlein, Greg",LAR,@DET,K,2.3,2.4,1.7,1.9,0.,0.4,0.6,0.4,0.3,0.1,8.
8,"Dawson, Phil",ARZ,@GBP,K,1.8,2.,2.,2.4,0.1,0.4,0.7,0.6,0.3,0.4,7.9
9,"Boswell, Chris",PIT,LAC,K,2.3,2.4,1.7,1.9,0.,0.4,0.7,0.5,0.2,0.2,7.7
10,"Hauschka, Steven",BUF,@MIA,K,1.8,2.,1.9,2.1,0.,0.5,0.7,0.4,0.2,0.2,7.7
11,"Bryant, Matt",ATL,BAL,K,2.1,2.2,1.7,1.9,0.,0.4,0.4,0.4,0.4,0.2,7.7
12,"Succop, Ryan",TEN,NYJ,K,2.1,2.3,1.7,2.,0.,0.4,0.4,0.7,0.2,0.3,7.5
13,"Prater, Matt",DET,LAR,K,2.,2.,1.7,2.1,0.1,0.4,0.4,0.4,0.4,0.3,7.4
14,"Lutz, Wil",NOR,@DAL,K,2.7,2.8,1.5,1.8,0.,0.4,0.3,0.6,0.2,0.3,7.3
15,"Vinatieri, Adam",IND,@JAC,K,1.9,2.,1.7,2.,0.,0.5,0.4,0.5,0.3,0.3,7.2
16,"Lambo, Josh",JAC,IND,K,2.2,2.4,1.5,1.8,0.,0.2,0.6,0.5,0.2,0.3,6.9
17,"Gostkowski, Stephen",NEP,MIN,K,2.3,2.5,1.6,1.8,0.,0.6,0.4,0.5,0.1,0.3,6.9
18,"Maher, Brett",DAL,NOR,K,2.4,2.5,1.5,1.9,0.1,0.4,0.4,0.4,0.2,0.4,6.4
19,"Carlson, Daniel",MIN,@NEP,K,1.9,2.2,1.6,1.9,0.,0.4,0.6,0.3,0.2,0.3,6.4
20,"Sanders, Jason",MIA,BUF,K,2.3,2.4,1.3,1.5,0.,0.5,0.5,0.3,0.,0.1,6.2
21,"Catanzaro, Chandler",TBB,CAR,K,1.7,1.8,1.6,1.9,0.,0.4,0.4,0.6,0.1,0.4,6.2
22,"McManus, Brandon",DEN,@CIN,K,1.8,1.8,1.6,1.9,0.,0.4,0.7,0.4,0.2,0.4,6.1
23,"Hopkins, Dustin",WAS,@PHI,K,2.1,2.2,1.6,2.,0.,0.7,0.4,0.3,0.1,0.5,6.
24,"Gonzalez, Zane",CLE,@HOU,K,1.8,1.8,1.2,1.4,0.,0.4,0.3,0.3,0.1,0.2,5.2
25,"Crosby, Mason",GBP,ARZ,K,2.2,2.3,1.1,1.4,0.,0.4,0.4,0.3,0.1,0.3,5.2
26,"Nugent, Mike",OAK,KCC,K,1.8,2.1,1.2,1.5,0.,0.3,0.4,0.4,0.1,0.3,5.2
27,"Parkey, Cody",CHI,@NYG,K,1.7,1.9,1.1,1.3,0.,0.3,0.3,0.4,0.1,0.2,5.1
28,"Bullock, Randy",CIN,DEN,K,1.8,2.,1.1,1.3,0.,0.4,0.4,0.2,0.,0.2,4.9
29,"Rosas, Aldrick",NYG,CHI,K,1.4,1.7,1.2,1.5,0.,0.5,0.2,0.3,0.2,0.3,4.8
30,"Fairbairn, Ka'imi",HOU,CLE,K,1.4,1.6,1.1,1.5,0.,0.2,0.4,0.3,0.2,0.4,4.2
31,"Janikowski, Sebastian",SEA,SFO,K,1.8,1.9,0.8,1.2,0.,0.3,0.3,0.3,0.,0.3,3.7
32,"Sturgis, Caleb",LAC,@PIT,K,1.3,1.6,0.9,1.4,0.,0.4,0.2,0.1,0.1,0.4,3.1
