Rank,Player,Team,Opp,Position,PUNTS,PUNT_YDS,PUNT_RETURN_YD,PUNT_INSIDE20,Pts
1,"Lee, Andy",ARZ,@GBP,P,5.8,273.6,31.2,1.8,18.4
2,"Hekker, Johnny",LAR,@DET,P,4.9,234.5,10.,2.5,17.8
3,"Koch, Sam",BAL,@ATL,P,5.1,231.8,20.3,2.5,17.4
4,"Edwards, Lachlan",NYJ,@TEN,P,5.6,252.,27.9,1.8,17.4
5,"Daniel, Trevor",HOU,CLE,P,4.9,238.3,32.1,1.9,16.6
6,"Huber, Kevin",CIN,DEN,P,5.4,248.6,24.4,1.7,16.6
7,"Pinion, Bradley",SFO,@SEA,P,5.3,231.2,15.,1.8,16.3
8,"Kern, Brett",TEN,NYJ,P,4.8,224.4,19.2,1.9,16.1
9,"Haack, Matt",MIA,BUF,P,5.1,226.3,14.8,1.8,15.9
10,"O'Donnell, Pat",CHI,@NYG,P,5.,230.4,24.9,1.6,15.7
11,"Dickson, Michael",SEA,SFO,P,5.1,228.,23.9,1.6,15.5
12,"Cooke, Logan",JAC,IND,P,4.8,218.,15.5,1.6,15.
13,"Dixon, Riley",NYG,CHI,P,5.2,231.1,19.7,1.4,14.9
14,"Townsend, Johnny",OAK,KCC,P,4.5,211.4,18.2,1.7,14.8
15,"Palardy, Michael",CAR,@TBB,P,4.6,207.2,14.,1.6,14.5
16,"Sanchez, Rigoberto",IND,@JAC,P,4.7,214.3,5.4,1.5,14.4
17,"Colquitt, Dustin",KCC,@OAK,P,4.3,193.2,10.2,1.9,14.3
18,"Way, Tress",WAS,@PHI,P,4.5,203.9,23.4,1.6,14.3
19,"Wile, Matt",MIN,@NEP,P,4.6,191.7,13.2,1.8,14.1
20,"Kaser, Drew",LAC,@PIT,P,4.1,197.4,17.8,1.5,13.7
21,"Bojorquez, Corey",BUF,@MIA,P,4.5,198.2,14.6,1.4,13.6
22,"Anger, Bryan",TBB,CAR,P,4.1,183.2,8.,1.8,13.5
23,"King, Marquette",DEN,@CIN,P,4.2,194.3,12.6,1.5,13.5
24,"Jones, Chris",DAL,NOR,P,3.9,175.9,7.2,1.9,13.1
25,"Martin, Sam",DET,LAR,P,4.2,188.1,13.1,1.4,13.1
26,"Colquitt, Britton",CLE,@HOU,P,4.1,190.5,20.9,1.2,12.6
27,"Allen, Ryan",NEP,MIN,P,3.9,168.,6.1,1.5,12.1
28,"Johnston, Cam",PHI,WAS,P,3.9,176.8,11.1,1.3,11.9
29,"Berry, Jordan",PIT,LAC,P,3.8,163.3,11.,1.5,11.7
30,"Scott, J.K.",GBP,ARZ,P,3.9,170.,10.7,1.1,11.4
31,"Bosher, Matt",ATL,BAL,P,3.4,152.9,12.,1.4,11.1
32,"Morstead, Thomas",NOR,@DAL,P,3.,141.,11.,1.2,10.
