Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Pts
1,"Irvin, Bruce",OAK,KCC,DL,3.3,1.4,0.6,0.3,0.,0.2,0.1,0.,5.
2,"Watt, J.J.",HOU,CLE,DL,3.7,1.7,0.1,0.2,0.,0.,0.,0.,4.9
3,"Jordan, Cameron",NOR,@DAL,DL,2.8,0.9,0.7,0.6,0.,0.1,0.,0.,4.7
4,"Lawson, Carl",CIN,DEN,DL,3.,1.3,0.4,0.2,0.,0.,0.,0.,4.4
5,"Garrett, Myles",CLE,@HOU,DL,2.5,1.4,0.6,0.2,0.,0.1,0.1,0.,4.2
6,"Pierre-Paul, Jason",TBB,CAR,DL,2.8,1.1,0.4,0.3,0.,0.1,0.,0.,4.2
7,"Quinn, Robert",MIA,BUF,DL,2.6,0.9,0.8,0.1,0.,0.2,0.,0.,4.1
8,"Clark, Frank",SEA,SFO,DL,2.2,0.9,0.8,0.3,0.,0.2,0.1,0.,4.
9,"Campbell, Calais",JAC,IND,DL,2.5,1.,0.6,0.2,0.,0.1,0.1,0.,4.
10,"Graham, Brandon",PHI,WAS,DL,2.6,1.1,0.6,0.1,0.,0.2,0.,0.,3.9
11,"Wilkerson, Muhammad",GBP,ARZ,DL,2.3,1.7,0.5,0.2,0.,0.1,0.,0.,3.9
12,"Griffen, Everson",MIN,@NEP,DL,2.2,1.,0.8,0.2,0.,0.2,0.,0.,3.9
13,"Addison, Mario",CAR,@TBB,DL,2.3,1.2,0.9,0.,0.,0.1,0.,0.,3.9
14,"Lawrence, Demarcus",DAL,NOR,DL,2.1,1.2,0.8,0.1,0.,0.2,0.1,0.,3.9
15,"Wake, Cameron",MIA,BUF,DL,2.2,1.1,0.8,0.1,0.,0.1,0.,0.,3.9
16,"Flowers, Trey",NEP,MIN,DL,2.5,1.5,0.4,0.1,0.,0.1,0.,0.,3.8
17,"Casey, Jurrell",TEN,NYJ,DL,2.5,1.3,0.4,0.2,0.,0.1,0.,0.,3.8
18,"Buckner, DeForest",SFO,@SEA,DL,2.6,1.4,0.2,0.2,0.,0.,0.,0.,3.8
19,"Bosa, Joey",LAC,@PIT,DL,2.6,0.8,0.6,0.,0.,0.1,0.1,0.,3.8
20,"Dunlap, Carlos",CIN,DEN,DL,2.,0.9,0.5,0.7,0.,0.1,0.,0.,3.8
21,"Okafor, Alex",NOR,@DAL,DL,2.2,1.5,0.3,0.2,0.,0.2,0.,0.,3.8
22,"Jackson, Branden",SEA,SFO,DL,2.4,1.,0.4,0.1,0.,0.2,0.1,0.,3.8
23,"Heyward, Cameron",PIT,LAC,DL,2.1,1.,0.8,0.2,0.,0.1,0.1,0.,3.7
24,"Ngakoue, Yannick",JAC,IND,DL,2.3,0.4,0.8,0.1,0.,0.3,0.,0.,3.7
