Rank,Player,Team,Opp,Position,XP,XPA,FG,Att,10-19,20-29,30-39,40-49,50+,Miss,Pts
1,"Tucker, Justin",BAL,@CAR,K,2.3,2.3,2.3,2.4,0.,0.3,0.7,0.8,0.4,0.1,10.3
2,"Prater, Matt",DET,SEA,K,2.3,2.4,2.,2.3,0.1,0.5,0.5,0.5,0.5,0.3,9.1
3,"Boswell, Chris",PIT,CLE,K,2.6,2.7,1.9,2.1,0.,0.5,0.8,0.5,0.2,0.2,8.8
4,"Vinatieri, Adam",IND,@OAK,K,2.2,2.3,2.,2.3,0.,0.5,0.5,0.5,0.4,0.3,8.8
5,"Lutz, Wil",NOR,@MIN,K,3.1,3.2,1.8,2.1,0.,0.5,0.4,0.6,0.3,0.3,8.7
6,"Gould, Robbie",SFO,@ARZ,K,1.8,2.,2.,2.1,0.,0.4,0.6,0.8,0.2,0.1,8.7
7,"Zuerlein, Greg",LAR,GBP,K,2.4,2.5,1.8,1.9,0.,0.4,0.7,0.4,0.3,0.1,8.4
8,"Butker, Harrison",KCC,DEN,K,2.1,2.2,2.1,2.5,0.,0.5,1.,0.4,0.2,0.4,8.2
9,"Gostkowski, Stephen",NEP,@BUF,K,2.6,2.8,1.8,2.,0.,0.7,0.5,0.5,0.1,0.2,8.1
10,"Elliott, Jake",PHI,@JAC,K,2.3,2.5,1.8,2.,0.,0.5,0.4,0.6,0.3,0.3,8.
11,"Gano, Graham",CAR,BAL,K,2.,2.2,1.8,2.,0.,0.5,0.6,0.7,0.1,0.2,7.9
12,"Myers, Jason",NYJ,@CHI,K,1.9,2.,1.9,2.4,0.,0.5,0.4,0.8,0.2,0.5,7.5
13,"Hauschka, Steven",BUF,NEP,K,1.7,1.8,1.8,2.,0.,0.5,0.7,0.4,0.2,0.3,7.2
14,"Carlson, Daniel",MIN,NOR,K,2.,2.4,1.7,2.,0.,0.5,0.6,0.4,0.2,0.3,6.9
15,"Hopkins, Dustin",WAS,@NYG,K,2.3,2.4,1.8,2.2,0.,0.8,0.5,0.4,0.1,0.4,6.9
16,"Dawson, Phil",ARZ,SFO,K,1.6,1.8,1.8,2.3,0.1,0.4,0.6,0.5,0.2,0.4,6.8
17,"Sanders, Jason",MIA,@HOU,K,2.4,2.5,1.3,1.5,0.,0.5,0.5,0.3,0.,0.1,6.3
18,"Catanzaro, Chandler",TBB,@CIN,K,1.8,1.8,1.6,1.9,0.,0.4,0.4,0.6,0.1,0.4,6.2
19,"Lambo, Josh",JAC,PHI,K,2.1,2.2,1.4,1.7,0.,0.2,0.5,0.5,0.2,0.3,6.2
20,"McManus, Brandon",DEN,@KCC,K,1.7,1.7,1.5,1.9,0.,0.4,0.7,0.3,0.2,0.4,5.8
21,"Bullock, Randy",CIN,TBB,K,2.,2.2,1.2,1.4,0.,0.5,0.5,0.3,0.,0.2,5.6
22,"Nugent, Mike",OAK,IND,K,1.8,2.1,1.2,1.5,0.,0.3,0.4,0.4,0.1,0.2,5.3
23,"Rosas, Aldrick",NYG,WAS,K,1.5,1.8,1.3,1.6,0.,0.6,0.2,0.3,0.2,0.3,5.3
24,"Parkey, Cody",CHI,NYJ,K,1.7,1.9,1.1,1.3,0.,0.3,0.3,0.4,0.1,0.2,5.2
25,"Crosby, Mason",GBP,@LAR,K,2.1,2.2,1.1,1.4,0.,0.3,0.4,0.2,0.1,0.3,4.8
26,"Fairbairn, Ka'imi",HOU,MIA,K,1.5,1.6,1.1,1.5,0.,0.2,0.4,0.3,0.2,0.4,4.4
27,"Janikowski, Sebastian",SEA,@DET,K,2.,2.,0.9,1.2,0.,0.3,0.3,0.3,0.,0.3,4.1
28,"Gonzalez, Zane",CLE,@PIT,K,1.4,1.5,0.9,1.2,0.,0.3,0.3,0.3,0.1,0.3,3.9
