Rank,Player,Team,Opp,Position,PUNTS,PUNT_YDS,PUNT_RETURN_YD,PUNT_INSIDE20,Pts
1,"Lee, Andy",ARZ,SFO,P,5.8,273.8,31.1,1.8,18.5
2,"Hekker, Johnny",LAR,GBP,P,4.9,235.4,10.,2.5,17.9
3,"Koch, Sam",BAL,@CAR,P,5.1,231.8,20.3,2.5,17.4
4,"Edwards, Lachlan",NYJ,@CHI,P,5.6,252.,27.9,1.8,17.4
5,"Huber, Kevin",CIN,TBB,P,5.4,248.2,24.6,1.7,16.6
6,"Daniel, Trevor",HOU,MIA,P,4.9,236.2,31.9,1.9,16.5
7,"Pinion, Bradley",SFO,@ARZ,P,5.3,231.8,14.9,1.8,16.3
8,"Haack, Matt",MIA,@HOU,P,5.1,227.7,14.7,1.8,16.
9,"O'Donnell, Pat",CHI,NYJ,P,5.,230.,25.,1.6,15.7
10,"Dickson, Michael",SEA,@DET,P,5.1,228.6,23.5,1.6,15.5
11,"Cooke, Logan",JAC,PHI,P,5.,222.1,16.3,1.6,15.2
12,"Dixon, Riley",NYG,WAS,P,5.3,234.8,20.1,1.4,15.1
13,"Townsend, Johnny",OAK,IND,P,4.5,210.1,16.1,1.7,14.9
14,"Way, Tress",WAS,@NYG,P,4.5,206.6,23.7,1.6,14.5
15,"Colquitt, Dustin",KCC,DEN,P,4.3,196.7,10.2,1.9,14.5
16,"Palardy, Michael",CAR,BAL,P,4.6,207.1,14.1,1.6,14.5
17,"Sanchez, Rigoberto",IND,@OAK,P,4.7,213.3,5.5,1.5,14.3
18,"Wile, Matt",MIN,NOR,P,4.5,188.1,12.7,1.8,13.8
19,"Anger, Bryan",TBB,@CIN,P,4.1,182.9,8.,1.8,13.4
20,"King, Marquette",DEN,@KCC,P,4.2,193.,12.3,1.5,13.3
21,"Bojorquez, Corey",BUF,NEP,P,4.4,194.1,13.9,1.3,13.3
22,"Martin, Sam",DET,SEA,P,4.2,188.5,13.1,1.4,13.1
23,"Colquitt, Britton",CLE,@PIT,P,4.1,188.9,20.6,1.2,12.5
24,"Allen, Ryan",NEP,@BUF,P,3.8,166.5,6.,1.5,12.
25,"Johnston, Cam",PHI,@JAC,P,3.9,177.,11.,1.3,11.9
26,"Berry, Jordan",PIT,CLE,P,3.8,165.2,11.3,1.4,11.8
27,"Scott, J.K.",GBP,@LAR,P,3.9,170.,10.7,1.1,11.4
28,"Morstead, Thomas",NOR,@MIN,P,3.,141.,11.,1.2,10.
