Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Pts
1,"Brown, Zach",WAS,@NYG,LB,6.6,2.9,0.2,0.3,0.1,0.,0.,0.,8.7
2,"Kuechly, Luke",CAR,BAL,LB,5.8,3.3,0.1,0.4,0.2,0.1,0.1,0.,8.4
3,"Foster, Mason",WAS,@NYG,LB,6.,3.,0.2,0.3,0.,0.1,0.1,0.,8.3
4,"Foster, Reuben",SFO,@ARZ,LB,6.4,1.8,0.1,0.2,0.1,0.1,0.,0.,7.9
5,"Wagner, Bobby",SEA,@DET,LB,5.2,3.4,0.1,0.2,0.1,0.,0.,0.,7.4
6,"Alexander, Kwon",TBB,@CIN,LB,5.6,1.9,0.1,0.4,0.1,0.1,0.,0.,7.4
7,"Martinez, Blake",GBP,@LAR,LB,5.,2.7,0.1,0.5,0.1,0.1,0.1,0.,7.2
8,"Burfict, Vontaze",CIN,TBB,LB,5.4,2.2,0.2,0.3,0.,0.1,0.,0.,7.2
9,"Smith, Telvin",JAC,PHI,LB,5.6,1.4,0.1,0.4,0.1,0.1,0.1,0.,7.1
10,"Mosley, C.J.",BAL,@CAR,LB,4.7,2.2,0.,0.5,0.2,0.2,0.1,0.,6.9
11,"Shazier, Ryan",PIT,CLE,LB,4.6,1.7,0.2,0.5,0.2,0.1,0.1,0.,6.7
12,"Bucannon, Deone",ARZ,SFO,LB,5.1,2.1,0.1,0.3,0.,0.1,0.,0.,6.7
13,"David, Lavonte",TBB,@CIN,LB,5.,1.7,0.1,0.2,0.,0.3,0.2,0.,6.7
14,"Ogletree, Alec",NYG,WAS,LB,4.4,2.2,0.1,0.7,0.2,0.1,0.,0.,6.7
15,"Davis, Demario",NOR,@MIN,LB,4.8,1.9,0.2,0.3,0.1,0.1,0.,0.,6.6
16,"Kirksey, Christian",CLE,@PIT,LB,4.7,2.6,0.2,0.3,0.,0.1,0.,0.,6.6
17,"Kendricks, Eric",MIN,NOR,LB,4.4,2.8,0.1,0.5,0.1,0.,0.,0.,6.5
18,"Hitchens, Anthony",KCC,DEN,LB,4.7,2.2,0.2,0.3,0.1,0.,0.,0.,6.5
19,"Schobert, Joe",CLE,@PIT,LB,4.5,3.,0.2,0.2,0.,0.1,0.,0.,6.5
20,"Wright, K.J.",SEA,@DET,LB,4.3,2.7,0.1,0.4,0.1,0.,0.,0.,6.4
21,"Edmunds, Tremaine",BUF,NEP,LB,4.7,2.4,0.1,0.2,0.,0.1,0.,0.,6.3
22,"Barron, Mark",LAR,GBP,LB,4.7,1.5,0.1,0.4,0.2,0.,0.,0.,6.3
23,"Davis, Thomas",CAR,BAL,LB,4.6,2.4,0.2,0.1,0.,0.,0.,0.,6.2
24,"Mack, Khalil",CHI,NYJ,LB,4.5,1.7,0.5,0.2,0.,0.1,0.1,0.,6.2
25,"Hicks, Jordan",PHI,@JAC,LB,4.2,1.9,0.1,0.5,0.2,0.,0.,0.,6.1
26,"Bradham, Nigel",PHI,@JAC,LB,4.4,1.7,0.1,0.4,0.,0.1,0.1,0.,6.
27,"Brown, Preston",CIN,TBB,LB,4.2,2.8,0.,0.2,0.,0.,0.,0.,5.9
28,"Williamson, Avery",NYJ,@CHI,LB,4.,2.7,0.2,0.2,0.,0.1,0.,0.,5.9
29,"Alonso, Kiko",MIA,@HOU,LB,4.4,2.3,0.,0.1,0.,0.1,0.1,0.,5.9
30,"Collins, Jamie",CLE,@PIT,LB,3.9,2.5,0.1,0.2,0.1,0.2,0.,0.,5.9
31,"Whitehead, Tahir",OAK,IND,LB,4.5,2.2,0.1,0.1,0.,0.,0.,0.,5.9
32,"Jack, Myles",JAC,PHI,LB,4.3,1.5,0.2,0.4,0.1,0.1,0.1,0.,5.9
33,"Ragland, Reggie",KCC,DEN,LB,4.2,2.3,0.2,0.,0.,0.,0.,0.,5.6
34,"Littleton, Cory",LAR,GBP,LB,3.9,2.1,0.2,0.2,0.1,0.1,0.,0.,5.6
35,"Williams, Vince",PIT,CLE,LB,4.,1.4,0.4,0.2,0.1,0.,0.,0.,5.5
36,"Marshall, Brandon",DEN,@KCC,LB,4.2,1.7,0.1,0.3,0.,0.1,0.,0.,5.5
37,"Davis, Jarrad",DET,SEA,LB,4.1,1.8,0.1,0.2,0.,0.1,0.1,0.,5.5
38,"McKinney, Benardrick",HOU,MIA,LB,4.,2.1,0.2,0.1,0.,0.,0.,0.,5.4
39,"Trevathan, Danny",CHI,NYJ,LB,3.7,1.8,0.2,0.3,0.1,0.1,0.1,0.,5.4
40,"Houston, Justin",KCC,DEN,LB,3.9,0.9,0.7,0.2,0.,0.,0.,0.,5.3
41,"Smith, Malcolm",SFO,@ARZ,LB,4.2,1.6,0.,0.1,0.,0.1,0.,0.,5.3
42,"McMillan, Raekwon",MIA,@HOU,LB,4.,2.3,0.,0.1,0.,0.,0.,0.,5.3
43,"Thompson, Shaq",CAR,BAL,LB,3.8,1.9,0.1,0.1,0.,0.,0.,0.,5.
44,"Van Noy, Kyle",NEP,@BUF,LB,3.7,1.4,0.4,0.1,0.,0.1,0.,0.,5.
45,"Klein, A.J.",NOR,@MIN,LB,3.6,1.8,0.1,0.3,0.,0.,0.,0.,5.
46,"Leonard, Darius",IND,@OAK,LB,3.6,1.9,0.2,0.1,0.,0.1,0.,0.,4.9
47,"Bostic, Jon",PIT,CLE,LB,3.3,1.9,0.3,0.1,0.,0.1,0.,0.,4.9
48,"Lee, Darron",NYJ,@CHI,LB,3.7,1.7,0.1,0.2,0.,0.1,0.,0.,4.9
49,"Bynes, Josh",ARZ,SFO,LB,3.,1.2,0.4,0.3,0.1,0.2,0.,0.,4.8
50,"Cunningham, Zach",HOU,MIA,LB,3.1,2.1,0.2,0.3,0.,0.,0.,0.,4.7
51,"Milano, Matt",BUF,NEP,LB,3.1,2.3,0.,0.1,0.1,0.1,0.1,0.,4.7
