Rank,Player,Team,Opp,Position,GAMES_WON,GAMES_LOST,POINTS_SCORED,POINTS_DIFF,Pts
1,"Tomlin, Mike",PIT,CLE,HC,1.,0.,35.,22.,28.1
2,"McVay, Sean",LAR,GBP,HC,1.,0.,33.,13.,24.4
3,"Reid, Andy",KCC,DEN,HC,1.,0.,29.,14.,22.7
4,"Koetter, Dirk",TBB,@CIN,HC,1.,0.,29.,12.,22.1
5,"O'Brien, Bill",HOU,MIA,HC,1.,0.,29.,8.,20.9
6,"Belichick, Bill",NEP,@BUF,HC,1.,0.,28.,3.,18.9
7,"Harbaugh, John",BAL,@CAR,HC,1.,0.,27.,3.,18.4
8,"Gruden, Jay",WAS,@NYG,HC,1.,0.,24.,5.,17.5
9,"Patricia, Matt",DET,SEA,HC,1.,0.,25.,3.,17.4
10,"Campbell, Dan",MIA,@HOU,HC,1.,0.,25.,3.,17.4
11,"Nagy, Matt",CHI,NYJ,HC,1.,0.,22.,6.,16.8
12,"Shurmer, Pat",NYG,WAS,HC,1.,0.,25.,1.,16.8
13,"Gruden, Jon",OAK,IND,HC,1.,0.,23.,1.,15.8
14,"Wilks, Steve",ARZ,SFO,HC,1.,0.,20.,1.,14.3
15,"Lewis, Marvin",CIN,TBB,HC,0.,1.,26.,-1.,12.7
16,"Payton, Sean",NOR,@MIN,HC,0.,1.,25.,-2.,11.9
17,"Carroll, Pete",SEA,@DET,HC,0.,1.,24.,-1.,11.7
18,"Zimmer, Mike",MIN,NOR,HC,0.,1.,25.,-7.,10.4
19,"Pederson, Doug",PHI,@JAC,HC,0.,1.,23.,-4.,10.3
20,"Reich, Frank",IND,@OAK,HC,0.,1.,21.,-2.,9.9
21,"Rivera, Ron",CAR,BAL,HC,0.,1.,22.,-5.,9.5
22,"Shanahan, Kyle",SFO,@ARZ,HC,0.,1.,19.,-1.,9.2
23,"Marrone, Doug",JAC,PHI,HC,0.,1.,20.,-6.,8.2
24,"Bowles, Todd",NYJ,@CHI,HC,0.,1.,16.,-4.,6.8
25,"McCarthy, Mike",GBP,@LAR,HC,0.,1.,20.,-13.,6.1
26,"McDermott, Sean",BUF,NEP,HC,0.,1.,18.,-10.,6.
27,"Joseph, Vance",DEN,@KCC,HC,0.,1.,18.,-11.,5.7
28,"Jackson, Hue",CLE,@PIT,HC,0.,1.,20.,-15.,5.5
