Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Pts
1,"Irvin, Bruce",OAK,CLE,DL,3.3,1.3,0.6,0.3,0.,0.2,0.1,0.,5.
2,"Bosa, Joey",LAC,SFO,DL,3.2,1.,0.8,0.,0.,0.2,0.1,0.,4.7
3,"Watt, J.J.",HOU,@IND,DL,3.5,1.6,0.1,0.2,0.,0.,0.,0.,4.6
4,"Lawson, Carl",CIN,@ATL,DL,3.1,1.6,0.3,0.2,0.,0.,0.,0.,4.4
5,"Campbell, Calais",JAC,NYJ,DL,2.7,1.1,0.7,0.2,0.,0.2,0.1,0.,4.4
6,"Ansah, Ezekiel",DET,@DAL,DL,3.,0.9,0.8,0.,0.,0.,0.,0.,4.3
7,"Ingram, Melvin",LAC,SFO,DL,2.9,1.1,0.6,0.1,0.,0.,0.,0.,4.2
8,"Wilkerson, Muhammad",GBP,BUF,DL,2.5,1.8,0.5,0.2,0.,0.1,0.,0.,4.2
9,"Jones, Chandler",ARZ,SEA,DL,2.9,0.8,0.5,0.2,0.,0.2,0.1,0.,4.2
10,"Garrett, Myles",CLE,@OAK,DL,2.4,1.3,0.6,0.2,0.,0.1,0.1,0.,4.
11,"Jordan, Cameron",NOR,@NYG,DL,2.4,0.8,0.6,0.5,0.,0.,0.,0.,4.
12,"Ngakoue, Yannick",JAC,NYJ,DL,2.4,0.4,0.8,0.2,0.,0.3,0.,0.,4.
13,"Donald, Aaron",LAR,MIN,DL,2.5,0.7,0.7,0.2,0.,0.2,0.,0.,3.9
14,"Hicks, Akiem",CHI,TBB,DL,2.6,1.2,0.5,0.1,0.,0.,0.,0.,3.9
15,"Pierre-Paul, Jason",TBB,@CHI,DL,2.6,1.,0.4,0.3,0.,0.1,0.,0.,3.8
16,"Dunlap, Carlos",CIN,@ATL,DL,2.,0.9,0.5,0.7,0.,0.1,0.,0.,3.8
