Rank,Player,Team,Opp,Position,Tgt,RZTgt,Rec,Rec Yds,Rec TDs,0-9 RecTDs,10-19 RecTDs,20-29 RecTDs,30-39 RecTDs,40-49 RecTDs,50+ RecTDs,Rush Yds,Rush TDs,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Brown, Antonio",PIT,BAL,WR,9.1,1.3,5.6,81.2,0.6,0.2,0.1,0.2,0.1,0.1,0.1,0.2,0.,4.7,4.2,0.,1.1,11.8
2,"Allen, Keenan",LAC,SFO,WR,10.5,1.6,6.4,90.2,0.4,0.2,0.,0.,0.,0.1,0.,0.4,0.,0.3,0.,0.,1.5,11.8
3,"Hopkins, DeAndre",HOU,@IND,WR,12.3,1.2,5.9,80.9,0.6,0.3,0.,0.1,0.1,0.,0.,0.,0.,0.,1.2,0.,1.1,11.4
4,"Thomas, Michael",NOR,@NYG,WR,9.2,1.3,6.3,81.3,0.5,0.3,0.1,0.,0.,0.,0.,0.1,0.,0.,0.,0.,1.,11.1
5,"Beckham, Odell",NYG,NOR,WR,11.3,1.3,6.3,76.1,0.6,0.2,0.1,0.,0.,0.,0.1,0.7,0.,2.6,2.8,0.,1.,11.
6,"Adams, Davante",GBP,BUF,WR,8.,1.4,5.,56.3,0.7,0.3,0.3,0.1,0.,0.,0.1,2.7,0.,0.,0.7,0.,1.1,10.9
7,"Green, A.J.",CIN,@ATL,WR,10.9,1.3,5.5,78.4,0.5,0.2,0.2,0.,0.,0.,0.1,0.1,0.,0.,0.,0.1,1.,10.5
8,"Jones, Marvin",DET,@DAL,WR,7.6,0.9,4.7,72.2,0.5,0.2,0.,0.1,0.,0.1,0.,0.4,0.,0.3,0.,0.,0.7,10.4
9,"Hill, Tyreek",KCC,@DEN,WR,7.2,0.6,5.,68.3,0.3,0.,0.,0.,0.1,0.,0.2,8.6,0.1,15.6,9.3,0.,0.7,10.
10,"Hilton, T.Y.",IND,HOU,WR,9.8,0.8,5.1,80.2,0.3,0.1,0.,0.,0.1,0.1,0.1,0.,0.,0.2,0.2,0.,0.7,10.
11,"Evans, Mike",TBB,@CHI,WR,9.8,1.2,4.9,69.1,0.4,0.1,0.1,0.1,0.1,0.1,0.,0.,0.,0.,0.,0.,1.,9.7
12,"Jones, Julio",ATL,CIN,WR,8.7,1.2,5.2,80.5,0.3,0.2,0.,0.,0.,0.,0.,0.5,0.,0.,0.,0.,1.,9.6
13,"Cooks, Brandin",LAR,MIN,WR,6.8,1.,4.,60.5,0.5,0.3,0.1,0.,0.,0.,0.1,1.6,0.,0.,0.,0.,0.9,9.3
14,"Robinson, Allen",CHI,TBB,WR,8.7,0.9,5.,77.2,0.3,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,3.6,0.,0.7,9.3
