Rank,Player,Team,Opp,Position,Att,Comp,Pass Yds,Pass TDs,0-9 PassTDs,10-19 PassTDs,20-29 PassTDs,30-39 PassTDs,40-49 PassTDs,50+ PassTDs,Int,Sacked,Rush,Rush Yds,Rush TDs,Fum Lost,Scoring Opps,Pts
1,"Brady, Tom",NEP,MIA,QB,41.,26.9,321.3,2.3,1.3,0.6,0.1,0.1,0.,0.2,0.5,1.9,1.6,2.2,0.,0.1,5.,25.
2,"Rivers, Philip",LAC,SFO,QB,40.8,25.3,318.9,2.2,1.,0.3,0.3,0.1,0.2,0.3,0.7,1.4,0.9,0.9,0.,0.1,5.3,23.7
3,"Brees, Drew",NOR,@NYG,QB,38.7,26.1,311.9,2.,1.,0.5,0.2,0.1,0.1,0.2,0.6,1.1,1.4,0.6,0.1,0.1,4.6,23.6
4,"Wentz, Carson",PHI,@TEN,QB,41.1,25.7,281.8,2.,0.7,0.6,0.3,0.1,0.1,0.2,0.8,2.4,3.2,12.9,0.1,0.2,4.3,22.9
5,"Watson, Deshaun",HOU,@IND,QB,39.7,22.9,261.,1.9,0.9,0.3,0.3,0.2,0.1,0.1,0.9,2.4,3.3,19.6,0.2,0.3,4.3,22.3
6,"Luck, Andrew",IND,HOU,QB,38.1,23.3,270.8,1.7,0.7,0.3,0.2,0.1,0.1,0.3,0.8,3.2,3.6,17.1,0.2,0.3,3.9,21.9
7,"Ryan, Matt",ATL,CIN,QB,36.,24.,291.1,1.8,1.,0.3,0.1,0.1,0.1,0.1,0.5,1.9,1.9,6.6,0.,0.2,4.5,21.7
8,"Wilson, Russell",SEA,@ARZ,QB,31.2,19.6,230.3,1.8,0.7,0.4,0.3,0.1,0.1,0.1,0.8,2.9,5.9,30.5,0.1,0.1,3.9,21.5
9,"Rodgers, Aaron",GBP,BUF,QB,34.5,22.2,240.,2.,1.,0.4,0.2,0.3,0.,0.1,1.2,3.9,4.7,28.,0.1,0.3,4.6,21.5
10,"Prescott, Dak",DAL,DET,QB,32.4,20.9,237.8,1.6,0.6,0.4,0.4,0.1,0.,0.2,0.5,1.6,3.3,18.3,0.4,0.2,4.1,21.5
11,"Stafford, Matthew",DET,@DAL,QB,37.3,24.4,286.3,1.7,0.8,0.2,0.3,0.1,0.1,0.2,0.6,2.4,1.8,8.1,0.1,0.3,4.4,21.
12,"Bortles, Blake",JAC,NYJ,QB,38.,22.4,255.6,1.4,0.8,0.5,0.1,0.,0.,0.1,0.6,1.4,3.6,21.4,0.2,0.2,3.7,21.
13,"Carr, Derek",OAK,CLE,QB,40.3,25.3,275.1,1.8,0.9,0.2,0.2,0.2,0.1,0.2,0.7,1.1,1.7,3.8,0.,0.2,5.3,20.9
14,"Dalton, Andy",CIN,@ATL,QB,37.4,22.9,258.5,1.6,0.8,0.3,0.1,0.,0.1,0.1,0.5,2.,2.2,6.9,0.1,0.1,3.3,19.8
15,"Cousins, Kirk",MIN,@LAR,QB,32.2,21.3,241.9,1.7,0.5,0.5,0.2,0.1,0.1,0.1,0.7,2.4,3.2,11.9,0.1,0.2,3.4,19.5
16,"Mahomes, Patrick",KCC,@DEN,QB,33.3,22.1,252.7,1.2,0.4,0.3,0.1,0.1,0.,0.3,0.5,2.1,4.,15.8,0.1,0.1,3.5,19.1
17,"Winston, Jameis",TBB,@CHI,QB,32.2,20.1,245.2,1.4,0.4,0.5,0.2,0.2,0.1,0.,1.1,2.8,3.3,12.5,0.1,0.5,3.3,17.9
18,"Roethlisberger, Ben",PIT,BAL,QB,31.4,20.6,239.8,1.6,0.7,0.3,0.3,0.2,0.1,0.1,1.2,1.9,1.8,2.9,0.,0.2,4.,17.7
19,"Garoppolo, Jimmy",SFO,@LAC,QB,32.1,20.4,248.5,1.,0.6,0.2,0.,0.,0.1,0.,1.,2.3,4.,9.1,0.2,0.1,3.3,17.4
20,"Mariota, Marcus",TEN,PHI,QB,27.2,16.6,196.1,1.1,0.5,0.3,0.2,0.1,0.,0.1,0.8,2.3,4.7,27.4,0.2,0.2,2.7,17.1
21,"Goff, Jared",LAR,MIN,QB,32.8,19.6,230.3,1.5,0.7,0.5,0.,0.,0.,0.2,0.7,2.7,2.2,3.7,0.1,0.3,3.8,17.1
22,"Flacco, Joe",BAL,@PIT,QB,38.6,24.8,234.9,1.2,0.7,0.2,0.1,0.2,0.,0.1,0.8,1.8,1.6,3.7,0.1,0.1,3.3,16.9
23,"Peterman, Nathan",BUF,@GBP,QB,28.6,17.2,185.7,1.,0.5,0.3,0.1,0.,0.,0.,0.2,2.,4.1,20.8,0.3,0.1,3.9,16.8
24,"Manning, Eli",NYG,NOR,QB,38.6,23.8,244.9,1.3,0.5,0.4,0.1,0.1,0.1,0.2,0.9,1.7,1.2,1.2,0.,0.4,2.9,16.2
25,"Keenum, Case",DEN,KCC,QB,29.5,18.8,206.3,1.3,0.6,0.3,0.3,0.,0.,0.1,0.9,2.4,2.9,12.2,0.1,0.2,2.6,16.
26,"Trubisky, Mitchell",CHI,TBB,QB,30.2,18.4,203.7,0.7,0.4,0.1,0.1,0.,0.1,0.,0.8,2.5,3.,16.1,0.1,0.3,3.2,14.2
27,"Tannehill, Ryan",MIA,@NEP,QB,27.2,17.9,196.7,1.3,0.5,0.2,0.2,0.,0.1,0.2,1.3,2.4,2.,6.7,0.,0.2,2.9,14.1
28,"Darnold, Sam",NYJ,@JAC,QB,30.4,18.1,200.7,1.,0.3,0.2,0.2,0.1,0.1,0.1,1.,2.5,2.1,9.4,0.1,0.2,2.8,14.1
29,"Taylor, Tyrod",CLE,@OAK,QB,23.1,13.6,153.6,0.7,0.3,0.2,0.2,0.,0.,0.,0.9,3.5,4.4,22.9,0.2,0.2,2.5,12.8
30,"Bradford, Sam",ARZ,SEA,QB,17.3,10.2,117.4,0.8,0.1,0.3,0.2,0.,0.,0.1,0.6,1.9,1.6,4.5,0.,0.2,3.1,8.5
31,"Brissett, Jacoby",IND,HOU,QB,11.7,6.9,81.9,0.3,0.1,0.1,0.,0.,0.1,0.1,0.2,0.9,1.2,4.6,0.1,0.1,0.9,6.2
32,"Rosen, Josh",ARZ,SEA,QB,11.9,6.8,90.1,0.4,0.1,0.3,0.1,0.,0.,0.,0.5,0.7,0.8,2.,0.,0.1,1.1,5.8
33,"Fitzpatrick, Ryan",TBB,@CHI,QB,8.9,5.1,59.2,0.5,0.3,0.1,0.,0.1,0.,0.,0.4,0.5,1.5,6.8,0.,0.,1.4,5.3
34,"Osweiler, Brock",MIA,@NEP,QB,8.,4.7,54.8,0.4,0.3,0.,0.,0.,0.,0.,0.4,0.5,0.5,2.7,0.1,0.,1.4,4.9
35,"McCown, Josh",NYJ,@JAC,QB,9.3,5.9,60.1,0.3,0.1,0.1,0.1,0.1,0.,0.,0.4,1.4,1.,3.7,0.1,0.2,0.9,4.3
36,"Foles, Nick",PHI,@TEN,QB,9.3,5.7,58.2,0.3,0.1,0.1,0.,0.,0.,0.,0.1,0.4,1.3,1.3,0.,0.2,0.7,3.6
37,"Siemian, Trevor",MIN,@LAR,QB,7.4,4.3,46.9,0.2,0.1,0.1,0.1,0.,0.,0.,0.3,0.8,0.8,2.6,0.,0.,0.6,3.3
38,"Kizer, DeShone",GBP,BUF,QB,7.7,4.2,45.7,0.2,0.1,0.,0.,0.,0.,0.,0.5,0.6,1.4,7.4,0.1,0.1,0.7,3.2
39,"Hundley, Brett",SEA,@ARZ,QB,6.3,3.9,38.4,0.2,0.,0.1,0.,0.,0.,0.,0.3,0.8,0.9,3.6,0.,0.1,0.6,3.
40,"Beathard, C.J.",SFO,@LAC,QB,5.7,3.1,37.1,0.1,0.,0.,0.,0.,0.1,0.,0.3,0.9,0.8,4.5,0.,0.1,0.6,2.7
41,"Gabbert, Blaine",TEN,PHI,QB,4.8,2.4,27.1,0.1,0.,0.,0.,0.,0.,0.,0.1,0.8,0.9,2.7,0.,0.1,0.3,1.7
42,"Mayfield, Baker",CLE,@OAK,QB,4.6,2.6,28.,0.,0.,0.,0.,0.,0.,0.,0.2,0.6,0.6,2.2,0.,0.1,0.7,1.4
43,"Hoyer, Brian",NEP,MIA,QB,2.9,1.7,17.1,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.8,-0.4,0.,0.,0.2,0.9
44,"Griffin III, Robert",BAL,@PIT,QB,1.8,1.,9.1,0.1,0.1,0.,0.,0.,0.,0.,0.1,0.2,0.8,0.7,0.,0.,0.2,0.8
45,"Allen, Josh",BUF,@GBP,QB,2.3,0.9,10.1,0.,0.,0.,0.,0.,0.,0.,0.1,0.1,0.4,2.1,0.,0.,0.3,0.7
46,"McCarron, AJ",OAK,CLE,QB,2.6,1.4,11.6,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.1,-0.1,0.,0.,0.,0.6
47,"Kelly, Chad",DEN,KCC,QB,2.7,1.6,12.9,0.,0.,0.,0.,0.,0.,0.,0.3,0.8,0.3,1.7,0.,0.,0.5,0.6
48,"Rush, Cooper",DAL,DET,QB,0.7,0.2,1.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.3,1.3,0.,0.,0.,0.2
49,"Weeden, Brandon",HOU,@IND,QB,0.2,0.1,1.6,0.,0.,0.,0.,0.,0.,0.,0.,0.2,0.1,0.2,0.,0.,0.,0.1
50,"Driskel, Jeff",CIN,@ATL,QB,0.1,0.1,0.7,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
51,"Fales, David",MIA,@NEP,QB,0.1,0.,0.4,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
52,"Glennon, Mike",ARZ,SEA,QB,0.1,0.1,0.5,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
53,"Stanton, Drew",CLE,@OAK,QB,0.2,0.1,0.9,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
54,"McGloin, Matt",KCC,@DEN,QB,0.1,0.1,0.4,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
55,"Cassel, Matt",DET,@DAL,QB,0.5,0.3,2.2,0.,0.,0.,0.,0.,0.,0.,0.1,0.,0.,0.,0.,0.,0.,0.
56,"Hogan, Kevin",DEN,KCC,QB,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.1,0.,0.,0.,0.
57,"Sudfeld, Nate",PHI,@TEN,QB,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,-0.1,0.,0.,0.,0.
58,"Bridgewater, Teddy",NOR,@NYG,QB,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.2,-0.1,0.,0.,0.,0.
59,"Lauletta, Kyle",NYG,NOR,QB,0.3,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,-0.1,0.,0.,0.,0.
60,"Kessler, Cody",JAC,NYJ,QB,0.8,0.2,0.9,0.,0.,0.,0.,0.,0.,0.,0.,0.4,0.5,-0.6,0.,0.,0.,0.
61,"Smith, Geno",LAC,SFO,QB,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.2,-0.2,0.,0.,0.,0.
62,"Schaub, Matt",ATL,CIN,QB,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.2,-0.2,0.,0.,0.,0.
63,"Daniel, Chase",CHI,TBB,QB,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.6,-0.4,0.,0.,0.,0.
64,"Henne, Chad",KCC,@DEN,QB,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.,0.,0.,0.,-0.1
65,"Rudolph, Mason",PIT,BAL,QB,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.9,-0.7,0.,0.,0.,-0.1
66,"Mannion, Sean",LAR,MIN,QB,1.,0.6,4.,0.,0.,0.,0.,0.,0.,0.,0.2,0.,1.2,-1.4,0.,0.,0.,-0.1
