Rank,Player,Team,Opp,Position,XP,XPA,FG,Att,10-19,20-29,30-39,40-49,50+,Miss,Pts
1,"Tucker, Justin",BAL,DET,K,1.7,1.7,2.2,2.5,0.,0.4,0.6,0.7,0.5,0.2,9.5
2,"Gostkowski, Stephen",NEP,@BUF,K,2.9,3.1,2.,2.2,0.1,0.5,0.6,0.7,0.1,0.2,9.2
3,"Bryant, Matt",ATL,MIN,K,3.5,3.6,1.7,1.9,0.,0.6,0.4,0.4,0.3,0.2,9.
4,"Boswell, Chris",PIT,@CIN,K,2.,2.1,2.,2.2,0.,0.4,0.8,0.8,0.1,0.1,8.5
5,"Lutz, Wil",NOR,CAR,K,3.2,3.3,1.7,2.,0.1,0.4,0.6,0.4,0.1,0.3,7.9
6,"Walsh, Blair",SEA,PHI,K,2.1,2.5,1.9,2.2,0.,0.5,0.7,0.5,0.2,0.3,7.9
7,"Vinatieri, Adam",IND,@JAC,K,2.5,2.5,1.6,1.8,0.,0.3,0.4,0.5,0.3,0.2,7.8
8,"Bailey, Dan",DAL,WAS,K,2.4,2.4,1.7,1.9,0.,0.5,0.6,0.4,0.3,0.2,7.6
9,"Catanzaro, Chandler",NYJ,KCC,K,2.4,2.6,1.8,2.1,0.,0.6,0.6,0.4,0.2,0.3,7.6
10,"Prater, Matt",DET,@BAL,K,1.7,1.8,1.6,1.9,0.,0.4,0.3,0.5,0.4,0.3,7.2
11,"Bullock, Randy",CIN,PIT,K,2.1,2.4,1.8,2.1,0.,0.8,0.5,0.4,0.,0.3,7.
12,"Myers, Jason",JAC,IND,K,1.9,2.2,1.6,2.,0.,0.5,0.3,0.5,0.3,0.4,6.8
13,"Gano, Graham",CAR,@NOR,K,2.2,2.4,1.6,2.,0.,0.4,0.4,0.7,0.1,0.4,6.7
14,"McManus, Brandon",DEN,@MIA,K,1.7,1.8,1.7,2.,0.,0.6,0.6,0.3,0.2,0.3,6.5
15,"Crosby, Mason",GBP,TBB,K,2.5,2.6,1.3,1.6,0.,0.4,0.5,0.2,0.2,0.2,6.4
16,"Gonzalez, Zane",CLE,@LAC,K,1.6,1.7,1.7,1.9,0.,0.6,0.6,0.5,0.,0.2,6.4
17,"Hopkins, Dustin",WAS,@DAL,K,2.2,2.4,1.7,2.2,0.,0.6,0.5,0.4,0.1,0.5,6.3
18,"Sturgis, Caleb",PHI,@SEA,K,1.8,1.9,1.6,2.,0.,0.5,0.6,0.4,0.2,0.4,6.2
19,"Forbath, Kai",MIN,@ATL,K,1.7,1.9,1.5,1.7,0.,0.4,0.5,0.4,0.1,0.2,6.2
20,"Folk, Nick",TBB,@GBP,K,1.8,1.9,1.7,2.,0.,0.6,0.8,0.2,0.1,0.4,6.2
21,"Gould, Robbie",SFO,@CHI,K,2.,2.2,1.2,1.3,0.,0.3,0.4,0.4,0.1,0.1,5.9
22,"Dawson, Phil",ARZ,LAR,K,2.5,2.6,1.2,1.5,0.,0.3,0.4,0.4,0.1,0.3,5.9
23,"Fairbairn, Ka'imi",HOU,@TEN,K,1.6,1.7,1.6,2.,0.1,0.5,0.5,0.4,0.1,0.4,5.9
24,"Koo, Younghoe",LAC,CLE,K,2.1,2.3,1.4,1.8,0.,0.3,0.6,0.4,0.1,0.4,5.6
25,"Hauschka, Steven",BUF,NEP,K,1.6,2.,1.4,1.7,0.,0.5,0.5,0.4,0.,0.3,5.5
26,"Rosas, Aldrick",NYG,@OAK,K,1.9,2.1,1.1,1.2,0.,0.3,0.4,0.4,0.,0.1,5.4
27,"Santos, Cairo",KCC,@NYJ,K,1.8,1.9,1.4,1.7,0.,0.3,0.6,0.3,0.1,0.3,5.4
28,"Succop, Ryan",TEN,HOU,K,1.8,1.9,1.1,1.1,0.,0.2,0.3,0.4,0.1,0.1,5.4
29,"Barth, Connor",CHI,SFO,K,2.,2.1,1.3,1.6,0.,0.5,0.4,0.2,0.1,0.3,5.2
30,"Janikowski, Sebastian",OAK,NYG,K,1.8,1.9,1.3,1.6,0.,0.4,0.3,0.4,0.1,0.4,5.2
31,"Zuerlein, Greg",LAR,@ARZ,K,1.6,1.6,1.1,1.5,0.,0.2,0.6,0.2,0.1,0.3,4.5
32,"Parkey, Cody",MIA,DEN,K,1.8,1.8,1.1,1.5,0.,0.4,0.4,0.3,0.,0.4,4.3
