Rank,Player,Team,Opp,Position,Rush,Rush Yds,Rush TDs,0-9 RushTDs,10-19 RushTDs,20-29 RushTDs,30-39 RushTDs,40-49 RushTDs,50+ RushTDs,Rec,Rec Yds,Rec TDs,>= 50yds,>= 100yds,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Johnson, David",ARZ,LAR,RB,17.5,72.4,0.9,0.7,0.1,0.,0.,0.,0.,4.9,51.7,0.3,0.7,0.1,0.,4.1,0.2,3.5,19.
2,"Elliott, Ezekiel",DAL,WAS,RB,20.4,102.5,0.8,0.6,0.1,0.,0.,0.,0.1,2.3,20.9,0.,0.1,0.,0.,0.5,0.1,2.7,17.3
3,"Bell, Le'Veon",PIT,@CIN,RB,17.7,83.8,0.5,0.5,0.,0.,0.,0.,0.,3.6,27.5,0.1,0.1,0.1,0.,0.,0.1,2.5,14.6
4,"Howard, Jordan",CHI,SFO,RB,15.6,78.7,0.5,0.5,0.,0.,0.,0.,0.,1.8,18.2,0.1,0.1,0.,0.,0.,0.1,1.9,12.8
5,"McCaffrey, Christian",CAR,@NOR,RB,16.5,65.3,0.6,0.5,0.1,0.,0.,0.,0.,2.7,21.4,0.1,0.,0.,0.,0.,0.1,4.4,12.6
6,"Hyde, Carlos",SFO,@CHI,RB,15.7,68.7,0.4,0.3,0.1,0.,0.,0.,0.,2.6,20.5,0.2,0.1,0.,0.,0.2,0.1,2.9,12.4
7,"Gordon, Melvin",LAC,CLE,RB,18.5,69.3,0.4,0.4,0.,0.,0.,0.,0.,3.6,30.8,0.1,0.1,0.1,0.,0.,0.3,3.2,12.3
8,"Freeman, Devonta",ATL,MIN,RB,12.4,56.3,0.5,0.4,0.,0.,0.,0.,0.,3.2,28.4,0.1,0.1,0.1,0.,0.,0.1,3.8,12.1
9,"McCoy, LeSean",BUF,NEP,RB,12.4,63.,0.5,0.3,0.1,0.1,0.,0.,0.,2.6,20.1,0.1,0.1,0.,0.,0.,0.1,2.9,11.6
10,"Anderson, C.J.",DEN,@MIA,RB,14.8,60.,0.5,0.4,0.1,0.,0.,0.,0.,2.5,21.,0.1,0.1,0.,0.,2.5,0.2,2.2,11.5
11,"Fournette, Leonard",JAC,IND,RB,10.2,42.1,0.8,0.4,0.1,0.1,0.,0.,0.1,2.8,21.7,0.,0.1,0.,0.,0.,0.1,2.3,10.9
12,"Gurley, Todd",LAR,@ARZ,RB,16.8,63.5,0.5,0.4,0.,0.,0.,0.,0.,2.3,18.4,0.,0.1,0.,0.,0.3,0.1,2.7,10.9
13,"Murray, DeMarco",TEN,HOU,RB,14.5,59.7,0.4,0.3,0.,0.,0.,0.,0.1,2.6,18.8,0.1,0.1,0.,0.,1.,0.1,2.,10.8
14,"Gillislee, Mike",NEP,@BUF,RB,12.,53.5,0.7,0.6,0.,0.,0.,0.1,0.,1.,8.6,0.1,0.,0.,0.,2.1,0.,1.8,10.8
15,"Crowell, Isaiah",CLE,@LAC,RB,14.5,63.5,0.4,0.3,0.1,0.,0.,0.,0.,2.6,20.4,0.,0.1,0.,0.,0.,0.1,2.8,10.7
16,"Martin, Doug",TBB,@GBP,RB,18.,72.,0.4,0.3,0.,0.,0.,0.,0.,2.,16.7,0.,0.1,0.,0.,0.,0.2,3.9,10.7
17,"Ingram, Mark",NOR,CAR,RB,11.3,55.8,0.4,0.3,0.1,0.,0.,0.,0.,2.8,20.9,0.1,0.1,0.,0.,0.,0.1,3.,10.6
18,"Abdullah, Ameer",DET,@BAL,RB,12.3,50.9,0.3,0.2,0.1,0.,0.,0.,0.,3.5,28.7,0.1,0.1,0.1,0.,40.2,0.1,2.1,10.4
19,"Hunt, Kareem",KCC,@NYJ,RB,12.8,55.,0.3,0.3,0.,0.,0.,0.,0.,2.,19.3,0.2,0.1,0.,0.,0.3,0.1,3.3,10.2
