Rank,Player,Team,Opp,Position,Tgt,RZTgt,Rec,Rec Yds,Rec TDs,0-9 RecTDs,10-19 RecTDs,20-29 RecTDs,30-39 RecTDs,40-49 RecTDs,50+ RecTDs,Rush Yds,Rush TDs,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Reed, Jordan",WAS,@DAL,TE,7.3,1.5,5.3,58.3,0.5,0.3,0.1,0.1,0.,0.,0.,0.,0.,0.,-0.3,0.1,1.3,8.6
2,"Gronkowski, Rob",NEP,@BUF,TE,5.5,1.4,3.3,51.6,0.4,0.2,0.1,0.,0.,0.,0.1,0.,0.,0.,0.,0.,1.4,7.8
3,"Olsen, Greg",CAR,@NOR,TE,7.5,1.6,4.5,60.2,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.3,7.4
4,"Graham, Jimmy",SEA,PHI,TE,6.1,1.6,3.8,52.8,0.3,0.1,0.1,0.,0.1,0.,0.,0.,0.,0.,0.,0.1,1.2,6.8
5,"Henry, Hunter",LAC,CLE,TE,4.6,1.1,2.8,34.1,0.6,0.4,0.2,0.,0.,0.,0.,0.,0.,0.,0.6,0.,0.8,6.7
6,"Doyle, Jack",IND,@JAC,TE,5.8,1.,4.1,41.5,0.4,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.7,6.7
7,"Walker, Delanie",TEN,HOU,TE,5.9,1.2,3.8,44.2,0.3,0.2,0.1,0.,0.,0.,0.,0.6,0.,0.,0.,0.,1.,6.3
8,"Eifert, Tyler",CIN,PIT,TE,4.2,1.2,2.7,32.6,0.5,0.2,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,1.2,6.2
9,"Howard, O.J.",TBB,@GBP,TE,4.4,1.,2.8,37.6,0.4,0.1,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,1.,6.2
10,"Brate, Cameron",TBB,@GBP,TE,4.1,1.,2.7,33.4,0.4,0.1,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.9,5.7
11,"Bennett, Martellus",GBP,TBB,TE,4.8,0.8,3.1,39.7,0.3,0.2,0.1,0.,0.,0.,0.,0.3,0.,0.,0.,0.,0.5,5.7
12,"Hooper, Austin",ATL,MIN,TE,3.9,0.9,2.4,30.9,0.4,0.2,0.1,0.1,0.,0.1,0.,0.,0.,0.,0.,0.,0.9,5.7
13,"Gates, Antonio",LAC,CLE,TE,5.5,1.4,3.,31.2,0.4,0.3,0.1,0.,0.,0.,0.,0.,0.,0.,0.2,0.1,0.7,5.6
14,"Ertz, Zach",PHI,@SEA,TE,6.3,1.1,4.2,45.3,0.2,0.1,0.,0.1,0.,0.,0.,0.,0.,0.,0.5,0.,0.8,5.6
15,"Kelce, Travis",KCC,@NYJ,TE,5.4,1.1,3.7,47.1,0.1,0.,0.1,0.,0.,0.,0.,-0.1,0.,0.,0.,0.1,1.,5.5
16,"Witten, Jason",DAL,WAS,TE,6.2,1.5,4.3,40.1,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.9,5.2
17,"Rudolph, Kyle",MIN,@ATL,TE,5.4,1.5,3.4,34.1,0.3,0.2,0.,0.1,0.,0.,0.,0.,0.,0.,0.,0.,1.2,5.1
18,"Engram, Evan",NYG,@OAK,TE,5.9,1.4,4.1,35.3,0.3,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.3,5.
19,"Fleener, Coby",NOR,CAR,TE,5.5,1.4,3.1,36.8,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,4.9
20,"Njoku, David",CLE,@LAC,TE,4.2,1.,2.8,33.4,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.9,4.9
21,"Clay, Charles",BUF,NEP,TE,5.7,1.1,3.4,34.1,0.2,0.1,0.1,0.,0.,0.1,0.,0.,0.,0.,0.,0.,0.9,4.9
22,"Cook, Jared",OAK,NYG,TE,5.2,0.8,3.2,37.2,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.3,4.7
23,"Allen, Dwayne",NEP,@BUF,TE,4.2,0.7,2.5,29.8,0.3,0.,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.7,4.7
24,"Davis, Vernon",WAS,@DAL,TE,4.7,0.5,3.3,41.,0.1,0.,0.1,0.,0.,0.,0.,0.,0.,0.,0.4,0.,0.6,4.6
