Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Pts
1,"Wagner, Bobby",SEA,PHI,LB,5.9,5.2,0.2,0.3,0.,0.1,0.1,0.,9.2
2,"Freeman, Jerrell",CHI,SFO,LB,7.5,1.9,0.1,0.5,0.,0.,0.,0.,9.1
3,"Burfict, Vontaze",CIN,PIT,LB,6.1,2.5,0.2,0.7,0.2,0.1,0.,0.,8.6
4,"Kuechly, Luke",CAR,@NOR,LB,5.5,2.9,0.1,0.6,0.2,0.1,0.1,0.,8.4
5,"Brown, Jatavis",LAC,CLE,LB,6.4,1.6,0.3,0.4,0.,0.2,0.1,0.,8.2
6,"Alexander, Kwon",TBB,@GBP,LB,6.,2.3,0.2,0.6,0.,0.1,0.1,0.,8.2
7,"Smith, Telvin",JAC,IND,LB,6.4,1.3,0.1,0.5,0.2,0.,0.,0.,8.1
8,"Jones, Deion",ATL,MIN,LB,5.3,2.3,0.,0.9,0.2,0.2,0.,0.,7.9
9,"Morrison, Antonio",IND,@JAC,LB,5.6,2.6,0.2,0.3,0.,0.,0.,0.,7.7
10,"Davis, Jarrad",DET,@BAL,LB,5.8,2.1,0.,0.4,0.,0.1,0.,0.,7.4
11,"Dansby, Karlos",ARZ,LAR,LB,5.,2.6,0.5,0.4,0.,0.1,0.1,0.,7.4
12,"Collins, Jamie",CLE,@LAC,LB,5.5,2.4,0.2,0.1,0.1,0.1,0.,0.,7.3
13,"Bucannon, Deone",ARZ,LAR,LB,5.5,2.2,0.,0.3,0.,0.1,0.1,0.,7.
14,"Ogletree, Alec",LAR,@ARZ,LB,5.1,2.4,0.1,0.4,0.1,0.,0.,0.,7.
15,"Brown, Zach",WAS,@DAL,LB,5.1,2.3,0.2,0.4,0.1,0.,0.,0.,7.
16,"Kirksey, Christian",CLE,@LAC,LB,5.3,2.7,0.2,0.1,0.,0.,0.,0.,7.
17,"Goodson, B.J.",NYG,@OAK,LB,5.2,2.1,0.1,0.3,0.1,0.2,0.,0.,7.
18,"Kendricks, Eric",MIN,@ATL,LB,4.9,2.4,0.1,0.4,0.1,0.1,0.1,0.,6.9
19,"Wright, K.J.",SEA,PHI,LB,4.6,3.4,0.2,0.2,0.,0.1,0.1,0.,6.9
20,"Brown, Preston",BUF,NEP,LB,4.6,3.6,0.,0.1,0.1,0.,0.,0.,6.8
21,"Mack, Khalil",OAK,NYG,LB,5.2,1.2,0.6,0.2,0.,0.2,0.,0.,6.8
22,"Alonso, Kiko",MIA,DEN,LB,4.6,3.2,0.,0.2,0.1,0.1,0.1,0.,6.8
23,"Jack, Myles",JAC,IND,LB,5.2,2.1,0.1,0.4,0.,0.,0.,0.,6.8
