Rank,Player,Team,Opp,Position,PUNTS,PUNT_YDS,PUNT_RETURN_YD,PUNT_INSIDE20,Pts
1,"Hekker, Johnny",LAR,@ARZ,P,6.2,298.6,13.9,2.9,22.
2,"Pinion, Bradley",SFO,@CHI,P,6.3,274.8,18.9,1.9,18.8
3,"King, Marquette",OAK,NYG,P,5.3,251.1,20.2,2.3,18.1
4,"Wing, Brad",NYG,@OAK,P,5.8,261.8,21.,1.9,18.
5,"Kern, Brett",TEN,HOU,P,5.1,232.8,26.1,2.2,17.
6,"Dixon, Riley",DEN,@MIA,P,5.5,248.7,17.4,1.7,17.
7,"Lechler, Shane",HOU,@TEN,P,5.2,245.6,31.5,1.8,16.9
8,"Haack, Matt",MIA,DEN,P,5.2,235.8,22.1,1.9,16.7
9,"Koch, Sam",BAL,DET,P,4.7,218.3,16.6,2.1,16.1
10,"Colquitt, Dustin",KCC,@NYJ,P,4.5,197.2,9.4,2.3,15.3
11,"Allen, Ryan",NEP,@BUF,P,4.7,209.1,14.9,1.7,14.7
12,"Nortman, Brad",JAC,IND,P,4.5,210.8,19.2,1.6,14.7
13,"Colquitt, Britton",CLE,@LAC,P,4.9,216.6,21.6,1.3,14.5
14,"Palardy, Michael",CAR,@NOR,P,4.6,201.5,18.1,1.7,14.5
15,"Huber, Kevin",CIN,PIT,P,4.6,212.1,18.4,1.5,14.4
16,"Anger, Bryan",TBB,@GBP,P,4.1,186.4,7.2,2.1,14.4
17,"Jones, Donnie",PHI,@SEA,P,4.4,206.7,12.,1.5,14.1
18,"Martin, Sam",DET,@BAL,P,4.3,205.5,14.7,1.4,14.
19,"Edwards, Lachlan",NYJ,KCC,P,4.7,204.8,21.9,1.5,14.
20,"O'Donnell, Pat",CHI,SFO,P,4.3,189.5,14.6,1.6,13.5
21,"Schmidt, Colton",BUF,NEP,P,4.8,204.2,18.8,1.1,13.5
22,"Quigley, Ryan",MIN,@ATL,P,4.4,182.9,14.1,1.7,13.1
23,"Ryan, Jon",SEA,PHI,P,4.,178.9,15.2,1.5,12.5
24,"Berry, Jordan",PIT,@CIN,P,3.9,173.5,14.,1.4,12.1
25,"Jones, Chris",DAL,WAS,P,3.7,169.9,8.9,1.6,12.1
26,"Kaser, Drew",LAC,CLE,P,3.9,183.4,22.,1.1,12.1
27,"Morstead, Thomas",NOR,CAR,P,3.6,170.3,14.,1.4,12.
28,"Way, Tress",WAS,@DAL,P,3.7,169.1,14.1,1.2,11.6
29,"Vogel, Justin",GBP,TBB,P,3.9,167.8,8.7,1.2,11.5
30,"Bosher, Matt",ATL,MIN,P,3.2,146.6,13.4,1.5,11.
31,"Wile, Matt",ARZ,LAR,P,3.8,166.1,17.9,1.,10.5
