"Rank","Player","Team","Opp","Position","Rush","Rush Yds","Rush TDs","0-9 RushTDs","10-19 RushTDs","20-29 RushTDs","30-39 RushTDs","40-49 RushTDs","50+ RushTDs","Tgt","RZTgt","Rec","Rec Yds","Rec TDs",">= 50yds",">= 100yds","Punt Ret Yds","Kick Ret Yds","Fum Lost","Scoring Opps","Pts"
1,"Conner, James","PIT","@ARZ","RB",20.3,93.,0.9,0.7,0.1,0.1,0.,0.,0.,6.5,0.8,5.2,45.,0.2,0.2,0.1,0.,0.,0.1,2.5,19.7
2,"Kamara, Alvin","NOS","SFO","RB",13.2,60.,0.7,0.5,0.1,0.1,0.,0.,0.1,7.6,1.6,5.8,55.,0.3,0.7,0.1,3.,28.,0.,2.8,17.6
3,"Hunt, Kareem","CLE","CIN","RB",14.7,66.,0.6,0.5,0.1,0.,0.1,0.,0.,3.4,0.7,2.5,32.,0.5,0.1,0.1,0.,14.,0.,2.5,16.4
4,"Gurley, Todd","LAR","SEA","RB",13.6,70.,0.8,0.6,0.1,0.,0.,0.,0.,4.4,0.8,2.9,27.,0.1,0.1,0.1,0.,0.,0.1,2.3,15.3
5,"Michel, Sony","NEP","KCC","RB",17.5,80.,0.9,0.7,0.2,0.,0.,0.,0.,1.9,0.4,1.6,13.,0.1,0.1,0.,0.,4.,0.,2.5,15.2
6,"Fournette, Leonard","JAC","LAC","RB",19.9,72.,0.7,0.6,0.,0.,0.,0.,0.1,4.6,0.3,3.5,29.,0.1,0.1,0.1,0.,1.,0.,1.9,14.9
7,"Barkley, Saquon","NYG","@PHI","RB",14.2,70.,0.5,0.3,0.,0.,0.,0.,0.2,6.3,0.7,4.5,33.,0.2,0.1,0.1,0.,0.,0.,2.,14.7
8,"Montgomery, David","CHI","DAL","RB",14.,61.,0.7,0.5,0.1,0.1,0.,0.,0.,4.7,0.8,3.5,32.,0.2,0.1,0.1,11.,2.,0.1,1.7,14.6
9,"McCaffrey, Christian","CAR","@ATL","RB",10.9,50.,0.3,0.3,0.,0.,0.,0.,0.,7.9,0.9,6.1,50.,0.4,0.7,0.1,4.,2.,0.,2.,14.
10,"Gordon, Melvin","LAC","@JAC","RB",14.4,62.,0.7,0.4,0.2,0.1,0.,0.,0.,4.2,0.6,3.,27.,0.2,0.1,0.1,0.,0.,0.,2.1,14.
11,"Henry, Derrick","TEN","@OAK","RB",15.4,73.,0.8,0.5,0.1,0.,0.,0.,0.1,1.8,0.2,1.3,12.,0.1,0.1,0.,0.,0.,0.1,1.9,13.3
