"Rank","Player","Team","Opp","Position","Tack","Asst","Scks","PassDef","Int","FumFrc","Fum","DefTD","Pts"
1,"David, Lavonte","TBB","IND","LB",7.7,2.3,0.3,0.2,0.,0.1,0.1,0.,9.5
2,"Jack, Myles","JAC","LAC","LB",6.7,2.4,0.2,0.2,0.1,0.1,0.1,0.,8.7
3,"Whitehead, Tahir","OAK","TEN","LB",6.5,2.8,0.,0.3,0.1,0.1,0.1,0.,8.5
4,"Littleton, Cory","LAR","SEA","LB",6.,2.,0.2,0.7,0.2,0.,0.,0.,8.3
5,"Wagner, Bobby","SEA","@LAR","LB",5.9,3.1,0.1,0.4,0.1,0.1,0.1,0.,8.2
6,"Ogletree, Alec","NYG","@PHI","LB",5.1,2.9,0.3,0.7,0.3,0.,0.,0.,8.1
7,"Edmunds, Tremaine","BUF","BAL","LB",5.5,2.8,0.1,0.6,0.1,0.1,0.,0.,8.
8,"Martinez, Blake","GBP","WAS","LB",5.8,3.1,0.2,0.3,0.,0.,0.,0.,7.9
9,"Leonard, Darius","IND","@TBB","LB",5.2,2.8,0.3,0.4,0.1,0.2,0.1,0.,7.8
10,"Davis, Demario","NOS","SFO","LB",5.5,2.6,0.3,0.4,0.1,0.1,0.1,0.,7.8
11,"Kendricks, Eric","MIN","DET","LB",5.2,3.2,0.1,0.5,0.1,0.,0.,0.,7.7
12,"Bush, Devin","PIT","@ARZ","LB",5.1,1.6,0.7,0.3,0.1,0.3,0.,0.,7.5
13,"Shazier, Ryan","PIT","@ARZ","LB",5.3,1.6,0.4,0.5,0.1,0.3,0.1,0.,7.5
14,"Schobert, Joe","CLE","CIN","LB",5.,3.3,0.2,0.2,0.1,0.1,0.1,0.,7.3
15,"Hitchens, Anthony","KCC","@NEP","LB",5.4,3.5,0.,0.,0.,0.1,0.,0.,7.2
16,"Mosley, C.J.","NYJ","MIA","LB",4.9,2.6,0.1,0.4,0.1,0.,0.,0.,7.1
17,"Young, Kenny","BAL","@BUF","LB",4.9,2.,0.4,0.3,0.1,0.2,0.1,0.,7.
18,"Smith, Roquan","CHI","DAL","LB",5.,1.8,0.4,0.3,0.2,0.1,0.,0.,7.
19,"Vigil, Nick","CIN","@CLE","LB",5.5,2.2,0.1,0.3,0.1,0.,0.,0.,7.
20,"Alonso, Kiko","NOS","SFO","LB",4.9,2.5,0.2,0.3,0.1,0.1,0.,0.,7.
21,"Brown, Jayon","TEN","@OAK","LB",4.6,2.5,0.4,0.4,0.1,0.1,0.1,0.,6.9
22,"Jones, Deion","ATL","CAR","LB",4.6,2.6,0.,0.5,0.2,0.1,0.,0.,6.9
23,"Mack, Khalil","CHI","DAL","LB",4.3,1.3,0.9,0.3,0.1,0.3,0.1,0.,6.8
24,"Woodyard, Wesley","TEN","@OAK","LB",4.7,3.,0.3,0.2,0.,0.1,0.,0.,6.8
25,"Baker, Jerome","MIA","@NYJ","LB",4.9,1.9,0.2,0.3,0.1,0.1,0.,0.,6.7
26,"Bradham, Nigel","PHI","NYG","LB",4.9,2.,0.1,0.5,0.,0.,0.,0.,6.5
27,"Brown, Zach","PHI","NYG","LB",4.9,2.1,0.1,0.3,0.,0.1,0.,0.,6.5
28,"Bostic, Jon","WAS","@GBP","LB",4.6,2.1,0.3,0.2,0.,0.1,0.,0.,6.4
29,"Kuechly, Luke","CAR","@ATL","LB",4.5,2.3,0.1,0.3,0.1,0.1,0.1,0.,6.4
30,"Hicks, Jordan","ARZ","PIT","LB",4.7,1.9,0.2,0.4,0.,0.,0.,0.,6.3
31,"Trevathan, Danny","CHI","DAL","LB",4.9,1.6,0.1,0.3,0.1,0.1,0.1,0.,6.3
32,"White, Devin","TBB","IND","LB",4.4,2.4,0.1,0.3,0.1,0.1,0.,0.,6.2
33,"Hamilton, Shaun Dion","WAS","@GBP","LB",4.2,2.5,0.3,0.2,0.1,0.1,0.,0.,6.2
34,"Alexander, Kwon","SFO","@NOS","LB",4.9,1.8,0.1,0.2,0.,0.1,0.,0.,6.2
35,"Kirksey, Christian","CLE","CIN","LB",4.1,2.2,0.1,0.4,0.1,0.1,0.,0.,6.1
36,"Wright, K.J.","SEA","@LAR","LB",4.1,2.2,0.,0.5,0.1,0.,0.,0.,6.
