"Rank","Player","Team","Opp","Position","Tgt","RZTgt","Rec","Rec Yds","Rec TDs","0-9 RecTDs","10-19 RecTDs","20-29 RecTDs","30-39 RecTDs","40-49 RecTDs","50+ RecTDs","Rush Yds","Rush TDs","Punt Ret Yds","Kick Ret Yds","Fum Lost","Scoring Opps","Pts"
1,"Smith-Schuster, JuJu","PIT","@BAL","WR",11.1,1.8,7.,97.,0.8,0.3,0.1,0.2,0.,0.1,0.1,0.,0.,0.,7.,0.,1.4,14.6
2,"Hopkins, DeAndre","HOU","TEN","WR",11.2,1.4,6.5,89.,0.7,0.3,0.2,0.1,0.1,0.1,0.,-0.2,0.,0.,0.,0.1,1.3,12.6
3,"Hill, Tyreek","KCC","LAC","WR",8.1,0.7,5.,80.,0.5,0.1,0.1,0.1,0.,0.,0.2,8.,0.1,11.,1.,0.,1.1,12.3
4,"Brown, Antonio","OAK","@DEN","WR",9.8,1.2,6.2,77.,0.6,0.2,0.1,0.2,0.,0.1,0.1,0.,0.,0.,0.,0.,1.1,11.6
5,"Adams, Davante","GBP","@DET","WR",9.9,1.6,6.,73.,0.6,0.2,0.3,0.1,0.,0.,0.,0.1,0.,0.,0.,0.,0.9,11.4
6,"Lockett, Tyler","SEA","SFO","WR",5.5,0.6,3.9,70.,0.7,0.1,0.1,0.2,0.1,0.,0.2,3.,0.,8.,30.,0.,0.8,11.3
7,"Beckham, Odell","CLE","@CIN","WR",8.9,1.3,5.2,71.,0.6,0.2,0.2,0.1,0.,0.1,0.,2.,0.,2.,1.,0.1,1.2,11.
8,"Jones, Julio","ATL","@TBB","WR",8.9,1.2,5.7,82.,0.5,0.1,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.2,1.1,10.8
9,"Cooks, Brandin","LAR","ARZ","WR",8.,1.1,5.3,81.,0.4,0.2,0.1,0.,0.,0.,0.,4.,0.,0.,0.,0.,0.9,10.7
10,"Allen, Keenan","LAC","@KCC","WR",9.9,1.3,6.,80.,0.4,0.1,0.1,0.,0.,0.1,0.,2.,0.,0.,1.,0.,1.3,10.7
11,"Thomas, Michael","NOS","@CAR","WR",9.9,1.7,7.,81.,0.4,0.3,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.1,1.1,10.6
12,"Brown, John","BUF","NYJ","WR",8.1,1.2,4.1,64.,0.5,0.2,0.1,0.1,0.1,0.1,0.,0.,0.,0.,0.,0.,1.,9.8
13,"Shepard, Sterling","NYG","PHI","WR",8.,1.6,4.9,72.,0.4,0.2,0.1,0.,0.,0.1,0.,1.,0.,1.,1.,0.,1.,9.7
14,"Pettis, Dante","SFO","@SEA","WR",6.2,0.7,3.7,61.,0.6,0.2,0.1,0.1,0.,0.,0.1,1.,0.,1.,0.,0.,0.8,9.6
15,"Godwin, Chris","TBB","ATL","WR",7.6,1.3,5.,68.,0.4,0.2,0.1,0.1,0.1,0.,0.1,1.,0.,3.,0.,0.1,1.3,9.6
16,"Diggs, Stefon","MIN","CHI","WR",8.5,1.2,5.7,59.,0.5,0.3,0.1,0.1,0.1,0.,0.,3.,0.,0.,0.,0.,0.9,9.5
17,"Woods, Robert","LAR","ARZ","WR",8.3,0.7,5.5,73.,0.2,0.1,0.,0.,0.1,0.,0.,7.,0.,0.,0.,0.,0.5,9.5
18,"Cooper, Amari","DAL","WAS","WR",7.,0.6,4.7,64.,0.5,0.1,0.,0.1,0.,0.1,0.2,1.,0.,0.,0.,0.1,0.8,9.4
19,"Thielen, Adam","MIN","CHI","WR",8.5,1.1,5.6,67.,0.4,0.2,0.1,0.,0.,0.1,0.,1.,0.,0.,0.,0.1,0.8,9.3
20,"Moore, D.J.","CAR","NOS","WR",7.7,1.,4.7,66.,0.4,0.1,0.1,0.1,0.,0.,0.1,4.,0.,0.,9.,0.1,0.9,9.2
21,"Evans, Mike","TBB","ATL","WR",7.7,0.9,4.2,69.,0.4,0.1,0.1,0.,0.,0.1,0.,0.,0.,0.,0.,0.,0.8,9.1
22,"Edelman, Julian","NEP","MIA","WR",7.5,1.1,5.1,66.,0.3,0.2,0.,0.1,0.1,0.,0.,4.,0.,11.,0.,0.,0.9,9.
23,"Sutton, Courtland","DEN","OAK","WR",8.6,1.1,4.6,65.,0.4,0.1,0.1,0.1,0.1,0.,0.,-0.1,0.,0.,0.,0.,0.9,8.9
24,"Hilton, T.Y.","IND","@JAC","WR",7.9,0.7,4.2,71.,0.3,0.1,0.,0.1,0.,0.1,0.1,0.,0.,0.,0.,0.,0.6,8.9
25,"Sanders, Emmanuel","DEN","OAK","WR",8.8,1.,5.4,63.,0.3,0.2,0.1,0.1,0.,0.,0.1,1.,0.,0.,0.,0.,1.,8.7
26,"Ridley, Calvin","ATL","@TBB","WR",6.3,0.8,4.3,51.,0.6,0.2,0.1,0.,0.1,0.1,0.1,1.,0.,0.,2.,0.1,1.,8.5
27,"Green, A.J.","CIN","CLE","WR",7.9,1.1,4.1,58.,0.5,0.2,0.1,0.,0.,0.,0.1,0.,0.,0.,3.,0.1,1.,8.5
28,"Golladay, Kenny","DET","GBP","WR",7.1,1.,3.9,58.,0.4,0.2,0.1,0.1,0.1,0.,0.1,0.,0.,1.,0.,0.,0.8,8.4
29,"Parker, DeVante","MIA","@NEP","WR",6.6,0.7,4.4,58.,0.4,0.2,0.1,0.1,0.,0.,0.1,0.,0.,1.,1.,0.,0.7,8.
30,"Williams, Mike","LAC","@KCC","WR",5.3,0.9,3.3,49.,0.4,0.2,0.1,0.,0.,0.,0.1,1.,0.,0.,0.,0.,0.8,7.9
31,"Fitzgerald, Larry","ARZ","@LAR","WR",8.4,1.1,5.1,54.,0.4,0.1,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.9,7.7
32,"Gordon, Josh","NEP","MIA","WR",6.5,0.6,3.4,55.,0.3,0.1,0.1,0.1,0.1,0.,0.,3.,0.,1.,3.,0.,0.6,7.6
33,"Jeffery, Alshon","PHI","@NYG","WR",6.3,0.9,3.7,51.,0.4,0.2,0.1,0.,0.1,0.,0.1,0.,0.,0.,0.,0.,0.8,7.6
34,"Boyd, Tyler","CIN","CLE","WR",6.2,0.6,3.8,51.,0.4,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.6,7.4
35,"Valdes-Scantling, Marquez","GBP","@DET","WR",7.1,0.9,3.8,53.,0.2,0.,0.,0.1,0.,0.1,0.,2.,0.,1.,1.,0.,0.5,6.9
36,"Davis, Corey","TEN","@HOU","WR",6.8,0.6,4.,51.,0.3,0.,0.1,0.1,0.,0.1,0.,2.,0.,0.,0.,0.,0.6,6.9
37,"Jones, Marvin","DET","GBP","WR",6.1,0.8,3.3,50.,0.3,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.7,6.9
38,"Jackson, DeSean","PHI","@NYG","WR",6.6,0.6,3.6,55.,0.2,0.1,0.,0.,0.,0.,0.1,2.,0.,1.,0.,0.,0.6,6.9
39,"Kupp, Cooper","LAR","ARZ","WR",6.1,1.2,3.8,50.,0.3,0.1,0.1,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.8,6.8
40,"Anderson, Robby","NYJ","@BUF","WR",5.6,0.7,3.3,46.,0.4,0.1,0.1,0.1,0.1,0.,0.,0.,0.,0.,1.,0.1,0.9,6.7
41,"Fuller, Will","HOU","TEN","WR",5.2,0.5,3.3,45.,0.4,0.1,0.1,0.,0.1,0.,0.1,0.,0.,4.,3.,0.,0.6,6.7
42,"Robinson, Allen","CHI","@MIN","WR",6.8,0.7,3.9,54.,0.2,0.,0.1,0.1,0.,0.,0.,1.,0.,0.,0.,0.1,0.7,6.5
43,"Sanu, Mohamed","ATL","@TBB","WR",6.2,0.5,4.,51.,0.2,0.,0.,0.,0.1,0.1,0.,3.,0.,0.,1.,0.,0.6,6.5
44,"Watkins, Sammy","KCC","LAC","WR",6.1,0.8,3.5,48.,0.2,0.1,0.1,0.,0.,0.,0.,3.,0.,0.,0.,0.1,0.9,6.4
45,"Tate, Golden","NYG","PHI","WR",7.1,0.9,4.2,50.,0.2,0.1,0.,0.,0.,0.,0.,2.,0.,1.,2.,0.,0.7,6.4
46,"Ginn Jr., Ted","NOS","@CAR","WR",5.5,0.6,3.5,49.,0.2,0.1,0.,0.1,0.,0.,0.1,2.,0.,1.,1.,0.,0.4,6.3
47,"Allison, Geronimo","GBP","@DET","WR",7.,0.7,4.3,50.,0.2,0.,0.,0.,0.1,0.,0.1,0.,0.,0.,0.,0.1,0.4,6.2
48,"Samuel, Curtis","CAR","NOS","WR",5.6,0.9,3.3,37.,0.3,0.1,0.1,0.,0.,0.,0.1,4.,0.1,0.,11.,0.1,0.8,6.1
49,"Snead, Willie","BAL","PIT","WR",7.,0.7,4.,45.,0.2,0.1,0.1,0.,0.1,0.,0.,0.1,0.,0.,1.,0.,0.4,5.9
50,"Landry, Jarvis","CLE","@CIN","WR",7.4,0.9,3.8,45.,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,1.,3.,0.1,0.7,5.9
51,"Moncrief, Donte","PIT","@BAL","WR",7.6,0.7,4.5,52.,0.1,0.,0.,0.,0.,0.,0.1,0.1,0.,0.,3.,0.1,0.5,5.9
52,"Dorsett, Phillip","NEP","MIA","WR",3.9,0.5,2.7,34.,0.3,0.2,0.,0.,0.1,0.,0.,4.,0.,0.,10.,0.,0.6,5.8
53,"Goodwin, Marquise","SFO","@SEA","WR",4.7,0.7,2.5,39.,0.3,0.1,0.1,0.,0.,0.,0.1,1.,0.,0.,1.,0.,0.4,5.8
54,"Westbrook, Dede","JAC","IND","WR",6.,0.8,3.4,40.,0.3,0.,0.1,0.,0.1,0.,0.1,3.,0.,11.,2.,0.1,0.7,5.7
55,"Metcalf, DK","SEA","SFO","WR",3.7,0.4,2.3,36.,0.3,0.1,0.1,0.1,0.,0.,0.1,2.,0.,3.,17.,0.,0.4,5.5
