"Rank","Player","Team","Opp","Position","Tgt","RZTgt","Rec","Rec Yds","Rec TDs","0-9 RecTDs","10-19 RecTDs","20-29 RecTDs","30-39 RecTDs","40-49 RecTDs","50+ RecTDs","Rush Yds","Rush TDs","Punt Ret Yds","Kick Ret Yds","Fum Lost","Scoring Opps","Pts"
1,"Ertz, Zach","PHI","@NYG","TE",9.9,1.6,6.8,69.,0.6,0.2,0.3,0.1,0.,0.,0.,0.,0.,0.,0.,0.,1.,10.3
2,"Kelce, Travis","KCC","LAC","TE",7.3,1.3,4.7,60.,0.4,0.2,0.2,0.1,0.,0.,0.,0.1,0.,0.,0.,0.,0.9,8.6
3,"Howard, O.J.","TBB","ATL","TE",4.4,0.7,2.9,42.,0.5,0.2,0.1,0.,0.1,0.,0.,0.,0.,0.,0.,0.1,0.8,7.
4,"Olsen, Greg","CAR","NOS","TE",5.7,1.1,3.5,41.,0.4,0.2,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.8,6.6
5,"Kittle, George","SFO","@SEA","TE",6.1,1.,3.6,52.,0.2,0.1,0.,0.,0.,0.1,0.,0.,0.,0.,0.,0.,0.7,6.4
6,"Ebron, Eric","IND","@JAC","TE",5.,0.9,3.,32.,0.5,0.2,0.2,0.1,0.,0.,0.,-0.4,0.,0.,0.,0.1,0.7,6.
7,"Njoku, David","CLE","@CIN","TE",5.6,0.8,3.3,40.,0.3,0.2,0.,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.7,5.8
8,"Hooper, Austin","ATL","@TBB","TE",5.5,0.6,4.4,42.,0.2,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.5,5.8
9,"Rudolph, Kyle","MIN","CHI","TE",5.4,1.,3.8,36.,0.3,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.8,5.7
10,"Engram, Evan","NYG","PHI","TE",5.4,0.5,3.2,39.,0.2,0.1,0.1,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.5,5.4
