Rank,Player,Team,Opp,Position,Rush,Rush Yds,Rush TDs,0-9 RushTDs,10-19 RushTDs,20-29 RushTDs,30-39 RushTDs,40-49 RushTDs,50+ RushTDs,Rec,Rec Yds,Rec TDs,>= 50yds,>= 100yds,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Johnson, David",ARZ,@LAR,RB,17.5,72.4,0.9,0.7,0.1,0.,0.,0.,0.,4.9,51.7,0.3,0.7,0.1,0.,4.1,0.2,3.5,19.
2,"Bell, Le'Veon",PIT,CIN,RB,17.7,83.8,0.5,0.5,0.,0.,0.,0.,0.,3.6,27.5,0.1,0.1,0.1,0.,0.,0.1,2.5,14.6
3,"Murray, DeMarco",TEN,@CLE,RB,16.7,68.9,0.5,0.3,0.,0.,0.,0.,0.1,2.9,21.3,0.1,0.1,0.,0.,1.2,0.1,2.3,12.5
4,"Hunt, Kareem",KCC,@OAK,RB,15.,64.8,0.4,0.3,0.,0.,0.,0.,0.,2.2,21.9,0.2,0.1,0.,0.,0.5,0.1,3.8,12.2
5,"Freeman, Devonta",ATL,@NEP,RB,12.3,55.8,0.5,0.4,0.,0.,0.,0.,0.,3.2,28.5,0.1,0.1,0.1,0.,0.,0.1,3.7,12.1
6,"McFadden, Darren",DAL,@SFO,RB,16.3,81.1,0.4,0.3,0.,0.,0.,0.,0.1,2.3,17.6,0.,0.1,0.,0.,0.,0.2,3.7,12.
7,"Howard, Jordan",CHI,CAR,RB,14.5,73.7,0.4,0.4,0.,0.,0.,0.,0.,1.7,17.1,0.1,0.1,0.,0.,0.,0.1,1.7,11.8
8,"Anderson, C.J.",DEN,@LAC,RB,14.8,60.7,0.5,0.4,0.1,0.,0.,0.,0.,2.5,20.6,0.1,0.1,0.,0.,2.3,0.2,2.3,11.5
9,"McCaffrey, Christian",CAR,@CHI,RB,15.1,60.3,0.5,0.5,0.1,0.,0.,0.,0.,2.5,19.9,0.1,0.,0.,0.,0.,0.1,3.8,11.5
10,"Lynch, Marshawn",OAK,KCC,RB,12.,54.,0.6,0.4,0.,0.2,0.,0.,0.,2.4,19.7,0.,0.1,0.,0.9,0.,0.,2.3,11.5
11,"Martin, Doug",TBB,@BUF,RB,19.,76.4,0.4,0.4,0.,0.,0.,0.,0.,2.1,17.7,0.,0.1,0.,0.,0.,0.2,4.2,11.4
12,"Blount, LeGarrette",PHI,WAS,RB,13.6,53.9,0.8,0.7,0.,0.,0.,0.1,0.,1.1,8.6,0.1,0.,0.,1.9,0.,0.1,2.1,11.4
13,"McCoy, LeSean",BUF,TBB,RB,12.2,61.9,0.5,0.3,0.1,0.,0.,0.,0.,2.5,19.6,0.1,0.1,0.,0.,0.,0.1,2.9,11.4
14,"Montgomery, Ty",GBP,NOR,RB,12.2,56.2,0.3,0.2,0.,0.,0.,0.1,0.,2.6,20.4,0.3,0.1,0.,0.,3.7,0.1,2.5,11.3
15,"Gordon, Melvin",LAC,DEN,RB,16.7,62.6,0.3,0.3,0.,0.,0.,0.,0.,3.2,27.7,0.1,0.1,0.1,0.,0.,0.3,2.8,10.9
16,"Fournette, Leonard",JAC,@IND,RB,10.2,42.1,0.8,0.4,0.1,0.1,0.,0.,0.1,2.8,21.7,0.,0.1,0.,0.,0.,0.1,2.3,10.9
17,"Gurley, Todd",LAR,ARZ,RB,16.8,63.5,0.5,0.4,0.,0.,0.,0.,0.,2.3,18.4,0.,0.1,0.,0.,0.3,0.1,2.7,10.9
18,"Gillislee, Mike",NEP,ATL,RB,11.8,53.4,0.7,0.6,0.,0.,0.,0.1,0.,0.9,7.9,0.1,0.,0.,0.,2.1,0.,1.8,10.7
19,"Cook, Dalvin",MIN,BAL,RB,12.5,52.6,0.5,0.3,0.1,0.,0.,0.,0.,2.9,20.1,0.1,0.1,0.,0.,0.,0.1,3.3,10.6
20,"Ajayi, Jay",MIA,NYJ,RB,15.8,68.,0.4,0.2,0.1,0.1,0.,0.,0.,2.1,14.3,0.,0.1,0.,0.,0.,0.,1.4,10.4
21,"Ingram, Mark",NOR,@GBP,RB,11.,54.7,0.4,0.2,0.1,0.,0.,0.,0.,2.7,20.1,0.1,0.1,0.,0.,0.,0.1,2.9,10.4
22,"Hyde, Carlos",SFO,DAL,RB,12.5,54.8,0.3,0.3,0.,0.,0.,0.,0.,2.,16.1,0.2,0.1,0.,0.,0.2,0.2,2.3,9.7
23,"Mixon, Joe",CIN,@PIT,RB,18.7,57.8,0.5,0.5,0.,0.,0.,0.,0.,1.2,10.,0.,0.,0.,0.,3.8,0.1,3.1,9.7
24,"Powell, Bilal",NYJ,@MIA,RB,9.7,48.2,0.2,0.1,0.1,0.,0.1,0.,0.,3.5,25.8,0.2,0.1,0.1,0.,0.,0.1,0.8,9.6
25,"Forte, Matt",NYJ,@MIA,RB,12.9,51.6,0.3,0.2,0.,0.,0.1,0.,0.,2.6,20.2,0.1,0.1,0.,0.,0.,0.1,1.3,9.4
26,"Crowell, Isaiah",CLE,TEN,RB,12.7,55.5,0.3,0.3,0.1,0.,0.,0.,0.,2.2,17.7,0.,0.1,0.,0.,0.,0.2,2.5,9.3
