Rank,Player,Team,Opp,Position,XP,XPA,FG,Att,10-19,20-29,30-39,40-49,50+,Miss,Pts
1,"Tucker, Justin",BAL,@MIN,K,1.8,1.8,2.3,2.5,0.,0.4,0.6,0.8,0.5,0.2,9.9
2,"McManus, Brandon",DEN,@LAC,K,2.3,2.4,2.2,2.5,0.,0.8,0.8,0.4,0.3,0.3,9.1
3,"Boswell, Chris",PIT,CIN,K,2.,2.1,2.,2.2,0.,0.4,0.8,0.8,0.1,0.1,8.5
4,"Bailey, Dan",DAL,@SFO,K,2.6,2.6,1.8,2.1,0.,0.5,0.6,0.4,0.3,0.2,8.4
5,"Gostkowski, Stephen",NEP,ATL,K,2.5,2.7,1.8,2.,0.,0.4,0.5,0.6,0.1,0.2,7.9
6,"Crosby, Mason",GBP,NOR,K,3.,3.1,1.6,1.8,0.,0.4,0.6,0.3,0.2,0.2,7.8
7,"Vinatieri, Adam",IND,JAC,K,2.5,2.5,1.6,1.8,0.,0.3,0.4,0.5,0.3,0.2,7.8
8,"Bryant, Matt",ATL,@NEP,K,3.,3.1,1.5,1.7,0.,0.5,0.4,0.4,0.2,0.2,7.5
9,"Hopkins, Dustin",WAS,@PHI,K,2.5,2.8,1.8,2.3,0.,0.7,0.6,0.4,0.2,0.4,7.5
10,"Lutz, Wil",NOR,@GBP,K,3.,3.1,1.6,2.,0.1,0.4,0.6,0.4,0.1,0.4,7.4
11,"Sturgis, Caleb",PHI,WAS,K,2.,2.1,1.8,2.1,0.,0.5,0.6,0.4,0.2,0.3,7.2
12,"Bullock, Randy",CIN,@PIT,K,2.1,2.4,1.8,2.1,0.,0.8,0.5,0.4,0.,0.3,7.
13,"Forbath, Kai",MIN,BAL,K,1.8,2.1,1.6,1.8,0.,0.5,0.6,0.4,0.1,0.2,6.8
14,"Myers, Jason",JAC,@IND,K,1.9,2.2,1.6,2.,0.,0.5,0.3,0.5,0.3,0.4,6.8
15,"Folk, Nick",TBB,@BUF,K,1.9,2.,1.8,2.1,0.,0.7,0.8,0.2,0.1,0.3,6.7
16,"Gano, Graham",CAR,@CHI,K,2.2,2.4,1.6,2.,0.,0.4,0.4,0.7,0.1,0.4,6.7
17,"Janikowski, Sebastian",OAK,KCC,K,2.2,2.3,1.5,1.8,0.,0.5,0.3,0.5,0.2,0.3,6.5
18,"Walsh, Blair",SEA,@NYG,K,1.8,2.1,1.6,1.9,0.,0.4,0.6,0.4,0.2,0.3,6.4
19,"Dawson, Phil",ARZ,@LAR,K,2.5,2.6,1.2,1.5,0.,0.3,0.4,0.4,0.1,0.3,5.9
20,"Hauschka, Steven",BUF,TBB,K,1.7,2.,1.5,1.7,0.,0.5,0.6,0.4,0.,0.3,5.7
21,"Santos, Cairo",KCC,@OAK,K,1.9,2.,1.4,1.7,0.,0.3,0.7,0.3,0.1,0.3,5.7
22,"Catanzaro, Chandler",NYJ,@MIA,K,1.8,2.,1.4,1.8,0.,0.5,0.5,0.3,0.2,0.4,5.5
23,"Gould, Robbie",SFO,DAL,K,1.8,2.,1.1,1.2,0.,0.3,0.3,0.4,0.1,0.1,5.2
24,"Succop, Ryan",TEN,@CLE,K,1.8,1.9,1.,1.1,0.,0.2,0.3,0.4,0.1,0.1,5.2
25,"Barth, Connor",CHI,CAR,K,2.,2.1,1.2,1.6,0.,0.5,0.5,0.2,0.1,0.3,5.2
26,"Rosas, Aldrick",NYG,SEA,K,1.8,2.,1.1,1.2,0.,0.3,0.4,0.4,0.,0.1,5.1
27,"Koo, Younghoe",LAC,DEN,K,1.9,2.1,1.3,1.8,0.,0.3,0.5,0.4,0.1,0.4,5.1
28,"Parkey, Cody",MIA,NYJ,K,2.,2.,1.2,1.5,0.,0.4,0.4,0.3,0.,0.3,4.8
29,"Gonzalez, Zane",CLE,TEN,K,1.3,1.4,1.3,1.6,0.,0.4,0.4,0.4,0.,0.3,4.6
30,"Zuerlein, Greg",LAR,ARZ,K,1.6,1.6,1.1,1.5,0.,0.2,0.6,0.2,0.1,0.3,4.5
