Rank,Player,Team,Opp,Position,PUNTS,PUNT_YDS,PUNT_RETURN_YD,PUNT_INSIDE20,Pts
1,"Hekker, Johnny",LAR,ARZ,P,6.2,298.6,13.9,2.9,22.
2,"Pinion, Bradley",SFO,DAL,P,6.3,272.9,18.7,1.9,18.7
3,"Wing, Brad",NYG,SEA,P,5.8,261.8,21.,1.9,18.
4,"King, Marquette",OAK,KCC,P,5.3,250.7,21.,2.3,17.9
5,"Dixon, Riley",DEN,@LAC,P,5.5,246.8,17.2,1.7,16.8
6,"Kern, Brett",TEN,@CLE,P,5.1,231.,26.5,2.1,16.8
7,"Haack, Matt",MIA,NYJ,P,5.3,237.8,23.5,1.9,16.8
8,"Koch, Sam",BAL,@MIN,P,4.7,218.3,16.6,2.1,16.1
9,"Colquitt, Dustin",KCC,@OAK,P,4.5,196.9,9.4,2.3,15.3
10,"Allen, Ryan",NEP,ATL,P,4.7,208.,14.9,1.8,14.7
11,"Nortman, Brad",JAC,@IND,P,4.5,210.8,19.2,1.6,14.7
12,"Colquitt, Britton",CLE,TEN,P,4.9,217.4,21.7,1.3,14.5
13,"Huber, Kevin",CIN,@PIT,P,4.6,212.1,18.4,1.5,14.4
14,"Palardy, Michael",CAR,@CHI,P,4.6,201.,17.3,1.7,14.4
15,"Anger, Bryan",TBB,@BUF,P,4.1,186.4,7.2,2.1,14.4
16,"Jones, Donnie",PHI,WAS,P,4.4,206.5,11.8,1.5,14.1
17,"Edwards, Lachlan",NYJ,@MIA,P,4.7,204.7,22.4,1.5,13.9
18,"Schmidt, Colton",BUF,TBB,P,4.8,205.3,19.,1.2,13.5
19,"O'Donnell, Pat",CHI,CAR,P,4.3,188.7,14.6,1.6,13.4
20,"Quigley, Ryan",MIN,BAL,P,4.4,182.9,14.1,1.7,13.1
21,"Ryan, Jon",SEA,@NYG,P,4.,178.2,15.2,1.4,12.4
22,"Kaser, Drew",LAC,DEN,P,4.,185.8,21.8,1.1,12.3
23,"Berry, Jordan",PIT,CIN,P,3.9,173.5,14.,1.4,12.1
24,"Jones, Chris",DAL,@SFO,P,3.7,170.8,9.,1.6,12.1
25,"Morstead, Thomas",NOR,@GBP,P,3.6,170.5,14.1,1.4,12.
26,"Way, Tress",WAS,@PHI,P,3.7,171.6,14.2,1.2,11.7
27,"Vogel, Justin",GBP,NOR,P,3.9,167.8,8.7,1.2,11.5
28,"Bosher, Matt",ATL,@NEP,P,3.2,147.8,13.6,1.6,11.1
29,"Wile, Matt",ARZ,@LAR,P,3.8,166.1,17.9,1.,10.5
