"Rank","Player","Team","Position","Tack","Asst","Scks","PassDef","Int","FumFrc","Fum","DefTD","Punt Ret Yds","Kick Ret Yds","Pts"
236,"Herndon, Tre","JAC","DB",4.7,0.3,0.,0.,0.,0.,0.,0.,0.,0.,4.8
237,"Greene, Raven","GBP","DB",1.6,0.,0.3,0.3,0.,1.6,0.,0.,0.,0.,3.9
238,"Johnson, Danny","WAS","DB",3.3,0.,0.,0.2,0.,0.,0.,0.,0.,245.,3.5
239,"Bausby, DeVante","DEN","DB",3.3,0.1,0.,0.,0.,0.,0.,0.,0.,0.,3.3
240,"Moore, Corey","IND","DB",2.,1.1,0.,0.2,0.2,0.,0.,0.,0.,0.,3.1
241,"Brock, Tramaine","ARZ","DB",2.1,0.4,0.,0.7,0.,0.,0.,0.,0.,0.,3.
242,"McRae, Tony","CIN","DB",0.3,0.3,0.,1.,0.,1.3,0.,0.,0.,0.,2.8
243,"Hairston, Nate","NYJ","DB",2.3,0.4,0.,0.,0.,0.,0.,0.,0.,0.,2.5
244,"Amerson, David","ARZ","DB",1.5,0.4,0.,0.3,0.1,0.,0.,0.,0.,0.,2.2
245,"Campbell, Ibraheim","GBP","DB",1.6,0.6,0.,0.,0.,0.,0.,0.,0.,0.,2.
246,"Dangerfield, Jordan","PIT","DB",1.5,1.,0.,0.,0.,0.,0.,0.,0.,0.,1.9
247,"Frazier, Kavon","DAL","DB",1.2,1.,0.,0.,0.,0.,0.,0.,0.,0.,1.7
248,"Houston-Carson, DeAndre","CHI","DB",1.7,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.7
249,"Aikens, Walt","MIA","DB",0.9,0.,0.,0.2,0.2,0.,0.,0.,0.,0.,1.6
250,"Watts, Armani","KCC","DB",0.4,1.3,0.4,0.,0.,0.,0.,0.,0.,0.,1.5
251,"Milton, Chris","IND","DB",1.3,0.2,0.,0.,0.,0.,0.,0.,0.,0.,1.5
252,"Thorpe, Neiko","SEA","DB",1.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.2
253,"Neal, Siran","BUF","DB",0.2,0.9,0.2,0.,0.,0.,0.,0.,0.,0.,0.9
254,"Cruikshank, Dane","TEN","DB",0.6,0.,0.,0.,0.,0.,0.,0.,0.,53.,0.6
255,"Robinson, Josh","JAC","DB",0.,0.,0.,0.,0.,0.2,0.,0.,0.,0.,0.2
256,"Averett, Anthony","BAL","DB",0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1
257,"Sullivan, Chandon","GBP","DB",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
258,"Wilson, Brandon","CIN","DB",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
259,"Jones, Cyrus","BAL","DB",0.,0.,0.,0.,0.,0.,0.,0.,61.,4.,0.
260,"Marlowe, Dean","BUF","DB",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
261,"Bademosi, Johnson","MIA","DB",0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
"","","","","","","","","","","","","","",""
